日期,省级,,面积,人口,确诊,疑似,治愈,死亡,现存确诊
2020-02-19,意大利,,-1,-1,3,0,0,0,3
2020-02-19,柬埔寨,,-1,-1,1,0,1,0,0
2020-02-19,澳门,,0.0007793272830000177,62.0,10,0,5,0,5
2020-02-19,瑞典,,-1,-1,1,0,0,0,1
2020-02-19,美国,,-1,-1,15,0,3,0,12
2020-02-19,芬兰,,-1,-1,1,0,1,0,0
2020-02-19,菲律宾,,-1,-1,3,0,1,1,1
2020-02-19,西藏,,114.28807021034801,300.22,1,0,1,0,0
2020-02-19,越南,,-1,-1,16,0,7,0,9
2020-02-20,湖北,,17.5587617759675,5723.77,62031,0,10521,2029,49481
2020-02-20,甘肃,,43.62062148879054,2557.53,91,0,71,2,18
2020-02-20,河南,,16.141830600971495,9402.369999999997,1265,0,637,19,609
2020-02-20,新疆,,174.73873049803748,2219.3499999999995,76,0,22,1,53
2020-02-20,天津,,1.2601887440589987,1293.82,131,0,59,3,69
2020-02-20,江苏,,10.25282570820451,7866.000000000001,631,0,356,0,275
2020-02-20,内蒙古,,129.59443898197404,2470.640000000001,75,0,16,0,59
2020-02-20,福建,,12.243843456180494,3689.41,293,0,126,1,166
2020-02-20,钻石公主号邮轮,,-1,-1,634,0,0,2,632
2020-02-20,广东,,17.623086185395504,10430.29,1332,0,642,5,685
2020-02-20,浙江,,11.981979841601506,5442.700000000002,1175,0,633,1,541
2020-02-20,湖南,,19.36597052422902,6568.3600000000015,1010,0,634,4,372
2020-02-20,山东,,16.907928425625506,9579.3,546,0,254,4,288
2020-02-20,河北,,19.945148081317488,7185.43,307,0,169,5,133
2020-02-20,韩国,,-1,-1,104,0,16,1,87
2020-02-20,伊朗,,-1,-1,2,0,0,2,0
2020-02-20,海南,,3.4339868098500084,867.21,168,0,86,4,78
2020-02-20,安徽,,13.352554087613001,5949.999999999999,987,0,474,6,507
2020-02-20,四川,,45.723819751963006,8041.829999999999,520,0,217,3,300
2020-02-20,陕西,,20.356404281047496,3732.72,245,0,118,1,126
2020-02-20,香港,,0.2318597904440132,739.0,67,0,6,2,59
2020-02-20,黑龙江,,54.46378289411001,3831.219999999999,476,0,136,12,328
2020-02-20,广西,,21.184350467812,4602.669999999999,245,0,90,2,153
2020-02-20,贵州,,15.98774554200051,3474.6600000000008,146,0,72,2,72
2020-02-20,吉林,,21.318763727273996,2746.23,91,0,43,1,47
2020-02-20,山西,,15.996141343367011,3571.23,131,0,73,0,58
2020-02-20,辽宁,,17.002514162973,4374.619999999999,121,0,59,1,61
2020-02-20,上海,,0.8780426080414991,2301.91,334,0,199,2,133
2020-02-20,云南,,34.276847991411515,4596.5999999999985,173,0,79,1,93
2020-02-20,江西,,15.266293405413506,4456.749999999999,934,0,433,1,500
2020-02-20,宁夏,,5.231898559560495,630.14,71,0,44,0,27
2020-02-20,日本,,-1,-1,84,0,12,1,71
2020-02-20,新加坡,,-1,-1,84,0,34,0,50
2020-02-20,马来西亚,,-1,-1,22,0,15,0,7
2020-02-20,尼泊尔,,-1,-1,1,0,1,0,0
2020-02-20,斯里兰卡,,-1,-1,1,0,1,0,0
2020-02-20,西班牙,,-1,-1,2,0,2,0,0
2020-02-20,台湾,,3.186529964356004,2274.0,24,0,2,1,21
2020-02-20,澳门,,0.0007793272830000177,62.0,10,0,6,0,4
2020-02-20,北京,,1.7347041510244987,1961.2,395,0,153,4,238
2020-02-20,泰国,,-1,-1,35,0,15,0,20
2020-02-20,德国,,-1,-1,16,0,1,0,15
2020-02-20,美国,,-1,-1,15,0,3,0,12
2020-02-20,越南,,-1,-1,16,0,7,0,9
2020-02-20,法国,,-1,-1,12,0,4,1,7
2020-02-20,加拿大,,-1,-1,8,0,2,0,6
2020-02-20,澳大利亚,,-1,-1,15,0,10,0,5
2020-02-20,阿联酋,,-1,-1,9,0,4,0,5
2020-02-20,英国,,-1,-1,9,0,8,0,1
2020-02-20,埃及,,-1,-1,1,0,0,0,1
2020-02-20,印度,,-1,-1,3,0,3,0,0
2020-02-20,俄罗斯,,-1,-1,2,0,2,0,0
2020-02-20,比利时,,-1,-1,1,0,1,0,0
2020-02-20,重庆,,7.708797246292492,2884.62,560,0,274,5,281
2020-02-20,意大利,,-1,-1,3,0,0,0,3
2020-02-20,柬埔寨,,-1,-1,1,0,1,0,0
2020-02-20,瑞典,,-1,-1,1,0,0,0,1
2020-02-20,芬兰,,-1,-1,1,0,1,0,0
2020-02-20,菲律宾,,-1,-1,3,0,1,1,1
2020-02-20,西藏,,114.28807021034801,300.22,1,0,1,0,0
2020-02-20,青海,,69.29584200680502,562.66,18,0,16,0,2
2020-02-21,湖南,,19.36597052422902,6568.3600000000015,1011,0,661,4,346
2020-02-21,甘肃,,43.62062148879054,2557.53,91,0,76,2,13
2020-02-21,新疆,,174.73873049803748,2219.3499999999995,76,0,24,1,51
2020-02-21,河南,,16.141830600971495,9402.369999999997,1267,0,736,19,512
2020-02-21,韩国,,-1,-1,204,0,16,2,186
2020-02-21,日本,,-1,-1,105,0,22,1,82
2020-02-21,伊朗,,-1,-1,18,0,0,4,14
2020-02-21,湖北,,17.5587617759675,5723.77,62662,0,11881,2144,48637
2020-02-21,四川,,45.723819751963006,8041.829999999999,525,0,231,3,291
2020-02-21,河北,,19.945148081317488,7185.43,308,0,184,5,119
2020-02-21,贵州,,15.98774554200051,3474.6600000000008,146,0,77,2,67
2020-02-21,天津,,1.2601887440589987,1293.82,132,0,62,3,67
2020-02-21,黑龙江,,54.46378289411001,3831.219999999999,479,0,175,12,292
2020-02-21,江苏,,10.25282570820451,7866.000000000001,631,0,373,0,258
2020-02-21,广西,,21.184350467812,4602.669999999999,246,0,97,2,147
2020-02-21,福建,,12.243843456180494,3689.41,293,0,149,1,143
2020-02-21,陕西,,20.356404281047496,3732.72,245,0,134,1,110
2020-02-21,澳大利亚,,-1,-1,17,0,11,0,6
2020-02-21,浙江,,11.981979841601506,5442.700000000002,1203,0,679,1,523
2020-02-21,山东,,16.907928425625506,9579.3,749,0,281,4,464
2020-02-21,广东,,17.623086185395504,10430.29,1333,0,690,5,638
2020-02-21,安徽,,13.352554087613001,5949.999999999999,988,0,539,6,443
2020-02-21,海南,,3.4339868098500084,867.21,168,0,95,4,69
2020-02-21,吉林,,21.318763727273996,2746.23,91,0,45,1,45
2020-02-21,新加坡,,-1,-1,85,0,37,0,48
2020-02-21,泰国,,-1,-1,35,0,17,0,18
2020-02-21,德国,,-1,-1,16,0,7,0,9
2020-02-21,越南,,-1,-1,16,0,14,0,2
2020-02-21,内蒙古,,129.59443898197404,2470.640000000001,75,0,17,0,58
2020-02-21,台湾,,3.186529964356004,2274.0,26,0,2,1,23
2020-02-21,宁夏,,5.231898559560495,630.14,71,0,48,0,23
2020-02-21,云南,,34.276847991411515,4596.5999999999985,174,0,96,2,76
2020-02-21,上海,,0.8780426080414991,2301.91,334,0,211,2,121
2020-02-21,钻石公主号邮轮,,-1,-1,634,0,0,2,632
2020-02-21,青海,,69.29584200680502,562.66,18,0,18,0,0
2020-02-21,马来西亚,,-1,-1,22,0,15,0,7
2020-02-21,尼泊尔,,-1,-1,1,0,1,0,0
2020-02-21,斯里兰卡,,-1,-1,1,0,1,0,0
2020-02-21,西班牙,,-1,-1,2,0,2,0,0
2020-02-21,香港,,0.2318597904440132,739.0,68,0,5,2,61
2020-02-21,辽宁,,17.002514162973,4374.619999999999,121,0,61,1,59
2020-02-21,江西,,15.266293405413506,4456.749999999999,934,0,489,1,444
2020-02-21,北京,,1.7347041510244987,1961.2,396,0,169,4,223
2020-02-21,重庆,,7.708797246292492,2884.62,567,0,299,6,262
2020-02-21,山西,,15.996141343367011,3571.23,132,0,76,0,56
2020-02-21,俄罗斯,,-1,-1,2,0,2,0,0
2020-02-21,加拿大,,-1,-1,8,0,2,0,6
2020-02-21,印度,,-1,-1,3,0,3,0,0
2020-02-21,意大利,,-1,-1,3,0,0,0,3
2020-02-21,柬埔寨,,-1,-1,1,0,1,0,0
2020-02-21,比利时,,-1,-1,1,0,1,0,0
2020-02-21,法国,,-1,-1,12,0,4,1,7
2020-02-21,澳门,,0.0007793272830000177,62.0,10,0,6,0,4
2020-02-21,瑞典,,-1,-1,1,0,0,0,1
2020-02-21,美国,,-1,-1,15,0,3,0,12
2020-02-21,芬兰,,-1,-1,1,0,1,0,0
2020-02-21,英国,,-1,-1,9,0,8,0,1
2020-02-21,菲律宾,,-1,-1,3,0,1,1,1
2020-02-21,西藏,,114.28807021034801,300.22,1,0,1,0,0
2020-02-21,阿联酋,,-1,-1,9,0,4,0,5
2020-02-22,澳大利亚,,-1,-1,21,0,11,0,10
2020-02-22,意大利,,-1,-1,20,0,0,2,18
2020-02-22,以色列,,-1,-1,1,0,0,0,1
2020-02-22,黎巴嫩,,-1,-1,1,0,0,0,1
2020-02-22,日本,,-1,-1,122,0,22,1,99
2020-02-22,美国,,-1,-1,35,0,3,0,32
2020-02-22,阿联酋,,-1,-1,13,0,4,0,9
2020-02-22,河南,,16.141830600971495,9402.369999999997,1270,0,830,19,421
2020-02-22,福建,,12.243843456180494,3689.41,293,0,162,1,130
2020-02-22,内蒙古,,129.59443898197404,2470.640000000001,75,0,23,0,52
2020-02-22,香港,,0.2318597904440132,739.0,69,0,6,2,61
2020-02-22,湖北,,17.5587617759675,5723.77,63454,0,13690,2250,47514
2020-02-22,四川,,45.723819751963006,8041.829999999999,526,0,250,3,273
2020-02-22,河北,,19.945148081317488,7185.43,309,0,203,6,100
2020-02-22,天津,,1.2601887440589987,1293.82,135,0,65,3,67
2020-02-22,吉林,,21.318763727273996,2746.23,91,0,52,1,38
2020-02-22,浙江,,11.981979841601506,5442.700000000002,1205,0,719,1,485
2020-02-22,黑龙江,,54.46378289411001,3831.219999999999,479,0,204,12,263
2020-02-22,新疆,,174.73873049803748,2219.3499999999995,76,0,25,2,49
2020-02-22,韩国,,-1,-1,433,0,16,2,415
2020-02-22,伊朗,,-1,-1,28,0,0,5,23
2020-02-22,广东,,17.623086185395504,10430.29,1339,0,728,5,606
2020-02-22,湖南,,19.36597052422902,6568.3600000000015,1013,0,692,4,317
2020-02-22,海南,,3.4339868098500084,867.21,168,0,104,4,60
2020-02-22,陕西,,20.356404281047496,3732.72,245,0,149,1,95
2020-02-22,山东,,16.907928425625506,9579.3,750,0,302,4,444
2020-02-22,山西,,15.996141343367011,3571.23,132,0,79,0,53
2020-02-22,安徽,,13.352554087613001,5949.999999999999,989,0,597,6,386
2020-02-22,江苏,,10.25282570820451,7866.000000000001,631,0,401,0,230
2020-02-22,上海,,0.8780426080414991,2301.91,335,0,227,3,105
2020-02-22,江西,,15.266293405413506,4456.749999999999,934,0,555,1,378
2020-02-22,广西,,21.184350467812,4602.669999999999,249,0,104,2,143
2020-02-22,云南,,34.276847991411515,4596.5999999999985,174,0,107,2,65
2020-02-22,钻石公主号邮轮,,-1,-1,634,0,0,2,632
2020-02-22,新加坡,,-1,-1,85,0,37,0,48
2020-02-22,泰国,,-1,-1,35,0,17,0,18
2020-02-22,德国,,-1,-1,16,0,7,0,9
2020-02-22,越南,,-1,-1,16,0,14,0,2
2020-02-22,辽宁,,17.002514162973,4374.619999999999,121,0,66,1,54
2020-02-22,北京,,1.7347041510244987,1961.2,399,0,178,4,217
2020-02-22,贵州,,15.98774554200051,3474.6600000000008,146,0,90,2,54
2020-02-22,马来西亚,,-1,-1,22,0,15,0,7
2020-02-22,尼泊尔,,-1,-1,1,0,1,0,0
2020-02-22,斯里兰卡,,-1,-1,1,0,1,0,0
2020-02-22,西班牙,,-1,-1,2,0,2,0,0
2020-02-22,重庆,,7.708797246292492,2884.62,572,0,316,6,250
2020-02-22,俄罗斯,,-1,-1,2,0,2,0,0
2020-02-22,加拿大,,-1,-1,8,0,2,0,6
2020-02-22,印度,,-1,-1,3,0,3,0,0
2020-02-22,台湾,,3.186529964356004,2274.0,26,0,2,1,23
2020-02-22,宁夏,,5.231898559560495,630.14,71,0,48,0,23
2020-02-22,柬埔寨,,-1,-1,1,0,1,0,0
2020-02-22,比利时,,-1,-1,1,0,1,0,0
2020-02-22,法国,,-1,-1,12,0,4,1,7
2020-02-22,澳门,,0.0007793272830000177,62.0,10,0,6,0,4
2020-02-22,瑞典,,-1,-1,1,0,0,0,1
2020-02-22,芬兰,,-1,-1,1,0,1,0,0
2020-02-22,英国,,-1,-1,9,0,8,0,1
2020-02-22,菲律宾,,-1,-1,3,0,1,1,1
2020-02-22,西藏,,114.28807021034801,300.22,1,0,1,0,0
2020-02-22,青海,,69.29584200680502,562.66,18,0,18,0,0
2020-02-23,意大利,,-1,-1,117,0,1,2,114
2020-02-23,钻石公主号邮轮,,-1,-1,691,0,0,3,688
2020-02-23,新加坡,,-1,-1,89,0,51,0,38
2020-02-23,伊朗,,-1,-1,43,0,0,8,35
2020-02-23,泰国,,-1,-1,35,0,21,0,14
2020-02-23,新疆,,174.73873049803748,2219.3499999999995,76,0,28,2,46
2020-02-23,黑龙江,,54.46378289411001,3831.219999999999,480,0,222,12,246
2020-02-23,韩国,,-1,-1,602,0,16,6,580
2020-02-23,伊拉克,,-1,-1,1,0,0,0,1
2020-02-23,辽宁,,17.002514162973,4374.619999999999,121,0,73,1,47
2020-02-23,甘肃,,43.62062148879054,2557.53,91,0,78,2,11
2020-02-23,天津,,1.2601887440589987,1293.82,135,0,81,3,51
2020-02-23,贵州,,15.98774554200051,3474.6600000000008,146,0,102,2,42
2020-02-23,吉林,,21.318763727273996,2746.23,91,0,54,1,36
2020-02-23,湖北,,17.5587617759675,5723.77,64084,0,15343,2346,46395
2020-02-23,浙江,,11.981979841601506,5442.700000000002,1205,0,760,1,444
2020-02-23,陕西,,20.356404281047496,3732.72,245,0,163,1,81
2020-02-23,山东,,16.907928425625506,9579.3,754,0,321,4,429
2020-02-23,河北,,19.945148081317488,7185.43,311,0,219,6,86
2020-02-23,山西,,15.996141343367011,3571.23,132,0,89,0,43
2020-02-23,广东,,17.623086185395504,10430.29,1342,0,755,6,581
2020-02-23,河南,,16.141830600971495,9402.369999999997,1271,0,868,19,384
2020-02-23,安徽,,13.352554087613001,5949.999999999999,989,0,637,6,346
2020-02-23,江西,,15.266293405413506,4456.749999999999,934,0,613,1,320
2020-02-23,湖南,,19.36597052422902,6568.3600000000015,1016,0,714,4,298
2020-02-23,四川,,45.723819751963006,8041.829999999999,526,0,261,3,262
2020-02-23,重庆,,7.708797246292492,2884.62,573,0,328,6,239
2020-02-23,江苏,,10.25282570820451,7866.000000000001,631,0,418,0,213
2020-02-23,北京,,1.7347041510244987,1961.2,399,0,189,4,206
2020-02-23,广西,,21.184350467812,4602.669999999999,249,0,106,2,141
2020-02-23,福建,,12.243843456180494,3689.41,293,0,170,1,122
2020-02-23,上海,,0.8780426080414991,2301.91,335,0,249,3,83
2020-02-23,香港,,0.2318597904440132,739.0,74,0,11,2,61
2020-02-23,海南,,3.4339868098500084,867.21,168,0,106,4,58
2020-02-23,云南,,34.276847991411515,4596.5999999999985,174,0,115,2,57
2020-02-23,内蒙古,,129.59443898197404,2470.640000000001,75,0,27,0,48
2020-02-23,台湾,,3.186529964356004,2274.0,28,0,2,1,25
2020-02-23,宁夏,,5.231898559560495,630.14,71,0,56,0,15
2020-02-23,澳门,,0.0007793272830000177,62.0,10,0,6,0,4
2020-02-23,青海,,69.29584200680502,562.66,18,0,18,0,0
2020-02-23,西藏,,114.28807021034801,300.22,1,0,1,0,0
2020-02-23,日本,,-1,-1,135,0,22,1,112
2020-02-23,美国,,-1,-1,35,0,3,0,32
2020-02-23,澳大利亚,,-1,-1,21,0,11,0,10
2020-02-23,阿联酋,,-1,-1,13,0,4,0,9
2020-02-23,以色列,,-1,-1,1,0,0,0,1
2020-02-23,黎巴嫩,,-1,-1,1,0,0,0,1
2020-02-23,德国,,-1,-1,16,0,7,0,9
2020-02-23,越南,,-1,-1,16,0,14,0,2
2020-02-23,俄罗斯,,-1,-1,2,0,2,0,0
2020-02-23,加拿大,,-1,-1,8,0,2,0,6
2020-02-23,印度,,-1,-1,3,0,3,0,0
2020-02-23,尼泊尔,,-1,-1,1,0,1,0,0
2020-02-23,斯里兰卡,,-1,-1,1,0,1,0,0
2020-02-23,柬埔寨,,-1,-1,1,0,1,0,0
2020-02-23,比利时,,-1,-1,1,0,1,0,0
2020-02-23,法国,,-1,-1,12,0,4,1,7
2020-02-23,瑞典,,-1,-1,1,0,0,0,1
2020-02-23,芬兰,,-1,-1,1,0,1,0,0
2020-02-23,英国,,-1,-1,9,0,8,0,1
2020-02-23,菲律宾,,-1,-1,3,0,1,1,1
2020-02-23,西班牙,,-1,-1,2,0,2,0,0
2020-02-23,马来西亚,,-1,-1,22,0,15,0,7
2020-02-24,甘肃,,43.62062148879054,2557.53,91,0,80,2,9
2020-02-24,意大利,,-1,-1,230,0,2,6,222
2020-02-24,天津,,1.2601887440589987,1293.82,135,0,87,3,45
2020-02-24,新疆,,174.73873049803748,2219.3499999999995,76,0,30,2,44
2020-02-24,山西,,15.996141343367011,3571.23,132,0,91,0,41
2020-02-24,内蒙古,,129.59443898197404,2470.640000000001,75,0,34,0,41
2020-02-24,黑龙江,,54.46378289411001,3831.219999999999,480,0,227,12,241
2020-02-24,江苏,,10.25282570820451,7866.000000000001,631,0,452,0,179
2020-02-24,陕西,,20.356404281047496,3732.72,245,0,173,1,71
2020-02-24,海南,,3.4339868098500084,867.21,168,0,116,5,47
2020-02-24,澳大利亚,,-1,-1,22,0,10,0,12
2020-02-24,日本,,-1,-1,159,0,22,1,136
2020-02-24,阿富汗,,-1,-1,1,0,0,0,1
2020-02-24,湖南,,19.36597052422902,6568.3600000000015,1016,0,731,4,281
2020-02-24,四川,,45.723819751963006,8041.829999999999,527,0,276,3,248
2020-02-24,河北,,19.945148081317488,7185.43,311,0,234,6,71
2020-02-24,河南,,16.141830600971495,9402.369999999997,1271,0,943,19,309
2020-02-24,马来西亚,,-1,-1,22,0,18,0,4
2020-02-24,香港,,0.2318597904440132,739.0,79,0,19,2,58
2020-02-24,湖北,,17.5587617759675,5723.77,64287,0,16748,2495,45044
2020-02-24,伊朗,,-1,-1,61,0,0,12,49
2020-02-24,韩国,,-1,-1,833,0,18,8,807
2020-02-24,加拿大,,-1,-1,10,0,3,0,7
2020-02-24,英国,,-1,-1,13,0,8,0,5
2020-02-24,以色列,,-1,-1,2,0,0,0,2
2020-02-24,科威特,,-1,-1,1,0,0,0,1
2020-02-24,巴林,,-1,-1,1,0,0,0,1
2020-02-24,山东,,16.907928425625506,9579.3,755,0,343,5,407
2020-02-24,广东,,17.623086185395504,10430.29,1345,0,786,6,553
2020-02-24,福建,,12.243843456180494,3689.41,293,0,183,1,109
2020-02-24,台湾,,3.186529964356004,2274.0,30,0,5,1,24
2020-02-24,浙江,,11.981979841601506,5442.700000000002,1205,0,782,1,422
2020-02-24,安徽,,13.352554087613001,5949.999999999999,989,0,663,6,320
2020-02-24,云南,,34.276847991411515,4596.5999999999985,174,0,128,2,44
2020-02-24,吉林,,21.318763727273996,2746.23,93,0,60,1,32
2020-02-24,上海,,0.8780426080414991,2301.91,335,0,261,3,71
2020-02-24,广西,,21.184350467812,4602.669999999999,251,0,112,2,137
2020-02-24,辽宁,,17.002514162973,4374.619999999999,121,0,80,1,40
2020-02-24,宁夏,,5.231898559560495,630.14,71,0,58,0,13
2020-02-24,钻石公主号邮轮,,-1,-1,691,0,0,3,688
2020-02-24,新加坡,,-1,-1,89,0,51,0,38
2020-02-24,美国,,-1,-1,35,0,3,0,32
2020-02-24,泰国,,-1,-1,35,0,21,0,14
2020-02-24,阿联酋,,-1,-1,13,0,4,0,9
2020-02-24,德国,,-1,-1,16,0,14,0,2
2020-02-24,黎巴嫩,,-1,-1,1,0,0,0,1
2020-02-24,伊拉克,,-1,-1,1,0,0,0,1
2020-02-24,江西,,15.266293405413506,4456.749999999999,934,0,645,1,288
2020-02-24,北京,,1.7347041510244987,1961.2,399,0,198,4,197
2020-02-24,重庆,,7.708797246292492,2884.62,575,0,335,6,234
2020-02-24,俄罗斯,,-1,-1,2,0,2,0,0
2020-02-24,印度,,-1,-1,3,0,3,0,0
2020-02-24,尼泊尔,,-1,-1,1,0,1,0,0
2020-02-24,斯里兰卡,,-1,-1,1,0,1,0,0
2020-02-24,柬埔寨,,-1,-1,1,0,1,0,0
2020-02-24,比利时,,-1,-1,1,0,1,0,0
2020-02-24,法国,,-1,-1,12,0,4,1,7
2020-02-24,澳门,,0.0007793272830000177,62.0,10,0,6,0,4
2020-02-24,瑞典,,-1,-1,1,0,0,0,1
2020-02-24,芬兰,,-1,-1,1,0,1,0,0
2020-02-24,菲律宾,,-1,-1,3,0,1,1,1
2020-02-24,西班牙,,-1,-1,2,0,2,0,0
2020-02-24,西藏,,114.28807021034801,300.22,1,0,1,0,0
2020-02-24,贵州,,15.98774554200051,3474.6600000000008,146,0,102,2,42
2020-02-24,越南,,-1,-1,16,0,14,0,2
2020-02-24,青海,,69.29584200680502,562.66,18,0,18,0,0
2020-02-25,湖北,,17.5587617759675,5723.77,64786,0,18971,2563,43252
2020-02-25,黑龙江,,54.46378289411001,3831.219999999999,480,0,243,12,225
2020-02-25,陕西,,20.356404281047496,3732.72,245,0,186,1,58
2020-02-25,天津,,1.2601887440589987,1293.82,135,0,91,3,41
2020-02-25,吉林,,21.318763727273996,2746.23,93,0,63,1,29
2020-02-25,澳门,,0.0007793272830000177,62.0,10,0,7,0,3
2020-02-25,江西,,15.266293405413506,4456.749999999999,934,0,683,1,250
2020-02-25,湖南,,19.36597052422902,6568.3600000000015,1016,0,768,4,244
2020-02-25,四川,,45.723819751963006,8041.829999999999,529,0,289,3,237
2020-02-25,意大利,,-1,-1,283,0,1,7,275
2020-02-25,日本,,-1,-1,170,0,22,1,147
2020-02-25,伊朗,,-1,-1,95,0,0,16,79
2020-02-25,克罗地亚,,-1,-1,1,0,0,0,1
2020-02-25,山东,,16.907928425625506,9579.3,756,0,355,6,395
2020-02-25,海南,,3.4339868098500084,867.21,168,0,124,5,39
2020-02-25,河北,,19.945148081317488,7185.43,311,0,248,6,57
2020-02-25,河南,,16.141830600971495,9402.369999999997,1271,0,1002,19,250
2020-02-25,韩国,,-1,-1,977,0,22,10,945
2020-02-25,泰国,,-1,-1,37,0,22,0,15
2020-02-25,科威特,,-1,-1,8,0,0,0,8
2020-02-25,巴林,,-1,-1,8,0,0,0,8
2020-02-25,法国,,-1,-1,12,0,11,1,0
2020-02-25,越南,,-1,-1,16,0,16,0,0
2020-02-25,广西,,21.184350467812,4602.669999999999,252,0,134,2,116
2020-02-25,福建,,12.243843456180494,3689.41,294,0,199,1,94
2020-02-25,香港,,0.2318597904440132,739.0,84,0,19,2,63
2020-02-25,浙江,,11.981979841601506,5442.700000000002,1205,0,808,1,396
2020-02-25,以色列,,-1,-1,6,0,0,0,6
2020-02-25,广东,,17.623086185395504,10430.29,1347,0,822,7,518
2020-02-25,贵州,,15.98774554200051,3474.6600000000008,146,0,104,2,40
2020-02-25,台湾,,3.186529964356004,2274.0,31,0,5,1,25
2020-02-25,安徽,,13.352554087613001,5949.999999999999,989,0,712,6,271
2020-02-25,上海,,0.8780426080414991,2301.91,336,0,268,3,65
2020-02-25,云南,,34.276847991411515,4596.5999999999985,174,0,129,2,43
2020-02-25,山西,,15.996141343367011,3571.23,133,0,96,0,37
2020-02-25,美国,,-1,-1,53,0,3,0,50
2020-02-25,新加坡,,-1,-1,90,0,53,0,37
2020-02-25,澳大利亚,,-1,-1,22,0,15,0,7
2020-02-25,加拿大,,-1,-1,11,0,4,0,7
2020-02-25,英国,,-1,-1,13,0,8,0,5
2020-02-25,马来西亚,,-1,-1,22,0,18,0,4
2020-02-25,德国,,-1,-1,16,0,14,0,2
2020-02-25,阿曼,,-1,-1,2,0,0,0,2
2020-02-25,西班牙,,-1,-1,3,0,2,0,1
2020-02-25,阿富汗,,-1,-1,1,0,0,0,1
2020-02-25,宁夏,,5.231898559560495,630.14,71,0,61,0,10
2020-02-25,北京,,1.7347041510244987,1961.2,400,0,215,4,181
2020-02-25,江苏,,10.25282570820451,7866.000000000001,631,0,458,0,173
2020-02-25,辽宁,,17.002514162973,4374.619999999999,121,0,83,1,37
2020-02-25,重庆,,7.708797246292492,2884.62,576,0,349,6,221
2020-02-25,钻石公主号邮轮,,-1,-1,691,0,0,3,688
