日期,温度,湿度,aqi,更新日期
2020-01-17,10℃,73%,40,2020-01-17 20:00:00
2020-01-17,10℃,74%,45,2020-01-17 21:05:00
2020-01-17,10℃,75%,53,2020-01-17 22:00:00
2020-01-17,9℃,76%,54,2020-01-17 23:00:00
2020-01-18,9℃,79%,55,2020-01-18 00:15:00
2020-01-18,9℃,79%,59,2020-01-18 01:05:00
2020-01-18,9℃,80%,59,2020-01-18 01:55:00
2020-01-18,8℃,88%,63,2020-01-18 03:00:00
2020-01-18,8℃,100%,62,2020-01-18 04:05:00
2020-01-18,8℃,100%,65,2020-01-18 05:05:00
2020-01-18,8℃,100%,67,2020-01-18 06:10:00
2020-01-18,8℃,100%,63,2020-01-18 07:10:00
2020-01-18,8℃,100%,57,2020-01-18 08:05:00
2020-01-18,8℃,96%,52,2020-01-18 09:05:00
2020-01-18,9℃,95%,50,2020-01-18 10:10:00
2020-01-18,9℃,97%,49,2020-01-18 11:10:00
2020-01-18,10℃,95%,49,2020-01-18 12:10:00
2020-01-18,10℃,95%,47,2020-01-18 12:50:00
2020-01-18,10℃,91%,50,2020-01-18 14:00:00
2020-01-18,10℃,94%,49,2020-01-18 14:55:00
2020-01-18,10℃,98%,44,2020-01-18 16:05:00
2020-01-18,9℃,99%,42,2020-01-18 17:00:00
2020-01-18,9℃,100%,42,2020-01-18 17:55:00
2020-01-18,9℃,100%,42,2020-01-18 19:05:00
2020-01-18,8℃,100%,46,2020-01-18 20:10:00
2020-01-18,8℃,100%,42,2020-01-18 21:10:00
2020-01-18,8℃,100%,41,2020-01-18 22:05:00
2020-01-18,8℃,100%,43,2020-01-18 22:55:00
2020-01-19,8℃,100%,45,2020-01-19 00:05:00
2020-01-19,8℃,100%,43,2020-01-19 01:00:00
2020-01-19,8℃,100%,38,2020-01-19 02:00:00
2020-01-19,8℃,100%,34,2020-01-19 02:55:00
2020-01-19,8℃,100%,29,2020-01-19 04:05:00
2020-01-19,8℃,100%,24,2020-01-19 04:55:00
2020-01-19,8℃,100%,31,2020-01-19 06:05:00
2020-01-19,8℃,100%,26,2020-01-19 07:00:00
2020-01-19,8℃,100%,24,2020-01-19 07:55:00
2020-01-19,9℃,100%,24,2020-01-19 08:55:00
2020-01-19,10℃,95%,27,2020-01-19 10:10:00
2020-01-19,11℃,90%,22,2020-01-19 10:55:00
2020-01-19,11℃,80%,22,2020-01-19 11:55:00
2020-01-19,13℃,72%,23,2020-01-19 13:05:00
2020-01-19,12℃,71%,26,2020-01-19 13:55:00
2020-01-19,13℃,66%,34,2020-01-19 14:55:00
2020-01-19,13℃,65%,33,2020-01-19 15:55:00
2020-01-19,13℃,67%,36,2020-01-19 16:55:00
2020-01-19,12℃,68%,39,2020-01-19 18:00:00
2020-01-19,11℃,69%,45,2020-01-19 19:00:00
2020-01-19,11℃,70%,53,2020-01-19 19:55:00
2020-01-19,11℃,71%,63,2020-01-19 21:05:00
2020-01-19,11℃,71%,69,2020-01-19 22:00:00
2020-01-19,11℃,72%,70,2020-01-19 23:00:00
2020-01-20,11℃,73%,74,2020-01-20 00:05:00
2020-01-20,11℃,73%,75,2020-01-20 01:05:00
2020-01-20,11℃,75%,79,2020-01-20 02:00:00
2020-01-20,11℃,73%,82,2020-01-20 02:55:00
2020-01-20,11℃,73%,84,2020-01-20 04:05:00
2020-01-20,11℃,76%,83,2020-01-20 04:55:00
2020-01-20,10℃,78%,84,2020-01-20 06:05:00
2020-01-20,10℃,87%,85,2020-01-20 07:05:00
2020-01-20,10℃,91%,85,2020-01-20 08:10:00
2020-01-20,10℃,96%,84,2020-01-20 08:55:00
2020-01-20,10℃,100%,84,2020-01-20 10:00:00
2020-01-20,10℃,100%,84,2020-01-20 11:10:00
2020-01-20,10℃,100%,87,2020-01-20 11:55:00
2020-01-20,10℃,100%,89,2020-01-20 13:10:00
2020-01-20,11℃,100%,87,2020-01-20 14:05:00
2020-01-20,11℃,100%,79,2020-01-20 15:10:00
2020-01-20,11℃,100%,68,2020-01-20 16:10:00
2020-01-20,10℃,100%,60,2020-01-20 17:00:00
2020-01-20,10℃,100%,54,2020-01-20 17:55:00
2020-01-20,10℃,100%,48,2020-01-20 18:55:00
