日期,温度,湿度,aqi,更新日期
2020-01-16,6℃,62%,85,2020-01-16 15:00:00
2020-01-16,5℃,68%,80,2020-01-16 16:00:00
2020-01-16,4℃,69%,72,2020-01-16 17:00:00
2020-01-16,3℃,73%,74,2020-01-16 18:00:00
2020-01-16,3℃,72%,80,2020-01-16 19:00:00
2020-01-16,3℃,72%,84,2020-01-16 19:42:00
2020-01-16,3℃,76%,90,2020-01-16 21:00:00
2020-01-16,2℃,78%,97,2020-01-16 21:55:00
2020-01-16,2℃,80%,93,2020-01-16 23:00:00
2020-01-17,2℃,78%,97,2020-01-17 01:00:00
2020-01-17,2℃,79%,94,2020-01-17 02:00:00
2020-01-17,2℃,81%,94,2020-01-17 03:00:00
2020-01-17,2℃,82%,92,2020-01-17 04:00:00
2020-01-17,2℃,82%,93,2020-01-17 05:00:00
2020-01-17,2℃,83%,95,2020-01-17 05:40:00
2020-01-17,2℃,83%,99,2020-01-17 07:10:00
2020-01-17,2℃,83%,100,2020-01-17 08:00:00
2020-01-17,2℃,79%,103,2020-01-17 08:52:00
2020-01-17,3℃,75%,104,2020-01-17 10:00:00
2020-01-17,3℃,75%,103,2020-01-17 10:52:00
2020-01-17,3℃,71%,102,2020-01-17 12:01:00
2020-01-17,5℃,66%,95,2020-01-17 13:12:00
2020-01-17,5℃,65%,94,2020-01-17 13:55:00
2020-01-17,7℃,57%,92,2020-01-17 15:10:00
2020-01-17,8℃,55%,84,2020-01-17 16:02:00
2020-01-17,7℃,58%,84,2020-01-17 17:10:00
2020-01-17,6℃,63%,82,2020-01-17 18:04:00
2020-01-17,5℃,67%,79,2020-01-17 18:57:00
2020-01-17,4℃,75%,94,2020-01-17 20:07:00
2020-01-17,3℃,86%,105,2020-01-17 21:05:00
2020-01-17,2℃,91%,105,2020-01-17 22:02:00
2020-01-17,2℃,95%,108,2020-01-17 23:02:00
2020-01-18,1℃,99%,107,2020-01-18 00:13:00
2020-01-18,0℃,99%,103,2020-01-18 01:15:00
2020-01-18,0℃,99%,97,2020-01-18 02:15:00
2020-01-18,0℃,99%,84,2020-01-18 03:08:00
2020-01-18,0℃,99%,75,2020-01-18 03:54:00
2020-01-18,-1℃,99%,74,2020-01-18 05:09:00
2020-01-18,0℃,99%,75,2020-01-18 05:54:00
2020-01-18,0℃,99%,69,2020-01-18 07:13:00
2020-01-18,0℃,99%,73,2020-01-18 08:09:00
2020-01-18,1℃,99%,75,2020-01-18 09:10:00
2020-01-18,1℃,99%,77,2020-01-18 10:02:00
2020-01-18,2℃,95%,83,2020-01-18 11:03:00
2020-01-18,3℃,88%,87,2020-01-18 12:01:00
2020-01-18,3℃,84%,103,2020-01-18 13:02:00
2020-01-18,4℃,79%,104,2020-01-18 13:59:00
2020-01-18,4℃,78%,90,2020-01-18 15:05:00
2020-01-18,4℃,78%,84,2020-01-18 15:55:00
2020-01-18,4℃,78%,90,2020-01-18 16:57:00
2020-01-18,4℃,80%,95,2020-01-18 18:04:00
2020-01-18,4℃,83%,99,2020-01-18 19:10:00
2020-01-18,4℃,85%,115,2020-01-18 20:05:00
2020-01-18,3℃,91%,123,2020-01-18 21:09:00
2020-01-18,3℃,89%,122,2020-01-18 22:01:00
2020-01-18,3℃,93%,119,2020-01-18 23:09:00
2020-01-19,2℃,95%,90,2020-01-19 00:59:00
2020-01-19,2℃,96%,80,2020-01-19 01:58:00
