日期,温度,湿度,aqi,更新日期
2020-01-01,-5℃,39%,107,2020-01-01 00:57:00
2020-01-01,-6℃,40%,102,2020-01-01 02:08:00
2020-01-01,-5℃,34%,95,2020-01-01 03:00:00
2020-01-01,-6℃,35%,92,2020-01-01 04:02:00
2020-01-01,-8℃,42%,88,2020-01-01 05:08:00
2020-01-01,-8℃,44%,90,2020-01-01 06:06:00
2020-01-01,-7℃,35%,92,2020-01-01 07:07:00
2020-01-01,-7℃,38%,89,2020-01-01 08:00:00
2020-01-01,-5℃,35%,87,2020-01-01 09:10:00
2020-01-01,-4℃,33%,87,2020-01-01 09:34:00
2020-01-01,-2℃,29%,92,2020-01-01 11:05:00
2020-01-01,0℃,26%,94,2020-01-01 11:58:00
2020-01-01,0℃,23%,99,2020-01-01 12:49:00
2020-01-01,2℃,22%,112,2020-01-01 14:09:00
2020-01-01,3℃,21%,114,2020-01-01 14:45:00
2020-01-01,3℃,23%,113,2020-01-01 16:07:00
2020-01-01,2℃,28%,112,2020-01-01 17:04:00
2020-01-01,-1℃,35%,117,2020-01-01 18:10:00
2020-01-01,-3℃,43%,124,2020-01-01 19:10:00
2020-01-01,-4℃,46%,140,2020-01-01 19:56:00
2020-01-01,-5℃,52%,138,2020-01-01 21:06:00
2020-01-01,-6℃,58%,135,2020-01-01 22:11:00
2020-01-01,-6℃,65%,134,2020-01-01 22:51:00
2020-01-02,-8℃,67%,153,2020-01-02 01:05:00
2020-01-02,-9℃,71%,165,2020-01-02 01:58:00
2020-01-02,-10℃,73%,172,2020-01-02 03:13:00
2020-01-02,-10℃,76%,178,2020-01-02 03:51:00
2020-01-02,-11℃,78%,163,2020-01-02 05:08:00
2020-01-02,-10℃,79%,138,2020-01-02 06:02:00
2020-01-02,-11℃,80%,124,2020-01-02 07:08:00
2020-01-02,-11℃,81%,114,2020-01-02 07:51:00
2020-01-02,-7℃,84%,124,2020-01-02 09:10:00
2020-01-02,-2℃,55%,124,2020-01-02 10:10:00
2020-01-02,0℃,46%,123,2020-01-02 11:01:00
2020-01-02,1℃,41%,122,2020-01-02 12:04:00
2020-01-02,3℃,38%,118,2020-01-02 12:57:00
2020-01-02,4℃,33%,124,2020-01-02 13:50:00
2020-01-02,5℃,32%,138,2020-01-02 14:54:00
2020-01-02,5℃,32%,138,2020-01-02 16:07:00
2020-01-02,3℃,37%,143,2020-01-02 17:04:00
2020-01-02,0℃,48%,150,2020-01-02 18:08:00
2020-01-02,-3℃,56%,175,2020-01-02 19:02:00
2020-01-02,-3℃,61%,205,2020-01-02 20:08:00
2020-01-02,-3℃,62%,214,2020-01-02 20:49:00
2020-01-02,-2℃,61%,216,2020-01-02 22:10:00
2020-01-02,-1℃,57%,214,2020-01-02 22:56:00
2020-01-03,-1℃,57%,208,2020-01-03 00:08:00
2020-01-03,-1℃,59%,195,2020-01-03 01:07:00
2020-01-03,-2℃,62%,170,2020-01-03 02:06:00
2020-01-03,-4℃,71%,172,2020-01-03 03:00:00
2020-01-03,-6℃,75%,163,2020-01-03 04:03:00
2020-01-03,-7℃,78%,156,2020-01-03 05:05:00
2020-01-03,-6℃,81%,140,2020-01-03 06:08:00
2020-01-03,-8℃,80%,160,2020-01-03 07:05:00
2020-01-03,-8℃,84%,168,2020-01-03 08:08:00
2020-01-03,-6℃,85%,170,2020-01-03 09:01:00
2020-01-03,-1℃,65%,163,2020-01-03 09:53:00
2020-01-03,1℃,49%,144,2020-01-03 10:54:00
2020-01-03,3℃,45%,134,2020-01-03 11:57:00
2020-01-03,4℃,44%,135,2020-01-03 12:49:00
2020-01-03,5℃,38%,145,2020-01-03 14:01:00
2020-01-03,5℃,38%,168,2020-01-03 14:50:00
2020-01-03,6℃,37%,224,2020-01-03 15:52:00
2020-01-03,3℃,41%,283,2020-01-03 17:05:00
2020-01-03,0℃,50%,307,2020-01-03 17:59:00
2020-01-03,-1℃,60%,310,2020-01-03 18:53:00
2020-01-03,-1℃,63%,312,2020-01-03 20:09:00
2020-01-03,-2℃,66%,308,2020-01-03 20:56:00
2020-01-03,-2℃,71%,296,2020-01-03 22:08:00
2020-01-03,-3℃,74%,272,2020-01-03 22:55:00
2020-01-04,-4℃,78%,258,2020-01-04 00:01:00
2020-01-04,-6℃,81%,246,2020-01-04 01:07:00
2020-01-04,-7℃,84%,244,2020-01-04 02:07:00
2020-01-04,-7℃,87%,236,2020-01-04 02:55:00
2020-01-04,-7℃,87%,222,2020-01-04 04:04:00
2020-01-04,-8℃,86%,215,2020-01-04 04:50:00
2020-01-04,-8℃,87%,199,2020-01-04 06:01:00
2020-01-04,-8℃,88%,159,2020-01-04 07:01:00
2020-01-04,-6℃,81%,139,2020-01-04 07:51:00
2020-01-04,-3℃,78%,123,2020-01-04 09:04:00
2020-01-04,-1℃,66%,144,2020-01-04 09:45:00
2020-01-04,2℃,47%,143,2020-01-04 11:09:00
2020-01-04,3℃,42%,125,2020-01-04 11:40:00
2020-01-04,4℃,38%,115,2020-01-04 12:36:00
2020-01-04,6℃,33%,114,2020-01-04 14:06:00
2020-01-04,6℃,32%,99,2020-01-04 14:51:00
2020-01-04,7℃,30%,94,2020-01-04 15:53:00
2020-01-04,6℃,32%,90,2020-01-04 17:02:00
2020-01-04,3℃,37%,92,2020-01-04 17:37:00
2020-01-04,3℃,30%,93,2020-01-04 19:54:00
2020-01-04,3℃,30%,99,2020-01-04 21:03:00
2020-01-04,1℃,36%,100,2020-01-04 22:04:00
2020-01-04,-1℃,45%,104,2020-01-04 23:03:00
2020-01-05,-4℃,59%,87,2020-01-05 00:49:00
2020-01-05,-3℃,57%,82,2020-01-05 02:03:00
