p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.958125,0.0,0.0,0.0013,0.0,0.0,0.009575,0.0,0.0,0.020325,0.01065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.8517,0.01615,0.0298,0.0,0.0,0.00435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09805,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.00635,0.9838,0.0051,0.004066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061600000000000005,0.0,0.0,0.0,0.0
Campania,0.00030000000000000003,0.0042,0.0006799999999999999,0.97134,0.00030000000000000003,0.0,0.014620000000000003,0.0,0.0,0.00215,0.00392,0.0,0.0,0.0005,0.00148,0.0,0.0014333333333333331,0.00086,0.0,0.0,0.000375
Emilia-Romagna,0.0,0.0,0.0004333333333333333,0.0002888888888888889,0.9564555555555556,0.0,0.0004888888888888889,0.0,0.020855555555555558,0.007011111111111111,0.00026000000000000003,0.00027777777777777783,0.0,0.001977777777777778,0.0001625,0.0,0.0,0.003311111111111111,0.0004,0.0,0.008611111111111111
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0005,0.965825,0.0,0.0,0.001,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032100000000000004
Lazio,0.007379999999999999,0.00055,0.0,0.014000000000000002,0.00118,0.0,0.94344,0.003625,0.0,0.00358,0.001475,0.001475,0.0002,0.001475,0.004625,0.0,0.0,0.01494,0.00494,0.0,0.00012
Liguria,0.0,0.0,0.0,0.0,0.002625,0.0,0.0,0.9472,0.0034,0.0,0.0,0.0,0.0,0.0191,0.0,0.0,0.0,0.02755,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.007750000000000002,0.00013636363636363634,0.0004666666666666666,0.0007,0.9758583333333334,0.0,0.0,0.0,0.0005666666666666666,0.009291666666666669,0.000325,0.0,0.0,0.00016666666666666666,0.0,0.0,0.004825
Marche,0.00996,0.0,0.0,0.0,0.01754,0.0,0.00274,0.0,0.0,0.9615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00182,0.006319999999999999,0.0,0.0
Molise,0.0572,0.0,0.0,0.0441,0.0,0.0,0.0147,0.0,0.0,0.0,0.86545,0.0,0.0,0.0,0.018500000000000003,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0041,0.0082,0.0,0.0083,0.0,0.0,0.917,0.0456,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0124
P.A. Trento,0.0,0.0,0.0,0.0,0.0014,0.0014,0.0,0.0,0.0057,0.0014,0.0,0.0171,0.9386,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0328
Piemonte,0.0,0.0,0.0,0.0,0.001475,0.0,0.0,0.0047125,0.0229,0.0,0.0,0.0,0.0,0.9696875,0.0001,0.0,0.0,0.0004,0.0,0.0007,0.0
Puglia,0.00255,0.007416666666666666,0.0,0.0008333333333333334,0.0,0.0,0.0017499999999999998,0.0,0.0005,0.0019166666666666663,0.004783333333333333,0.0,0.0,0.0012166666666666665,0.9790833333333334,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.99876,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0016666666666666668,0.001,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9967555555555556,0.0009,0.0,0.0,0.001
Toscana,0.0,0.0,0.0,0.0002,0.00963,0.0,0.008990000000000001,0.015719999999999998,0.0019200000000000005,0.0015777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95555,0.00576,0.0,0.0007700000000000001
Umbria,0.0,0.0,0.0,0.0,0.0037,0.0,0.05855,0.0,0.00185,0.011200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.90615,0.0,0.00525
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.044300000000000006,0.0,0.0,0.0,0.0,0.0,0.9516,0.0
Veneto,0.0,0.0,0.0,0.00028,0.01831428571428572,0.008542857142857144,0.0002142857142857143,0.0,0.009114285714285714,0.0006714285714285714,0.0,0.0018857142857142855,0.0056,0.0,0.00025,0.0004,0.0004,0.0016428571428571427,0.0,0.0,0.9531714285714286
