p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.9244,0.0,0.0,0.0015,0.0012,0.0,0.022175,0.0,0.0012,0.02465,0.013925,0.0,0.0,0.0,0.00945,0.0,0.0,0.0,0.00155,0.0,0.0
Basilicata,0.0,0.8877999999999999,0.03455,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04905,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.0157,0.9843,0.0020800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.00294,0.0,0.0,0.0,0.0038
Campania,0.0013399999999999998,0.00314,0.004399999999999999,0.96292,0.0,0.0,0.01466,0.0,0.00028,0.0,0.00606,0.0,0.0,0.0,0.00634,0.0,0.0,0.0,0.00078,0.0,0.0
Emilia-Romagna,0.0004111111111111111,0.0,0.001,0.0004333333333333333,0.9319,0.0,0.0003555555555555556,0.00095,0.03091111111111112,0.010811111111111113,0.0,0.0002666666666666666,0.0013,0.0008777777777777778,0.00015,0.0,0.0,0.00872222222222222,0.0005222222222222222,0.0,0.012133333333333336
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.000825,0.92895,0.0,0.0,0.00225,0.0,0.0,0.00045,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.067
Lazio,0.01374,0.0,0.0,0.01442,0.0,0.0,0.93336,0.0,0.00012,0.0029,0.00015,0.0012,0.0,0.0,0.00015,0.0004,0.000275,0.007240000000000002,0.024,0.0,0.00274
Liguria,0.0,0.0,0.0,0.0,0.00115,0.0,0.0,0.930775,0.005475,0.0,0.0,0.0,0.0,0.017975,0.0,0.0,0.0,0.043825,0.0,0.0,0.0008
Lombardia,0.00027,0.0,0.0,0.0,0.01968333333333333,0.00030909090909090914,0.0002833333333333333,0.0015500000000000002,0.9504833333333332,0.0002,0.0,0.000125,0.002308333333333333,0.012058333333333336,0.0,0.0,0.0,0.0008833333333333332,0.0,0.0,0.011916666666666666
Marche,0.02126,0.0,0.0,0.0,0.02284,0.0,0.006619999999999999,0.0,0.0,0.94352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.00074
Molise,0.07405,0.0,0.0,0.03125,0.00465,0.0,0.0104,0.0,0.0,0.0,0.8657999999999999,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0082,0.0041,0.0,0.0041,0.0,0.0,0.8354,0.1152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0329
P.A. Trento,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0282,0.0,0.0,0.0243,0.863,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0794
Piemonte,0.0,0.0,0.0,0.0,0.00035,0.0,0.00045999999999999996,0.0094625,0.031037500000000006,0.0,0.0,0.0,0.00045,0.9559500000000002,0.0,0.0,0.0,0.0002875,0.0,0.0020375,0.0003125
Puglia,0.006816666666666668,0.006916666666666667,0.0016333333333333332,0.0045,0.0,0.0,0.0,0.0,0.0,0.0008166666666666666,0.004083333333333335,0.0,0.00245,0.0,0.9744166666666668,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00285,0.0,0.9988,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0015000000000000002,0.0014999999999999998,0.0,0.0,0.0005166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981333333333332,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.00078,0.01437,0.0013,0.008870000000000001,0.01817,0.00039,0.0,0.0,0.0,0.0,0.00099,0.0,0.0019666666666666665,0.0,0.94918,0.0035699999999999994,0.0,0.0017599999999999996
Umbria,0.0,0.0,0.0,0.00475,0.00475,0.0,0.06874999999999999,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.88775,0.0,0.00475
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0036,0.0,0.0,0.0,0.0,0.0468,0.0,0.0,0.0,0.0,0.0,0.9424,0.0036
Veneto,0.0002333333333333333,0.0,0.0,0.0,0.016214285714285716,0.015057142857142856,0.0007142857142857143,0.0,0.012314285714285712,0.00018571428571428566,0.0,0.0025,0.013228571428571426,0.00018571428571428566,0.0,0.0,0.0,0.000957142857142857,0.0,0.0,0.9385571428571426
