p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.9444,0.0,0.0,0.00275,0.003,0.0,0.013675,0.0,0.0,0.0236,0.007325,0.0,0.0,0.0,0.00195,0.0,0.0,0.001525,0.001775,0.0,0.0
Basilicata,0.0,0.83985,0.01915,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12145,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.00925,0.9811,0.006379999999999999,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00742,0.0,0.0,0.0,0.0
Campania,0.0008,0.0030800000000000003,0.00182,0.96472,0.0006000000000000001,0.0,0.013820000000000002,0.0,0.0008,0.0,0.007359999999999999,0.0,0.0,0.0004666666666666666,0.006540000000000001,0.0,0.0,0.0,0.0,0.0,0.00035
Emilia-Romagna,0.00045555555555555567,0.0,0.0,0.00012222222222222224,0.9470444444444444,0.00012222222222222224,0.0005555555555555557,0.000275,0.021888888888888892,0.008933333333333333,0.0,0.00032222222222222217,0.0006555555555555557,0.0005,0.0004,0.0,0.0008,0.006044444444444445,0.0006000000000000001,0.0,0.011688888888888893
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.954675,0.0,0.0,0.0013,0.0,0.0,0.001725,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.041524999999999986
Lazio,0.01556,0.0,0.0001,0.01608,0.0002,0.0,0.93596,0.0,0.00132,0.0,0.0014,0.0014,0.0,0.0028,0.000125,0.0,0.0,0.009840000000000002,0.01618,0.0,0.0001
Liguria,0.0,0.0,0.0,0.0,0.001975,0.0,0.001625,0.930875,0.005125,0.0,0.0,0.0,0.0,0.02405,0.0,0.0,0.0,0.036275,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.011641666666666666,0.00030909090909090914,5.8333333333333326e-05,0.0011,0.9652000000000002,3.333333333333333e-05,0.0,0.0002916666666666667,0.0013416666666666664,0.010758333333333332,0.0001625,0.0,0.0,6.666666666666667e-05,0.0,0.00018181818181818183,0.008891666666666666
Marche,0.0246,0.0,0.0,0.0,0.01678,0.0,0.00078,0.0,0.00212,0.94078,0.0,0.0,0.0,0.0,0.00358,0.0,0.0,0.00324,0.00648,0.0,0.00168
Molise,0.04345,0.0,0.0,0.0402,0.0,0.0,0.0238,0.0,0.0,0.0,0.87005,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.8923,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384
P.A. Trento,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0173,0.0,0.0,0.028,0.9013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507
Piemonte,0.0,0.0,0.0,0.0,0.0017,0.0,0.00030000000000000003,0.01085,0.037687500000000006,0.0,0.0,0.0,0.0,0.9431875,0.00094,0.0,0.0,0.0,0.0,0.0053875,0.000525
Puglia,0.0003833333333333333,0.016233333333333332,0.0,0.0042,0.0003833333333333333,0.0013,0.0,0.0,0.0,0.0008666666666666666,0.0043,0.0,0.0,0.0011166666666666666,0.9716666666666668,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.001475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0036833333333333327,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0,0.01629,0.0,0.01042,0.0188,0.00054,0.0010555555555555557,0.0,0.0,0.0,0.00059,0.0,0.0,0.0,0.9444600000000001,0.00719,0.0,0.00074
Umbria,0.0,0.0,0.0,0.0,0.00175,0.0,0.06885,0.0,0.0,0.01395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02095000000000001,0.8946000000000001,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0798,0.0,0.0,0.0,0.0,0.0,0.9132,0.0
Veneto,0.0006833333333333334,0.0,0.0,0.00024,0.017814285714285717,0.013671428571428572,0.0,0.0,0.012171428571428573,0.0,0.0,0.0030714285714285713,0.0099,0.0,0.0002333333333333333,0.0003,0.00035,0.0013428571428571426,0.0005666666666666666,0.0,0.9402285714285716
