p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.9769,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.013175,0.002925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.92555,0.02165,0.03105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.0146,0.9881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00606,0.0,0.0,0.0,0.0
Campania,0.0,0.00314,0.00218,0.98414,0.0,0.0,0.0067599999999999995,0.0,0.0,0.0008,0.00346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emilia-Romagna,0.0,0.0,0.0,0.0,0.9757222222222222,0.0,0.0002222222222222222,0.0,0.010477777777777777,0.0032999999999999995,0.0,0.0005777777777777778,0.00015555555555555556,0.0015777777777777778,0.0,0.0,0.0,0.002477777777777778,0.0,0.0,0.005511111111111112
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.9629,0.0,0.0,0.0,0.0007333333333333332,0.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0359
Lazio,0.005359999999999999,0.0,0.0,0.006660000000000001,0.00144,0.0,0.9622,0.0,0.00264,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0035399999999999997,0.018000000000000002,0.0,0.0
Liguria,0.0,0.0,0.0,0.0,0.003025,0.0,0.0,0.978575,0.0,0.0,0.0,0.0,0.0,0.004824999999999999,0.0,0.0,0.0,0.013575,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.007025000000000001,0.0003,0.00025,0.0008583333333333332,0.9827083333333334,0.0,0.0,0.0,0.00031666666666666665,0.004675,0.0,0.0,0.0,0.0003,0.0,4.545454545454546e-05,0.0035583333333333326
Marche,0.00706,0.0,0.0,0.0,0.01054,0.00485,0.0,0.0,0.0,0.97086,0.0,0.0,0.0,0.0,0.00254,0.0,0.0,0.0,0.004520000000000001,0.0,0.00254
Molise,0.0165,0.0,0.0,0.01865,0.0055000000000000005,0.0,0.0,0.0,0.0,0.0,0.9484,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.9505,0.0248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198
P.A. Trento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0116,0.9653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183
Piemonte,0.0,0.0,0.0,0.0,0.0005,0.0,0.0002,0.002225,0.0184,0.0007,0.0,0.0,0.0,0.9778875,0.0,0.0,0.0,0.0,0.0,0.0004125,6.25e-05
Puglia,0.0,0.00245,0.0008666666666666666,0.0015833333333333333,0.0,0.0,0.001,0.0,0.0,0.001,0.003016666666666667,0.0,0.0,0.0008666666666666666,0.9892166666666666,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023333333333333327,0.0,0.0,0.0,0.0,0.0,0.0,0.99856,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0008833333333333332,0.0,0.0,0.0,0.0006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0006799999999999999,0.006279999999999999,0.0,0.00372,0.00659,0.00022999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97955,0.0022700000000000003,0.0,0.0006799999999999999
Umbria,0.0,0.0,0.0,0.0,0.00395,0.0,0.028,0.0,0.0,0.00795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00795,0.9521,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449,0.0,0.0,0.0,0.0,0.0,0.9552,0.0
Veneto,0.0,0.0,0.0,0.00032,0.009942857142857142,0.006699999999999999,0.00022857142857142862,0.0,0.0068000000000000005,0.0012,0.0,0.0008428571428571428,0.004514285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9694857142857144
