p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.925,0.0027666666666666673,0.0,0.005175,0.003425,0.0,0.017125,0.0,0.0,0.028299999999999995,0.014925,0.0,0.0,0.0,0.002075,0.0,0.0,0.0,0.0,0.0,0.001875
Basilicata,0.0,0.90655,0.00795,0.02565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05980000000000001,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.00305,0.9804799999999999,0.006520000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.001525,0.0,0.00894,0.0,0.0,0.0,0.0
Campania,0.0030399999999999997,0.00246,0.0012200000000000002,0.96524,0.00028,0.0,0.011940000000000004,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.00062,0.0,0.00035
Emilia-Romagna,0.0004666666666666666,0.0,0.0,0.0002666666666666666,0.9283222222222224,0.00036666666666666667,0.0006777777777777777,0.001575,0.032900000000000006,0.009811111111111109,0.0005,0.0004111111111111111,0.0015111111111111113,0.00032222222222222217,0.0003,0.0,0.0006,0.007811111111111109,0.0006666666666666666,0.0,0.0142
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.9442,0.0,0.0,0.0005,0.0,0.0,0.0005,0.0,0.0013333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0538
Lazio,0.016739999999999998,0.0,0.00012,0.016739999999999998,0.0033,0.0,0.91194,0.0,0.00045999999999999996,0.00344,0.005775,0.00015,0.0,0.00015,0.000575,0.0,0.00015,0.01258,0.0293,0.0,0.00012
Liguria,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.91945,0.0103,0.0,0.0,0.0010666666666666667,0.0,0.0277,0.0,0.0,0.0,0.03900000000000002,0.0,0.0010666666666666667,0.0
Lombardia,0.0,0.0,0.0,0.0,0.016966666666666668,0.0,0.000475,0.0009916666666666667,0.9545333333333332,0.000175,0.00045,0.0004166666666666667,0.0011416666666666667,0.012900000000000002,0.0,0.0,0.0,0.0010083333333333333,5.7142857142857155e-05,0.0014363636363636364,0.00995
Marche,0.0162,0.0,0.0,0.0,0.0239,0.0,0.00136,0.0,0.00188,0.9437,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.00232,0.009340000000000001,0.0,0.0
Molise,0.083,0.0,0.0,0.03445,0.0,0.0,0.0297,0.0,0.0125,0.0,0.8309,0.0,0.0,0.0,0.00945,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0074,0.0,0.0,0.8229,0.1107,0.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.048
P.A. Trento,0.0,0.0,0.0,0.0,0.0066,0.0013,0.0,0.0,0.0229,0.0,0.0,0.0418,0.872,0.0013,0.0,0.0,0.0,0.0013,0.0,0.0,0.052500000000000005
Piemonte,0.0,0.00025,0.0007999999999999999,0.0,0.0007875,0.0005666666666666666,0.0002,0.011562500000000002,0.0393625,0.0,0.0,0.0,0.0,0.93835,0.0,0.0,0.00016666666666666666,0.0009,0.0,0.005875,0.002175
Puglia,0.0009666666666666666,0.006733333333333334,0.0008333333333333334,0.0017666666666666664,0.001933333333333333,0.0,0.002783333333333333,0.0,0.0,0.0009666666666666666,0.002883333333333333,0.0,0.0,0.0004,0.9807666666666668,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.001575,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0032,0.0,0.0027500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966222222222222,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0,0.0144,0.00031666666666666665,0.007389999999999998,0.02225,0.00173,0.0008888888888888888,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.9437399999999999,0.0083,0.0,0.00056
Umbria,0.0,0.0,0.0,0.0,0.0197,0.0,0.0599,0.0048,0.0017,0.0084,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0363,0.8674999999999999,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0209,0.0,0.0,0.0,0.0,0.0901,0.0,0.0,0.0,0.0,0.0,0.8893,0.0
Veneto,0.0,0.0,0.0,0.0,0.020042857142857144,0.015028571428571428,0.0006142857142857142,0.0,0.015242857142857143,0.0,0.0,0.0064428571428571425,0.009557142857142858,0.0007571428571428573,0.0,0.0,0.0,0.0009999999999999998,0.0002,0.0,0.9310285714285716
