p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.927125,0.0,0.0,0.00195,0.0034,0.0,0.0166,0.0,0.0,0.02755,0.014875,0.0,0.0,0.0,0.0052,0.0,0.0,0.0034,0.0,0.0,0.0
Basilicata,0.0,0.90305,0.0244,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.0,0.0,0.0,0.008,0.0,0.0
Calabria,0.0,0.0056,0.9852799999999999,0.00224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0091,0.0,0.0,0.0,0.0
Campania,0.0,0.0051,0.00242,0.96786,0.0006000000000000001,0.0,0.014900000000000004,0.0,0.0013599999999999999,0.0,0.005300000000000001,0.0,0.0,0.0,0.0019,0.0,0.0,0.00026000000000000003,0.0,0.0,0.000325
Emilia-Romagna,0.0009,0.00085,0.0,0.0001333333333333333,0.9445,0.0001333333333333333,0.0003333333333333333,0.0026375,0.025022222222222227,0.008755555555555556,0.00048,0.0,0.0010888888888888886,0.0008888888888888888,0.00015,0.0,0.0,0.005122222222222222,0.00032222222222222217,0.0,0.009922222222222223
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.00045,0.94325,0.0,0.0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551
Lazio,0.009940000000000001,0.0,0.0,0.01696,0.00278,0.0,0.92116,0.0013,0.0001,0.0001,0.00125,0.0,0.0,0.001425,0.00025,0.0,0.0,0.008400000000000001,0.037000000000000005,0.0,0.0
Liguria,0.0,0.0,0.0,0.0,0.002725,0.0007,0.00035,0.927975,0.0032500000000000003,0.0,0.0,0.0,0.0,0.02495,0.0,0.0,0.0014,0.03642500000000001,0.0,0.0,0.003675
Lombardia,4e-05,0.0,0.0,0.0,0.013533333333333336,8.181818181818183e-05,3.333333333333333e-05,0.0005416666666666668,0.9651833333333336,0.00014166666666666665,0.0,0.00021666666666666666,0.0007833333333333334,0.010091666666666664,0.0,0.000325,0.0,0.0009833333333333332,0.0,3.636363636363637e-05,0.008241666666666666
Marche,0.02988,0.0,0.0,0.0,0.02472,0.0,0.00074,0.0,0.0,0.93052,0.0,0.0,0.0,0.0,0.00376,0.0,0.0,0.0016600000000000002,0.006720000000000001,0.0,0.00188
Molise,0.07925,0.0,0.0,0.04255,0.0,0.0,0.0046,0.0,0.0,0.0,0.83545,0.0,0.0,0.0,0.03815,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.9064,0.0766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128
P.A. Trento,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0127,0.0,0.0,0.0254,0.9268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324
Piemonte,0.0,0.0,0.0,0.0,0.0004125,0.0,0.00030000000000000003,0.00935,0.032287500000000004,0.0,0.0,0.0,0.0,0.9554375,0.0,0.0,0.0,0.0,0.0,0.00205,0.00035
Puglia,0.0009166666666666666,0.008433333333333334,0.0003833333333333333,0.0022166666666666667,0.0,0.0,0.0,0.0,0.0,0.0018333333333333333,0.005516666666666665,0.0,0.0,0.0,0.98065,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.001575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99874,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.004383333333333335,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966444444444444,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.00056,0.0071899999999999985,0.0,0.007249999999999999,0.01573,0.00268,0.0006222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95713,0.00796,0.0,0.00091
Umbria,0.0016,0.0,0.0,0.0,0.00645,0.0,0.0765,0.0,0.0,0.01615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016200000000000003,0.883,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0651,0.0,0.0,0.0,0.0,0.0,0.931,0.0
Veneto,0.0,0.0,0.0,0.00024,0.019814285714285708,0.012914285714285713,0.00017142857142857143,0.0004800000000000001,0.01167142857142857,0.0002,0.0,0.0012857142857142856,0.005714285714285714,0.00015714285714285716,0.0,0.0,0.0,0.00032857142857142856,0.0002333333333333333,0.0,0.9469142857142856
