p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.979975,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0077750000000000015,0.003075,0.0,0.0,0.0,0.001525,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.9639,0.00485,0.01455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.00335,0.9941399999999999,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0
Campania,0.0,0.00286,0.0006799999999999999,0.98288,0.00136,0.0,0.004540000000000001,0.0,0.0,0.0,0.0057799999999999995,0.0,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0004
Emilia-Romagna,0.00015555555555555556,0.0,0.0,0.0005555555555555557,0.9810666666666668,0.0,0.0,0.0,0.007777777777777778,0.0018333333333333333,0.00028,0.0,0.0,0.0005555555555555557,0.0,0.0,0.0,0.0015,0.00036666666666666667,0.0,0.006022222222222222
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.98265,0.0,0.0,0.00055,0.0,0.0,0.0,0.0,0.0025333333333333328,0.0,0.0,0.0,0.0,0.0,0.0,0.0149
Lazio,0.0048200000000000005,0.0,0.0,0.0042,0.00126,0.0,0.97178,0.0,0.00126,0.0,0.0,0.0,0.0,0.001575,0.0,0.0,0.0,0.00566,0.008520000000000002,0.0,0.00126
Liguria,0.0,0.0,0.0,0.0,0.0,0.0,0.00105,0.9782,0.0,0.0,0.0,0.0,0.0014,0.0062,0.0,0.0,0.0,0.01345,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.006075,0.0,0.0003916666666666667,0.0,0.98685,0.0,0.0,0.0,0.00045,0.0022583333333333327,0.0,0.0,0.0,4.1666666666666665e-05,0.0,0.0,0.0039583333333333345
Marche,0.006660000000000001,0.0,0.0,0.0,0.00292,0.0,0.0,0.0,0.0,0.98176,0.00094,0.0,0.0,0.0,0.00264,0.0,0.0,0.0,0.0041400000000000005,0.0,0.00098
Molise,0.01075,0.0,0.0,0.0332,0.0,0.0,0.0,0.0,0.0,0.0,0.93995,0.0,0.0,0.0,0.01615,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.9548,0.0201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
P.A. Trento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0081,0.0,0.0,0.0097,0.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064
Piemonte,0.0,0.0,0.0,0.0,0.0,0.00045,0.0,0.0010375,0.0113375,0.0,0.0,0.0,0.0,0.9869125,0.0,0.0,0.0,6.25e-05,0.0,0.000275,0.0
Puglia,0.0009833333333333332,0.002,0.0,0.0,0.0,0.0,0.0009833333333333332,0.0,0.0,0.0009833333333333332,0.00395,0.0,0.0,0.0,0.9911,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.006225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99498,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0009000000000000002,0.0,0.0,0.0,0.0013666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984666666666668,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0,0.00464,0.0,0.00318,0.00562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98279,0.00267,0.0,0.00117
Umbria,0.0,0.0,0.0,0.0,0.0,0.0,0.0226,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.96195,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.9868,0.0
Veneto,0.0,0.0,0.0,0.00030000000000000003,0.0091,0.0030999999999999995,0.00045714285714285713,0.0,0.004214285714285714,0.00048571428571428566,0.0,0.0010571428571428572,0.0007,0.00024285714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.9804428571428572
