p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.9835,0.0,0.0,0.00145,0.0,0.0,0.00365,0.0,0.0,0.0063,0.003275,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0,0.0,0.0
Basilicata,0.0,0.955,0.0135,0.01365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.0064,0.9861200000000001,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0035600000000000002,0.0,0.0,0.0,0.0
Campania,0.0,0.00346,0.0020800000000000003,0.9846799999999999,0.0,0.0,0.00536,0.0,0.0,0.0,0.0018399999999999998,0.0,0.0,0.0,0.00228,0.0,0.0,0.0,0.0,0.0,0.000375
Emilia-Romagna,0.0,0.0,0.0,0.0,0.9693888888888891,0.0,0.0010333333333333332,0.0005,0.013833333333333336,0.003477777777777777,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.003488888888888889,0.0,0.0,0.005922222222222222
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.97075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.027225
Lazio,0.00382,0.0,0.0,0.00534,0.0,0.0,0.9702000000000002,0.0,0.0014199999999999998,0.0,0.001625,0.0,0.0,0.005025,0.001625,0.0,0.001625,0.00012,0.00992,0.0,0.0013
Liguria,0.0,0.0,0.0,0.0,0.002325,0.0,0.0,0.9693,0.000425,0.0,0.0,0.0,0.0,0.016475,0.0,0.0,0.0,0.01145,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.007941666666666666,0.0,0.00025,0.000525,0.98125,4.1666666666666665e-05,0.0,0.0,0.0006749999999999999,0.0047333333333333324,0.0,0.0,0.0,0.0,0.0,0.0,0.0046
Marche,0.0092,0.0,0.0,0.002075,0.012,0.0,0.0,0.0,0.0,0.97508,0.0,0.0,0.001275,0.0,0.0,0.0,0.0,0.0,0.0010199999999999999,0.0,0.0
Molise,0.03695,0.0,0.0053,0.0263,0.0,0.0,0.01315,0.0,0.0,0.0,0.897,0.0,0.0,0.0,0.0213,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Trento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0111,0.9603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020700000000000003
Piemonte,0.0,0.0,0.0,0.0,0.0005,0.0004666666666666666,0.00045999999999999996,0.006425,0.016050000000000002,0.0,0.0,0.0,0.0,0.97575,0.0,0.0,0.0,0.0,0.0,0.00035,0.00035
Puglia,0.0008833333333333332,0.0031833333333333327,0.0,0.0009666666666666666,0.0,0.0,0.00045,0.0,0.0,0.0,0.002883333333333333,0.0,0.0,0.0,0.9916666666666668,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.00455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99636,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0036000000000000008,0.0,0.0,0.0,0.0006333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9971666666666668,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0006799999999999999,0.00602,0.0,0.0006799999999999999,0.00677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97885,0.006410000000000001,0.0,0.00062
Umbria,0.0,0.0,0.0,0.0,0.0,0.0,0.02125,0.0,0.0,0.00395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01185,0.9553,0.0,0.00775
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.0,0.0,0.0,0.0,0.0,0.9817,0.0
Veneto,0.0,0.0,0.0,0.00028,0.009185714285714285,0.009142857142857144,0.00018571428571428566,0.0,0.0077,0.00024285714285714283,0.0,0.0008571428571428572,0.002242857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702714285714286
