p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.964525,0.0,0.0,0.001675,0.001825,0.0,0.0101,0.0,0.0,0.0141,0.0056500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002125
Basilicata,0.0,0.94355,0.0078,0.01305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03555,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.00305,0.9933200000000001,0.0036799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017399999999999998,0.0,0.0,0.0,0.0
Campania,0.0,0.00192,0.00064,0.9909,0.0,0.0,0.00498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010666666666666667,0.00030000000000000003,0.00064,0.0,0.0
Emilia-Romagna,0.00015555555555555556,0.0,0.0,0.0,0.9799666666666668,0.0,0.00015555555555555556,0.0,0.009855555555555557,0.0026,0.0,0.0,0.0,0.0009222222222222225,0.0004,0.0,0.0,0.0024444444444444444,0.0004666666666666666,0.0,0.0030555555555555557
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.977625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022325
Lazio,0.00392,0.0,0.0,0.0032799999999999995,0.00012,0.0,0.9685,0.0,0.00126,0.00024,0.0,0.0,0.0,0.001425,0.00015,0.0,0.0,0.0,0.02024,0.0,0.00114
Liguria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9806,0.0023,0.0,0.0,0.0,0.0012666666666666664,0.00625,0.0,0.0,0.0,0.009875,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.005266666666666666,0.0,0.00035,0.0,0.986675,0.0,0.0,0.0,0.0003,0.0031,0.0,0.0,0.0,3.333333333333333e-05,0.0,0.0,0.004291666666666668
Marche,0.01458,0.0,0.0,0.0,0.00636,0.0,0.0015,0.0,0.0,0.9719399999999999,0.0,0.0,0.0,0.0,0.0020800000000000003,0.0,0.0,0.0,0.00266,0.0,0.0008399999999999999
Molise,0.01665,0.0,0.0,0.0119,0.0,0.0,0.00475,0.0,0.0,0.00475,0.9428,0.0,0.0,0.0,0.01905,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8908,0.1092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Trento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.006,0.0,0.0,0.0373,0.9419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013499999999999998
Piemonte,0.0,0.0,0.0,0.0,0.0003875,0.0,0.0001,0.00145,0.009225,0.0,0.0,0.0,0.0,0.988125,0.0,0.0,0.0,0.0,0.0,0.0007125,0.0
Puglia,0.0013666666666666664,0.0027500000000000003,0.0,0.0,0.0,0.0,0.0010666666666666665,0.0,0.0,0.0,0.00375,0.0,0.0,0.0,0.9910333333333332,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0022,0.0033000000000000004,0.0,0.0,0.0006166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9970666666666664,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0,0.0034700000000000004,0.0,0.00022,0.00615,0.0006100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98548,0.0033399999999999997,0.0,0.0007099999999999999
Umbria,0.0,0.0,0.0,0.0,0.0036,0.0,0.0444,0.0,0.0,0.00535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01045,0.9362,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.9868,0.0
Veneto,0.0,0.0,0.0,0.0,0.005328571428571428,0.005628571428571428,0.0005857142857142858,0.0,0.004242857142857143,0.0,0.0,0.0,0.003457142857142857,0.0,0.0,0.0,0.0,0.00018571428571428566,0.0,0.0,0.9805285714285716
