p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.943625,0.0,0.0,0.0,0.001175,0.0,0.007075,0.0,0.0,0.0263,0.01625,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.92155,0.01295,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04285,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.009000000000000001,0.9881200000000001,0.00362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00466,0.0,0.0,0.0,0.0
Campania,0.0,0.00414,0.00318,0.9813799999999999,0.0009199999999999999,0.0,0.004579999999999999,0.0,0.00028,0.0,0.00232,0.0,0.0,0.0,0.00318,0.0,0.0,0.0,0.0,0.0,0.0
Emilia-Romagna,0.00027777777777777783,0.0,0.0,0.00034444444444444437,0.952377777777778,0.0,0.0005,0.0003375,0.023,0.006022222222222222,0.0,0.0,0.00034444444444444437,0.0022444444444444447,0.0,0.0,0.0,0.004300000000000001,0.0013333333333333333,0.0,0.008977777777777777
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.95265,0.0,0.0,0.00265,0.0,0.0,0.0,0.0011333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043875
Lazio,0.0024200000000000003,0.0,0.0,0.01008,0.00156,0.0,0.95878,0.0,0.00012,0.0,0.0040750000000000005,0.0,0.0,0.0029,0.0029,0.0,0.00015,0.00012,0.017759999999999998,0.0,0.0010999999999999998
Liguria,0.0,0.0,0.0,0.0,0.000375,0.0,0.0,0.95025,0.003425,0.0,0.0,0.0,0.0,0.020925,0.0,0.0,0.0,0.025,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,6.363636363636364e-05,0.009666666666666669,0.0,0.00035,0.0006916666666666665,0.9714833333333336,0.0,0.0,0.000225,0.000425,0.0084,0.0,0.0,0.0,0.0005083333333333333,0.0,0.0,0.008158333333333332
Marche,0.02136,0.0,0.0,0.00185,0.011000000000000001,0.0,0.0,0.0,0.0,0.96098,0.0019,0.0,0.0,0.0,0.0024400000000000003,0.0,0.0,0.0,0.0008399999999999999,0.0,0.0
Molise,0.0587,0.0,0.0,0.00475,0.0,0.0,0.0233,0.0,0.0,0.00475,0.8847,0.0,0.0,0.0,0.01905,0.0,0.0,0.0,0.0,0.0,0.00475
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0043,0.0,0.0,0.9052,0.0733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129
P.A. Trento,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0084,0.0,0.0,0.0251,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252
Piemonte,0.0,0.0,0.0,0.0005,0.0010625,0.0,0.00022,0.00385,0.0251125,0.0,0.0,0.0,0.0,0.968175,0.0,0.0,0.0,0.0,0.0,0.0009125,0.0006
Puglia,0.0007666666666666668,0.009416666666666669,0.0009000000000000002,0.00405,0.0,0.0,0.0019,0.0,0.0,0.0,0.005383333333333335,0.0,0.0,0.0,0.9776333333333334,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.001575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99876,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.00245,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.00062,0.006129999999999999,0.0,0.00149,0.01707,0.0008699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686699999999998,0.00477,0.0,0.00037999999999999997
Umbria,0.0,0.0,0.0,0.0,0.0,0.0,0.048450000000000014,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01615,0.9337,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0607,0.0,0.0,0.0,0.0,0.0,0.9352,0.0
Veneto,0.0,0.0,0.0,0.0,0.0134,0.012157142857142856,0.00018571428571428566,0.0,0.011971428571428569,0.0004142857142857143,0.000375,0.0004142857142857143,0.003771428571428571,0.0006,0.0002333333333333333,0.0,0.0,0.001042857142857143,0.0,0.0,0.9556857142857144
