p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.973925,0.0,0.0,0.0,0.0,0.0,0.00545,0.0,0.0,0.0118,0.006825,0.0,0.0,0.0,0.001975,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.9557,0.0045000000000000005,0.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.01015,0.9942799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002075,0.0,0.0,0.0,0.0,0.0,0.0
Campania,0.0,0.00508,0.0006799999999999999,0.98778,0.0006799999999999999,0.0,0.00382,0.0,0.0,0.0,0.00094,0.0,0.0,0.0,0.0006799999999999999,0.0,0.0,0.0,0.0,0.0,0.0004
Emilia-Romagna,0.00015555555555555556,0.0,0.0,0.00015555555555555556,0.9805666666666668,0.0,0.0,0.00025,0.008155555555555555,0.0013777777777777775,0.0,0.0,0.0007666666666666668,0.0006111111111111111,0.0,0.0,0.0,0.002,0.0,0.0,0.006011111111111112
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.9779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022075
Lazio,0.0026,0.0,0.0,0.0039,0.00124,0.0,0.96978,0.0,0.00124,0.0,0.0,0.00155,0.0,0.0031,0.0,0.0,0.0,0.00298,0.013280000000000002,0.0,0.00124
Liguria,0.0,0.0,0.0,0.0,0.0,0.00085,0.0,0.9885,0.0,0.0,0.0,0.0,0.0,0.004625000000000001,0.0,0.0,0.0,0.006425,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.0054916666666666655,8.181818181818183e-05,0.0002583333333333333,0.0,0.9847833333333332,4.1666666666666665e-05,0.0,0.0,0.0006833333333333334,0.004875,0.0,0.0,0.0,4.1666666666666665e-05,0.0,0.0,0.003850000000000001
Marche,0.014740000000000001,0.0,0.0,0.0,0.00098,0.0,0.0,0.0,0.0,0.9817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098,0.00162,0.0,0.0
Molise,0.023350000000000003,0.0,0.0,0.01315,0.0,0.0,0.0,0.0,0.0,0.0,0.94815,0.0,0.0,0.0,0.0153,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.9653,0.0149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
P.A. Trento,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0097,0.0,0.0,0.0097,0.9724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065
Piemonte,0.0,0.0,0.0,0.0,0.0010875,0.0,0.0001,0.0021625,0.01485,0.000675,0.0,0.0,0.0,0.9801125,0.0,0.0,0.0,0.0,0.0,0.00075,0.00065
Puglia,0.0,0.00245,0.00155,0.0009000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0036000000000000008,0.0,0.0,0.0,0.9915333333333332,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.004625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99628,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0005666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996222222222224,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0,0.00625,0.0,0.0024800000000000004,0.004869999999999999,0.00022,0.0007444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98282,0.00268,0.0,0.0
Umbria,0.0,0.0,0.0,0.0,0.004,0.0,0.02675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01395,0.95535,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,0.986,0.0
Veneto,0.0,0.0,0.0,0.00028,0.011128571428571429,0.006400000000000001,0.0,0.0,0.005542857142857143,0.0,0.0,0.0007714285714285715,0.0009714285714285713,0.0006285714285714285,0.0,0.0,0.0,0.0002,0.0,0.0,0.9741571428571428
