p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.947025,0.0,0.0,0.002875,0.0019,0.0,0.014275,0.0,0.0,0.020925,0.007050000000000002,0.0,0.0,0.0,0.006025,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.8678,0.0263,0.0466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05925,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.0096,0.9836799999999999,0.00384,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.004540000000000001,0.0,0.0,0.0,0.0
Campania,0.0008200000000000001,0.00562,0.0012,0.97196,0.0006000000000000001,0.0,0.0116,0.0,0.00028,0.0,0.00248,0.0,0.0,0.0,0.00428,0.0,0.0,0.0008200000000000001,0.0,0.0,0.00035
Emilia-Romagna,0.0005777777777777778,0.0,0.0008666666666666666,0.0006666666666666665,0.9455888888888891,0.0002888888888888889,0.0001333333333333333,0.000425,0.022388888888888892,0.009122222222222224,0.00024,0.0,0.00034444444444444437,0.0010666666666666665,0.00015,0.0,0.0,0.004177777777777778,0.0009444444444444444,0.0,0.0137
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.001325,0.949075,0.0,0.0,0.000475,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.04825
Lazio,0.01318,0.0,0.0,0.01296,0.00032,0.0,0.93746,0.001425,0.0002,0.00492,0.0,0.001425,0.00016666666666666666,0.0029,0.0,0.0,0.001425,0.0032800000000000004,0.0215,0.0,0.00022
Liguria,0.0,0.0,0.0,0.0,0.00035,0.0007,0.00035,0.922975,0.0058,0.0,0.0,0.0,0.0,0.027225000000000003,0.0,0.0,0.0,0.042925000000000005,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.012341666666666666,6.363636363636364e-05,9.166666666666668e-05,0.0009416666666666668,0.9670416666666668,0.0,0.0,5.8333333333333326e-05,0.000725,0.010941666666666669,0.0,0.0,8e-05,0.0004333333333333333,0.0,0.00037272727272727273,0.006974999999999999
Marche,0.0253,0.0,0.0,0.0,0.02216,0.0,0.0022199999999999998,0.0,0.0007599999999999999,0.9405399999999999,0.00146,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.006620000000000001,0.0,0.0
Molise,0.045250000000000005,0.0,0.0,0.05725,0.0,0.0,0.01315,0.0,0.0,0.0046,0.8660000000000001,0.0,0.0,0.0,0.01375,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0039,0.0,0.0039,0.0,0.0078,0.0,0.0,0.9219,0.0391,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0195
P.A. Trento,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0068000000000000005,0.0,0.0,0.0177,0.9306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0436
Piemonte,0.0,0.0,0.0,0.0,0.0004375,0.0,0.0004,0.0087625,0.0397375,0.0,0.0,0.0,0.00018333333333333334,0.9471875,0.0001,0.0,0.00016666666666666666,0.0,0.0,0.0025625,0.0008125000000000001
Puglia,0.0025,0.008733333333333334,0.0004,0.00475,0.0,0.0,0.0015333333333333336,0.0,0.0,0.0016666666666666668,0.0033333333333333327,0.0,0.0,0.0,0.9770333333333334,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.001933333333333333,0.0,0.0,0.0,0.0,0.0,0.0058,0.99536,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.9971111111111112,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0,0.012350000000000002,0.0,0.0068200000000000005,0.02153,0.00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95087,0.0066500000000000005,0.0,0.00103
Umbria,0.0,0.0,0.0,0.0,0.0035,0.0,0.05295,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02295,0.90845,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.0,0.0,0.07640000000000002,0.0,0.0,0.0,0.0,0.0,0.9161,0.0
Veneto,0.0,0.0,0.0,0.00054,0.021857142857142856,0.012357142857142856,0.0002,0.00028,0.010714285714285714,0.0002,0.0,0.002242857142857143,0.006728571428571429,0.0002,0.0,0.0,0.0,0.0007,0.0,0.0,0.9441142857142856
