p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.96275,0.0027666666666666673,0.0,0.0,0.0,0.0,0.012725,0.0,0.0,0.016775,0.00425,0.0,0.0,0.0,0.001425,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.8861,0.01785,0.01415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0819,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.0099,0.9777600000000002,0.00716,0.0,0.0,0.0,0.0,0.00132,0.0,0.0,0.0,0.0,0.004633333333333333,0.0,0.0,0.006959999999999999,0.0,0.0,0.0,0.0
Campania,0.0,0.00524,0.00274,0.97154,0.0,0.0,0.00826,0.0,0.0,0.0,0.0037799999999999995,0.0,0.0,0.0,0.00716,0.0,0.0,0.0,0.00094,0.0,0.000375
Emilia-Romagna,0.0,0.0,0.0,0.0003333333333333333,0.9640222222222224,0.0,0.0,0.0003625,0.016433333333333338,0.004988888888888888,0.0,0.0,0.00014444444444444444,0.0020444444444444442,0.0,0.0,0.000325,0.0030222222222222226,0.0007,0.00058,0.007522222222222222
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.00095,0.9666,0.0,0.0,0.001475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030875
Lazio,0.014860000000000003,0.0,0.0,0.01164,0.00124,0.0,0.9457399999999999,0.0,0.00248,0.00012,0.00155,0.0,0.0,0.0,0.00155,0.0022666666666666664,0.0,0.00922,0.0108,0.0,0.0
Liguria,0.0,0.0,0.0,0.0,0.0017499999999999998,0.0,0.0,0.9614,0.002125,0.0,0.0,0.0,0.0,0.01455,0.0,0.0,0.0,0.020125,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.007508333333333333,3.636363636363637e-05,0.0003666666666666666,0.0004166666666666667,0.9800166666666666,3.333333333333333e-05,0.0,0.0,0.0007083333333333334,0.006341666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.004566666666666667
Marche,0.01658,0.0,0.0,0.0,0.00892,0.0026,0.0016600000000000002,0.0,0.0010400000000000001,0.96416,0.0,0.0,0.0,0.0,0.0010400000000000001,0.0,0.0,0.0,0.00472,0.0,0.00088
Molise,0.0266,0.0,0.0,0.03655,0.0,0.0,0.0156,0.0,0.0,0.0,0.9052,0.0,0.0,0.0,0.01595,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0046,0.0,0.0,0.0046,0.0,0.0046,0.0,0.0,0.9355,0.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092
P.A. Trento,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0091,0.0,0.0,0.0198,0.9438,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0227
Piemonte,0.0,0.0,0.0,0.0,0.001475,0.0,0.0,0.0067,0.0242,0.0,0.0,0.0,0.0,0.96675,0.0,0.0,0.0,0.0,0.0,0.0008625,0.0
Puglia,0.00095,0.010333333333333332,0.0,0.006783333333333333,0.0,0.0,0.00095,0.0,0.0,0.0,0.004783333333333333,0.0,0.0,0.0,0.9761833333333332,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0034,0.0,0.006575,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.9921399999999999,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.00345,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9968444444444444,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0002,0.005699999999999999,0.0,0.00446,0.0137,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96821,0.00485,0.0,0.00145
Umbria,0.0,0.0,0.0,0.002,0.0,0.0,0.048,0.0,0.0,0.00795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.93035,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249,0.0,0.0,0.0,0.0,0.0,0.971,0.0041
Veneto,0.0008166666666666666,0.0,0.0,0.00030000000000000003,0.010828571428571429,0.008628571428571428,0.0,0.0,0.008499999999999999,0.0007,0.0,0.0,0.005728571428571428,0.0,0.0,0.0,0.0,0.0,0.0002666666666666667,0.0,0.9644
