p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.92685,0.0,0.0,0.0,0.0036,0.0,0.02055,0.0,0.0,0.02265,0.01885,0.0,0.0,0.0,0.004475,0.0,0.0,0.0,0.0,0.0,0.00305
Basilicata,0.0,0.83195,0.02085,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0972,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.0086,0.96262,0.0057399999999999994,0.0,0.0,0.001425,0.0,0.006540000000000002,0.0,0.0,0.0,0.0,0.0,0.00285,0.0,0.018160000000000003,0.0,0.0,0.0,0.0
Campania,0.0019399999999999999,0.00502,0.00312,0.95852,0.00062,0.0,0.017240000000000002,0.0,0.0011,0.0,0.01024,0.0,0.0,0.0004666666666666666,0.0,0.00035,0.0,0.0,0.00108,0.0,0.0007
Emilia-Romagna,0.0007333333333333332,0.0,0.0,0.0006,0.9170333333333331,0.0,0.000711111111111111,0.0034875,0.03796666666666668,0.012444444444444444,0.00098,0.0001333333333333333,0.0004,0.0030777777777777787,0.0,0.0,0.0,0.004522222222222223,0.0011666666666666663,0.00024,0.017277777777777774
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0005,0.94375,0.0,0.0,0.00135,0.0,0.0,0.0,0.0011333333333333332,0.0,0.0,0.0,0.0,0.00085,0.0,0.0,0.05265
Lazio,0.02512,0.0,0.0001,0.02564,0.00132,0.0,0.91678,0.0,0.0017399999999999998,0.00414,0.0,0.0,0.0,0.0,0.001625,0.0003333333333333333,0.000125,0.006379999999999999,0.01708,0.0,0.0001
Liguria,0.0,0.0,0.0,0.0,0.00595,0.0,0.0,0.9179,0.00585,0.0,0.0,0.0,0.0,0.03175,0.0,0.0,0.0,0.037375,0.00075,0.0,0.00075
Lombardia,0.0,0.0,0.0,6.363636363636364e-05,0.01689166666666667,0.00014545454545454546,0.0004166666666666667,0.001575,0.9538333333333332,0.0002333333333333333,0.0,0.00055,0.0013,0.01350833333333333,0.000175,0.0002,0.00144,0.0010666666666666667,0.0,0.0001,0.009591666666666668
Marche,0.02338,0.0,0.0,0.0,0.03218,0.0,0.006560000000000001,0.0,0.0035399999999999997,0.9258799999999999,0.00168,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.00414,0.0,0.0009
Molise,0.0676,0.0,0.0,0.07769999999999999,0.0044,0.0,0.0088,0.0,0.0,0.0044,0.8193,0.0,0.0,0.0,0.01765,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0082,0.0041,0.0,0.0,0.0124,0.0,0.0,0.843,0.1074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248
P.A. Trento,0.0,0.0,0.0,0.0,0.0028,0.0,0.0014,0.0,0.0226,0.0,0.0,0.0368,0.8868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494
Piemonte,0.0,0.0,0.0,0.0001,0.001775,0.0,0.00030000000000000003,0.012687499999999996,0.0488,0.0,0.0,0.0,0.0,0.932075,0.0,0.0,0.0,0.0,0.0,0.003275,0.00115
Puglia,0.0009166666666666666,0.011466666666666668,0.0011833333333333331,0.0,0.0,0.0,0.00215,0.0,0.0,0.0009166666666666666,0.00405,0.0,0.0,0.0,0.9790000000000001,0.0,0.0,0.0004,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.001575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987799999999999,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.006350000000000001,0.0,0.00075,0.0,0.0016,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933888888888888,0.0,0.0,0.0,0.0012
Toscana,0.0,0.0,0.0,0.0,0.01107,0.0,0.01048,0.02113,0.00193,0.0007111111111111111,0.0,0.0,0.0,0.00058,0.0,0.0,0.0,0.9439200000000001,0.0084,0.0,0.00195
Umbria,0.0,0.0,0.0,0.00185,0.0037,0.0,0.07919999999999999,0.00185,0.0,0.00745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03935,0.8663,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865,0.0,0.0,0.0,0.0,0.0,0.9134,0.0
Veneto,0.0,0.0,0.0,0.00028,0.022014285714285715,0.0151,0.0003714285714285713,0.00028,0.017571428571428568,0.0,0.0,0.003357142857142857,0.006614285714285714,0.0009428571428571427,0.0,0.00035,0.0,0.0009714285714285713,0.0,0.00035,0.9322
