p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.942875,0.0,0.0,0.0029,0.00335,0.0,0.015,0.0,0.0,0.014375,0.015100000000000002,0.0,0.0,0.0,0.00635,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.8876999999999999,0.0232,0.03895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05015,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.0103,0.9735,0.00626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001275,0.0,0.0105,0.0,0.0233,0.0,0.0
Campania,0.0007199999999999999,0.006540000000000001,0.00312,0.9635799999999999,0.0007199999999999999,0.0,0.01078,0.0,0.00028,0.0,0.0064800000000000005,0.0,0.0,0.0,0.007000000000000001,0.0,0.0,0.0007199999999999999,0.0,0.0,0.0
Emilia-Romagna,0.0,0.0,0.0,0.0005222222222222222,0.9308444444444446,0.0,0.0003111111111111111,0.0023875,0.032266666666666666,0.0093,0.0,0.0,0.0,0.0014333333333333331,0.0,0.0,0.0,0.0064,0.0009333333333333332,0.0,0.01578888888888889
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.00045,0.950625,0.0,0.0,0.00045,0.0,0.0,0.00045,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.046325
Lazio,0.0068000000000000005,0.0,0.0,0.013940000000000001,0.0,0.0,0.93784,0.000125,0.00146,0.0001,0.002725,0.0,0.0,0.0027,0.000275,0.0,0.000125,0.01214,0.02176,0.0,0.0010999999999999998
Liguria,0.0,0.0,0.0,0.0,0.00505,0.0,0.0,0.915225,0.01045,0.0,0.0,0.0,0.0,0.028024999999999998,0.0,0.0,0.0,0.041025000000000006,0.0,0.0,0.00035
Lombardia,0.00021,0.0,0.0,0.0001181818181818182,0.01688333333333333,0.00013636363636363634,5.8333333333333326e-05,0.001425,0.9627083333333334,0.0,0.0,0.0,0.0007,0.009616666666666666,0.0,0.0,0.0,0.0005083333333333334,0.0,0.0002363636363636364,0.007416666666666666
Marche,0.0206,0.0,0.0,0.0,0.02084,0.0,0.0,0.0,0.0,0.9492,0.0,0.0,0.0,0.0,0.0029400000000000003,0.0,0.0,0.0008399999999999999,0.00464,0.0,0.0008399999999999999
Molise,0.05355,0.0,0.0,0.05055,0.0,0.0,0.0357,0.0,0.0,0.0,0.8377999999999999,0.0,0.0,0.0,0.0223,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.8866,0.081,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0202
P.A. Trento,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0098,0.0,0.0,0.0237,0.9288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364
Piemonte,0.0,0.0,0.0,0.0,0.0020375,0.0,0.00098,0.0095125,0.036825,0.0,0.0,0.0,0.0,0.9481375,0.00108,0.0,0.0,6.25e-05,0.0,0.0014625,0.0006125
Puglia,0.00195,0.00615,0.0003833333333333333,0.003933333333333335,0.0,0.0,0.0020666666666666667,0.0,0.00045999999999999996,0.0007833333333333334,0.002366666666666667,0.0,0.0,0.00105,0.98015,0.0,0.0,0.0,0.0,0.0,0.00094
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.99892,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.003516666666666666,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973444444444444,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.00123,0.012370000000000004,0.0,0.007809999999999999,0.0174,0.00279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9491,0.0075200000000000015,0.0,0.0017099999999999995
Umbria,0.0,0.0,0.0,0.0047,0.0036,0.0,0.0555,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01725,0.91,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.08020000000000001,0.0,0.0,0.0,0.0,0.0,0.9129,0.0
Veneto,0.0,0.0,0.0,0.0,0.02728571428571429,0.013557142857142856,0.00035714285714285714,0.00022,0.013000000000000001,0.0,0.0,0.0028857142857142857,0.0069285714285714315,0.0002,0.0,0.0,0.0,0.0004,0.0,0.0,0.935142857142857
