p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.9674,0.0,0.0,0.0,0.0,0.0,0.00675,0.0,0.0,0.0126,0.008925,0.0,0.0,0.0,0.004275,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.9186,0.01615,0.0283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.01055,0.98918,0.0013999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00215,0.0,0.00344,0.0,0.0,0.0,0.0
Campania,0.00096,0.0035399999999999997,0.0007,0.99116,0.0,0.0,0.00096,0.0,0.0,0.0,0.00096,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0
Emilia-Romagna,0.0,0.0,0.0,0.0,0.9687333333333332,0.0003333333333333333,0.0002222222222222222,0.000475,0.01651111111111111,0.0032666666666666664,0.0,0.0,0.0,0.001311111111111111,0.0,0.0,0.0,0.0016222222222222222,0.0007333333333333332,0.0,0.006855555555555557
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.9658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034225
Lazio,0.00834,0.0,0.0,0.00048,0.0013,0.0,0.9726400000000002,0.0,0.00012,0.0,0.001625,0.001625,0.0,0.00015,0.0,0.0,0.00015,0.00454,0.00974,0.0,0.0
Liguria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967475,0.001275,0.0,0.0,0.0,0.0,0.01585,0.0,0.0,0.0,0.015475,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.008599999999999998,0.0,0.000225,0.0008416666666666668,0.9804,0.0,0.0,0.0,0.0004916666666666667,0.005691666666666665,0.0,0.00030000000000000003,0.0,0.0,0.0,0.0,0.003625
Marche,0.0141,0.0,0.0,0.001125,0.01124,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018399999999999998,0.0,0.00094
Molise,0.02425,0.0,0.00485,0.03515,0.0,0.0,0.01515,0.0,0.0,0.0,0.8914500000000001,0.0,0.0,0.0,0.02915,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0048,0.0096,0.0048,0.0,0.0,0.0,0.0,0.9474,0.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0048
P.A. Trento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0,0.0,0.0031,0.9599,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0261
Piemonte,0.0,0.0,0.0,0.0,0.0016625,0.0,0.0,0.0039,0.0184125,0.0,0.0,0.0,0.0,0.97535,0.0001,0.0,0.0,0.0,0.0,0.0002625,0.0003375
Puglia,0.0027,0.003383333333333333,0.003133333333333333,0.0,0.00205,0.0,0.0012666666666666664,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.9828,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9948799999999999,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0008666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994777777777778,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0,0.0034100000000000003,0.0,0.00319,0.0066500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,0.0,0.0,0.98172,0.0035600000000000002,0.0,0.00128
Umbria,0.0,0.0,0.0,0.0,0.0,0.0,0.01585,0.0,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01235,0.9677,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0258,0.0,0.0,0.0,0.0,0.0,0.97,0.0
Veneto,0.0002833333333333333,0.0,0.0,0.00034,0.011514285714285713,0.008857142857142857,0.0,0.0,0.005328571428571428,0.0,0.0,0.0015142857142857145,0.0044571428571428574,0.00048571428571428566,0.0,0.0,0.0,0.0,0.0,0.0,0.9674857142857142
