p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.980525,0.0,0.0,0.0,0.0,0.0,0.0087,0.0,0.0,0.00365,0.0053,0.0,0.0,0.0,0.001825,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.9231,0.01285,0.02115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.03415,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.0063,0.9909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006619999999999999,0.0,0.0,0.0,0.0
Campania,0.0,0.005520000000000001,0.00066,0.98324,0.00132,0.0,0.00286,0.0,0.0,0.0,0.00086,0.0,0.0,0.0,0.00556,0.0,0.0,0.0,0.0,0.0,0.0
Emilia-Romagna,0.00014444444444444444,0.0,0.0004333333333333333,0.0004444444444444444,0.9736777777777778,0.0,0.00036666666666666667,0.0016124999999999998,0.012455555555555557,0.0037777777777777783,0.0,0.0,0.0,0.0006777777777777777,0.0,0.0,0.0,0.0007999999999999999,0.0003333333333333333,0.0,0.005777777777777778
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.976325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02365
Lazio,0.0067,0.0,0.0,0.0077199999999999986,0.00148,0.0,0.96042,0.00015,0.00112,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.00112,0.016739999999999998,0.0,0.00124
Liguria,0.0,0.0,0.0,0.0,0.003875,0.0,0.000375,0.9727,0.0,0.0,0.0,0.0,0.0,0.007275,0.0,0.0,0.0,0.015725,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.006416666666666667,0.0,0.00036666666666666667,0.00019166666666666667,0.98455,0.0,0.0,0.0,0.0,0.003475,0.0,0.0,0.0,0.0,0.0,0.0,0.005025
Marche,0.0061200000000000004,0.0,0.0,0.0,0.00882,0.0,0.0,0.0,0.0,0.98242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00088,0.0017399999999999998,0.0,0.0
Molise,0.03205,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.9263,0.0,0.0,0.0,0.01925,0.0,0.0,0.0,0.0,0.0,0.0048
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9598,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045
P.A. Trento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0097,0.9738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137
Piemonte,0.0,0.00215,0.0,0.0,0.0003,0.0,0.0001,0.0026125,0.010275,0.0,0.0,0.0,0.0,0.9845,0.0,0.0,0.0,0.0,0.0,0.0016625,0.0
Puglia,0.0,0.00415,0.0006166666666666668,0.003666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0027500000000000003,0.0,0.0,0.0,0.98885,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000399999999998,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989111111111112,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0006000000000000001,0.00367,0.0,0.00255,0.0105,0.00098,0.0006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97731,0.00318,0.0,0.0006000000000000001
Umbria,0.0,0.0,0.0,0.0,0.0,0.0,0.0262,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01065,0.96135,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353,0.0,0.0,0.0,0.0,0.0,0.9647,0.0
Veneto,0.0,0.0,0.0,0.0,0.0070571428571428564,0.006242857142857143,0.00017142857142857143,0.0,0.006857142857142858,0.0002142857142857143,0.000375,0.0005285714285714286,0.002357142857142857,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.9761142857142856
