p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.96705,0.0,0.0,0.0,0.0,0.0,0.017075,0.0,0.0,0.0051,0.006325,0.0,0.0,0.0,0.003175,0.0,0.0,0.001275,0.0,0.0,0.0
Basilicata,0.0,0.9435,0.01885,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.0094,0.99302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00322,0.0,0.0,0.0,0.0
Campania,0.0,0.0013,0.0013,0.98708,0.00066,0.0,0.0064,0.0,0.00066,0.0,0.0008399999999999999,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.000375
Emilia-Romagna,0.0,0.0,0.0,0.00014444444444444444,0.9731444444444444,0.00014444444444444444,0.0,0.0001625,0.015955555555555553,0.0014444444444444446,0.0,0.0,0.0003555555555555556,0.0005555555555555557,0.0,0.0,0.0,0.0025555555555555557,0.0,0.0,0.0056
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.96845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155
Lazio,0.006900000000000001,0.0,0.0,0.00998,0.00024,0.0,0.95586,0.0,0.00126,0.0032800000000000004,0.001725,0.0,0.0,0.001575,0.00015,0.0,0.0,0.0018399999999999998,0.015440000000000002,0.0,0.00252
Liguria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97375,0.003725,0.0,0.0,0.0,0.0,0.013475,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.009175,0.0,0.0,3.333333333333333e-05,0.9807583333333332,0.0,0.0,0.0,0.00025,0.00445,0.0,0.0,0.0,0.0002583333333333333,0.0,0.0,0.005075
Marche,0.00728,0.0,0.0,0.0,0.00374,0.0,0.0,0.0,0.00086,0.98222,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.00096,0.00162,0.0,0.00086
Molise,0.03305,0.0,0.0,0.0418,0.0,0.0,0.0174,0.0,0.0,0.0,0.88175,0.0,0.0,0.0,0.02605,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9543,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137
P.A. Trento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0116,0.9696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013
Piemonte,0.0,0.0,0.0,0.0,6.25e-05,0.0,0.0,0.0050625,0.014375,0.0,0.0,0.0,0.0,0.979775,0.0,0.0,0.0,0.0,0.0,0.000375,0.0003125
Puglia,0.0009333333333333332,0.00235,0.0015333333333333336,0.0018833333333333328,0.0,0.0,0.0,0.0,0.0,0.0,0.0037666666666666656,0.0,0.0,0.0,0.9895666666666668,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965799999999999,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989111111111112,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0,0.008180000000000002,0.0,0.00566,0.00596,0.00081,0.0,0.0,0.00025,0.00025,0.0,0.0,0.0,0.0,0.97236,0.004710000000000001,0.0,0.0019200000000000005
Umbria,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01965,0.9416,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241,0.0,0.0,0.0,0.0,0.0,0.9719,0.0
Veneto,0.0,0.0,0.0,0.00026000000000000003,0.008942857142857141,0.007985714285714287,0.00035714285714285714,0.0,0.006685714285714285,0.0,0.0,0.0004,0.0022285714285714287,0.0,0.00025,0.0,0.0,0.00038571428571428567,0.0,0.0,0.9726142857142857
