p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.973425,0.0,0.0,0.0,0.0,0.0,0.005675,0.0,0.0,0.014,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.95135,0.00875,0.01785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02195,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.00925,0.9885799999999999,0.00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064600000000000005,0.0,0.0,0.0,0.0
Campania,0.0,0.00348,0.00154,0.9756,0.0,0.0,0.01128,0.0,0.0,0.0007,0.00532,0.0,0.0,0.0,0.0015,0.0,0.0,0.00066,0.0,0.0,0.00035
Emilia-Romagna,0.0,0.0,0.0,0.00014444444444444444,0.9632222222222224,0.0,0.0,0.0,0.015944444444444445,0.006388888888888888,0.00026000000000000003,0.0,0.0,0.0013222222222222222,0.0005375,0.0,0.0,0.0038,0.0,0.0,0.008588888888888889
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.9625,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03695
Lazio,0.00486,0.0,0.0,0.011,0.0,0.0,0.95804,0.00015,0.00124,0.0,0.0,0.0,0.0,0.00155,0.0,0.0020666666666666667,0.0,0.00842,0.01248,0.0,0.00136
Liguria,0.0,0.0,0.0,0.0,0.003425,0.0,0.0004,0.95045,0.0028,0.0,0.0,0.0,0.0,0.0147,0.0,0.0,0.0,0.028175,0.0,0.0,0.0
Lombardia,0.0,0.0,0.0,0.0,0.007658333333333331,0.0,0.0002666666666666666,0.00013333333333333334,0.9782166666666668,0.0,0.0,0.00024166666666666664,0.000275,0.006874999999999999,0.0,0.0,0.0,0.00011666666666666668,0.0,0.00018181818181818183,0.0060999999999999995
Marche,0.016040000000000002,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0,0.9663799999999999,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.00278,0.0,0.0
Molise,0.0328,0.0,0.0,0.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.92155,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.9447,0.0461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046
P.A. Trento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0136,0.9547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024200000000000003
Piemonte,0.0,0.0,0.0,0.0,0.00045,0.0,0.0001,0.0039125,0.0235625,0.000425,0.0,0.0,0.0,0.9702625,0.0002,0.0,0.0,0.0,0.0,0.0011375,0.0003375
Puglia,0.0004333333333333333,0.0017666666666666664,0.0,0.0009333333333333332,0.0,0.0,0.0009333333333333332,0.0,0.0,0.0009333333333333332,0.0037166666666666663,0.0,0.0,0.0,0.9903833333333332,0.0,0.0,0.0009333333333333332,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.004625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9963,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.0032666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978222222222222,0.0,0.0,0.0,0.0
Toscana,0.0,0.0,0.0,0.0,0.007560000000000002,0.0,0.00176,0.01709,0.0006100000000000001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.96712,0.00507,0.0,0.0006100000000000001
Umbria,0.0,0.0,0.0,0.0,0.0054,0.0,0.0541,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,0.9138,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,0.0,0.0,0.0,0.9583,0.0
Veneto,0.0,0.0,0.0,0.00028,0.013657142857142856,0.009285714285714286,0.00038571428571428567,0.00030000000000000003,0.010671428571428571,0.0,0.0,0.0007857142857142856,0.004357142857142856,0.00022857142857142862,0.0,0.0,0.0,0.0,0.0,0.0,0.9603142857142856
