p1,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Abruzzo,0.949825,0.0,0.0,0.0015,0.00185,0.0,0.013525,0.0,0.0,0.02035,0.007025,0.0,0.0,0.0013,0.0046,0.0,0.0,0.0,0.0,0.0,0.0
Basilicata,0.0,0.8808,0.00805,0.033600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0775,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,0.0059,0.9837799999999999,0.00118,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.001475,0.0,0.008979999999999998,0.0,0.0,0.0,0.0
Campania,0.00056,0.006,0.0046,0.96644,0.0,0.0,0.011479999999999999,0.0,0.00136,0.0028,0.0025,0.0,0.0,0.0,0.00544,0.0,0.0004666666666666666,0.00028,0.0,0.0,0.0
Emilia-Romagna,0.00032222222222222217,0.0,0.0,0.0003333333333333333,0.9390111111111112,0.0,0.0009222222222222225,0.000725,0.02975555555555555,0.008744444444444445,0.0,0.0006444444444444443,0.0001333333333333333,0.000711111111111111,0.0,0.0004,0.0003,0.002977777777777777,0.0010666666666666665,0.0,0.014355555555555555
Friuli Venezia Giulia,0.0,0.0,0.0,0.0,0.0,0.948,0.0,0.0,0.0018,0.0,0.0,0.00275,0.0006666666666666666,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0465
Lazio,0.010579999999999999,0.0,0.0,0.01738,0.0,0.0,0.93022,0.0,0.00056,0.0064800000000000005,0.00435,0.0,0.0,0.0,0.0,0.0,0.0,0.00658,0.02374,0.0,0.00112
Liguria,0.0,0.0,0.0,0.0,0.000375,0.0,0.0,0.91215,0.0051,0.0,0.0,0.0,0.0,0.037275,0.0,0.0,0.0,0.04469999999999999,0.0,0.0005,0.0
Lombardia,0.0,0.0,0.0,0.0005909090909090907,0.016975,0.0,0.000275,0.0009583333333333332,0.9566166666666668,0.0001,0.0,0.00032500000000000004,0.0009416666666666666,0.011708333333333331,0.0,0.0,0.00098,0.001175,0.0,0.00041818181818181814,0.009566666666666666
Marche,0.01958,0.0,0.0,0.001875,0.014459999999999999,0.0,0.0055,0.0,0.0009,0.95112,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.00404,0.0,0.0008200000000000001
Molise,0.0357,0.0,0.0,0.0244,0.0,0.0,0.0122,0.0,0.0,0.0,0.90215,0.0,0.0,0.0,0.0255,0.0,0.0,0.0,0.0,0.0,0.0
P.A. Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.8939,0.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326
P.A. Trento,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.02,0.0013,0.0,0.0201,0.9088,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.042800000000000005
Piemonte,0.0,0.0,0.0,0.0,0.000675,0.0,0.0,0.0111875,0.03682499999999999,0.0,0.0,0.0,0.00035,0.94455,0.0,0.0,0.0,0.0,0.0,0.004275,0.0022375
Puglia,0.0036333333333333335,0.008933333333333333,0.0016,0.0016333333333333332,0.0009333333333333332,0.0,0.0016,0.0,0.00256,0.0,0.0047,0.0,0.0,0.0004,0.9743666666666668,0.0,0.0,0.0,0.0,0.0,0.0
Sardegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sicilia,0.0,0.0,0.002866666666666667,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972888888888888,0.0,0.0,0.0,0.0007199999999999999
Toscana,0.0,0.0,0.0,0.0011,0.007219999999999998,0.0010166666666666668,0.004680000000000001,0.01891,0.00133,0.0,0.0,0.0,0.0002375,0.0,0.0,0.0,0.0013166666666666667,0.95277,0.0116,0.0,0.0007699999999999999
Umbria,0.0,0.0,0.0,0.0,0.0037,0.0,0.04385,0.00185,0.0052,0.01475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236,0.90715,0.0,0.0
Valle d'Aosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0111,0.0,0.0,0.0,0.0,0.08489999999999999,0.0,0.0,0.0,0.0,0.0,0.9004,0.0
Veneto,0.0,0.0,0.0,0.0,0.01975714285714285,0.015428571428571432,0.00038571428571428567,0.0,0.013457142857142857,0.0004142857142857143,0.0,0.004571428571428572,0.00767142857142857,0.0008142857142857142,0.0,0.0,0.0014,0.0002,0.0,0.0,0.9365428571428572
