,北京,天津,河北,山西,内蒙古,辽宁,吉林,黑龙江,上海,江苏,浙江,安徽,福建,江西,山东,河南,湖北,湖南,广东,广西,海南,重庆,四川,贵州,云南,西藏,陕西,甘肃,青海,宁夏,新疆
AQI,65.02083333333334,161.91833333333338,163.3934880050505,151.4614962121212,107.55292824074074,141.87105558132342,113.78363315696649,124.53008012820511,55.00958333333333,76.84441282242064,82.38005163239538,121.26782118055556,67.37278549382717,66.58878787878788,90.40121399176952,159.54416608309992,111.15974358974357,60.07747803287983,55.1017361111111,39.101450892857144,30.128333333333337,43.54191176470589,57.71010416666667,22.24037037037037,38.37028149801587,38.92144097222223,147.21159722222222,84.5083760683761,60.790494791666674,110.28354166666665,120.46116691468254
PM2.5,46.40277777777778,124.15444444444445,128.17431502525253,116.21113846801349,80.8617824074074,108.84553539218716,84.81533509700176,95.3899626068376,39.309583333333336,55.80878809799382,59.16945233585859,91.23301215277777,47.400254629629636,47.850688131313134,66.31722050754458,122.07523712262685,83.41492521367522,42.809996456916096,35.492332551707555,23.40390625,11.261666666666667,28.669362745098038,40.51547784391534,13.709351851851851,21.40258556547619,20.075954861111107,112.21684561965813,53.860512820512824,38.58997395833333,84.88354166666667,89.7539310515873
PM10,55.65972222222222,129.84722222222223,171.32993055555553,159.41478535353534,106.24612268518517,143.7896026592455,112.47883597883597,116.33183760683758,27.17833333333333,70.81759259259259,84.22122790404042,98.84930989583333,56.927083333333336,58.358112373737384,97.11972736625512,142.83402719421102,93.3386111111111,48.022067743764175,54.44872234247233,39.0687003968254,27.643749999999997,41.725,53.29540674603175,17.51175925925926,34.16685267857143,35.484375,118.20487713675213,93.00662393162393,58.4296875,110.4986111111111,117.1734871031746
SO2,7.260416666666668,12.913888888888886,19.226994949494948,49.697655723905726,24.62326388888889,39.333696016285316,22.784854497354495,25.48205128205128,5.8116666666666665,9.345512290564374,7.2716089466089455,9.839327256944443,7.028626543209877,8.086218434343435,19.124734224965707,14.61309659975101,8.166495726495727,5.374058956916099,7.834191618566618,8.436755952380953,3.758333333333333,10.075490196078434,8.391669973544973,8.599722222222221,7.123759920634921,7.905381944444445,13.844981303418802,16.44871794871795,22.005208333333336,22.95138888888889,13.118725198412697
NO2,55.36111111111111,76.6472222222222,63.00707702020202,60.73852272727274,48.8842013888889,58.19345560193774,46.859303350970016,40.17916666666667,46.92875,37.367536789021166,43.42452200577201,38.70404079861111,20.85902777777778,27.29489898989899,45.65177469135802,42.422139939309055,25.044166666666662,22.431305272108848,26.876055194805197,23.428571428571427,11.183333333333332,34.242156862745105,27.224738756613753,15.11337962962963,16.29408482142857,18.357638888888886,40.22267895299145,27.95224358974359,29.39713541666667,35.16458333333334,39.33384176587302
O3,18.947916666666668,32.42222222222223,23.18839015151515,27.89666666666666,31.68969907407407,22.94378220985364,37.100683421516756,39.910309829059834,49.06208333333333,42.47512125220459,27.906157557720057,38.35126302083333,63.584876543209866,26.473244949494948,34.54899691358025,39.13051412231559,49.281292735042726,34.13860402494331,66.55691137566139,29.50372023809524,71.10416666666667,18.852450980392156,22.68236111111111,30.82680555555556,55.348896329365076,56.25694444444444,35.59973557692308,45.3059829059829,54.41666666666667,39.15555555555556,43.47955109126984
CO,0.8777777777777779,2.0083333333333333,2.2764646464646465,2.059709595959596,2.322505787037038,2.379167182024325,1.8928615520282186,2.605309829059829,1.1958333333333333,1.974281787367725,1.6356263528138528,1.7873307291666665,2.442199074074074,1.514643308080808,1.700476680384088,1.762861811391223,1.619471153846154,1.6811918934240364,1.560070646945647,1.3834573412698412,1.9310416666666668,1.7406862745098035,1.5769675925925926,1.182453703703704,1.0793712797619048,3.725347222222222,1.9971047008547012,1.3593269230769232,1.973046875,2.6636805555555556,3.089578373015873
