»’∆⁄,µÿ«¯,–¬‘ˆ»∑’Ô,–¬‘ˆ÷Œ”˙,–¬‘ˆÀ¿Õˆ,¿€º∆»∑’Ô,¿€º∆÷Œ”˙,¿€º∆À¿Õˆ,«®»Î÷∏ ˝,«®≥ˆ÷∏ ˝,Œ¬∂», ™∂»,aqi,“Ω¡∆æ»÷Œ“Ω‘∫,∑¢»»√≈’Ô,»Àø⁄
20200202,∂˜ ©,6.0,4.0,0,111.0,5.0,0,0.1629072,0.1617084,6.79,92.79,58.17,93.0,93.0,329.03
20200202,œ…Ã“,29.0,0,0,169.0,0,3.0,0.0554364,0.0469476,8.96,78.83,-1.0,26.0,25.0,117.51
20200202,ÃÏ√≈,16.0,0,3.0,115.0,0,10.0,0.071604,0.0556956,8.5,87.0,-1.0,25.0,25.0,141.89
20200203,Œ‰∫∫,1242.0,79.0,48.0,6384.0,270.0,313.0,0.4045464,0.2121552,6.58,80.25,97.29,70.0,63.0,978.54
20200203,ª∆ Ø,71.0,1.0,0,405.0,10.0,2.0,0.0630504,0.0637632,8.0,82.08,74.33,15.0,14.0,242.93
20200203, Æ—ﬂ,35.0,4.0,0,291.0,6.0,0,0.0647676,0.0745848,6.88,62.92,74.42,84.0,84.0,334.08
20200203,“À≤˝,60.0,1.0,2.0,452.0,2.0,3.0,0.0962928,0.1058184,8.54,69.33,70.5,24.0,23.0,405.97
20200203,œÂ—Ù,84.0,0,1.0,632.0,0,1.0,0.085374,0.0913356,7.87,61.48,142.65,98.0,98.0,550.03
20200203,∂ı÷›,26.0,2.0,3.0,332.0,4.0,18.0,0.04941,0.0517104,8.83,78.88,78.54,18.0,17.0,104.87
20200203,æ£√≈,55.0,0,3.0,400.0,6.0,14.0,0.0651564,0.0747468,9.46,51.67,111.75,12.0,12.0,287.37
20200203,–¢∏–,202.0,2.0,3.0,1120.0,4.0,17.0,0.1000512,0.106758,6.96,78.43,98.91,31.0,30.0,481.45
20200203,æ£÷›,114.0,3.0,1.0,613.0,7.0,7.0,0.119394,0.136242,8.29,78.29,82.58,38.0,38.0,569.17
20200203,ª∆∏‘,176.0,9.0,2.0,1422.0,43.0,19.0,0.1123632,0.1339092,6.83,84.12,78.79,21.0,21.0,616.21
20200203,œÃƒ˛,52.0,0,0,348.0,1.0,0,0.0493128,0.0713124,7.87,83.17,73.75,46.0,46.0,246.26
20200203,ÀÊ÷›,183.0,0,1.0,641.0,3.0,6.0,0.0306504,0.0381348,6.0,72.46,135.71,54.0,54.0,216.22
20200203,∂˜ ©,12.0,0,0,123.0,5.0,0,0.121176,0.1298916,7.75,81.62,45.83,93.0,93.0,329.03
20200203,œ…Ã“,19.0,0,0,188.0,0,3.0,0.0404676,0.0416988,7.71,84.08,-1.0,26.0,25.0,117.51
20200203,ÃÏ√≈,2.0,0,0,117.0,0,10.0,0.043416,0.0500256,7.04,79.79,-1.0,25.0,25.0,141.89
20200204,Œ‰∫∫,1967.0,65.0,49.0,8351.0,335.0,362.0,0.4078512,0.2334096,6.33,78.33,88.5,70.0,63.0,978.54
20200204,ª∆ Ø,104.0,8.0,0,509.0,18.0,2.0,0.0593244,0.05994,8.0,73.63,69.5,15.0,14.0,242.93
20200204, Æ—ﬂ,27.0,3.0,0,318.0,9.0,0,0.067716,0.0682668,7.21,68.04,103.04,84.0,84.0,334.08
20200204,“À≤˝,44.0,7.0,1.0,496.0,9.0,4.0,0.09234,0.1093824,8.79,62.04,101.0,24.0,23.0,405.97
20200204,œÂ—Ù,103.0,6.0,1.0,735.0,6.0,2.0,0.08667,0.0929556,8.29,66.71,161.46,98.0,98.0,550.03
20200204,∂ı÷›,50.0,2.0,0,382.0,6.0,18.0,0.045684,0.047952,9.04,69.75,80.21,18.0,17.0,104.87
20200204,æ£√≈,22.0,10.0,2.0,422.0,16.0,16.0,0.0696276,0.070308,9.52,63.09,152.78,12.0,12.0,287.37
20200204,–¢∏–,342.0,2.0,1.0,1462.0,6.0,18.0,0.1044252,0.1075032,6.38,78.71,110.29,31.0,30.0,481.45
20200204,æ£÷›,100.0,3.0,2.0,713.0,10.0,9.0,0.1217268,0.1385748,7.78,80.87,106.74,38.0,38.0,569.17
20200204,ª∆∏‘,223.0,11.0,6.0,1645.0,54.0,25.0,0.1146636,0.1370844,8.21,72.29,88.58,21.0,21.0,616.21
20200204,œÃƒ˛,36.0,1.0,0,384.0,2.0,0,0.0468828,0.069012,8.04,74.83,69.13,46.0,46.0,246.26
20200204,ÀÊ÷›,65.0,6.0,2.0,706.0,9.0,8.0,0.0323028,0.0392364,6.17,72.33,124.46,54.0,54.0,216.22
20200204,∂˜ ©,15.0,1.0,0,138.0,6.0,0,0.1223748,0.125064,6.5,84.08,59.29,93.0,93.0,329.03
20200204,œ…Ã“,37.0,0,1.0,225.0,0,4.0,0.0420876,0.0424116,7.46,80.17,-1.0,26.0,25.0,117.51
20200204,ÃÏ√≈,11.0,0,0,128.0,0,10.0,0.03969,0.0549828,6.83,81.25,-1.0,25.0,25.0,141.89
20200205,Œ‰∫∫,1766.0,63.0,52.0,10117.0,398.0,414.0,0.3692304,0.2751408,7.0,74.92,122.21,70.0,63.0,978.54
20200205,ª∆ Ø,57.0,7.0,0,566.0,25.0,2.0,0.056052,0.0585468,9.54,67.42,66.0,15.0,14.0,242.93
20200205, Æ—ﬂ,35.0,5.0,0,353.0,14.0,0,0.0701136,0.066744,3.52,77.09,155.74,84.0,84.0,334.08
20200205,“À≤˝,67.0,0,2.0,563.0,9.0,6.0,0.0956448,0.0921456,8.74,72.35,134.3,24.0,23.0,405.97
20200205,œÂ—Ù,52.0,3.0,0,787.0,9.0,2.0,0.088452,0.0911412,3.17,78.58,182.21,98.0,98.0,550.03
20200205,∂ı÷›,41.0,2.0,0,423.0,8.0,18.0,0.048762,0.0443232,10.13,62.29,76.96,18.0,17.0,104.87
20200205,æ£√≈,86.0,5.0,1.0,508.0,21.0,17.0,0.0690444,0.0715716,6.26,72.91,184.43,12.0,12.0,287.37
20200205,–¢∏–,424.0,3.0,7.0,1886.0,9.0,25.0,0.1105164,0.1021248,7.65,76.48,143.09,31.0,30.0,481.45
20200205,æ£÷›,88.0,9.0,1.0,801.0,19.0,10.0,0.1205604,0.1369224,7.65,79.78,124.78,38.0,38.0,569.17
20200205,ª∆∏‘,162.0,10.0,4.0,1807.0,64.0,29.0,0.12393,0.1257444,8.83,68.35,82.52,21.0,21.0,616.21
20200205,œÃƒ˛,15.0,1.0,1.0,399.0,3.0,1.0,0.0485028,0.0631152,10.22,62.74,60.22,46.0,46.0,246.26
20200205,ÀÊ÷›,128.0,0,1.0,834.0,9.0,9.0,0.0320112,0.03564,4.52,78.13,152.87,54.0,54.0,216.22
20200205,∂˜ ©,6.0,4.0,0,144.0,10.0,0,0.1168992,0.120042,7.3,84.87,73.22,93.0,93.0,329.03
20200205,œ…Ã“,40.0,0,1.0,265.0,0,5.0,0.0440964,0.0418284,8.5,75.96,-1.0,26.0,25.0,117.51
20200205,ÃÏ√≈,10.0,1.0,0,138.0,1.0,10.0,0.0483408,0.049572,8.04,73.22,-1.0,25.0,25.0,141.89
20200206,Œ‰∫∫,1501.0,103.0,64.0,11618.0,501.0,478.0,0.3693276,0.2769876,5.0,92.08,60.75,70.0,63.0,978.54
20200206,ª∆ Ø,69.0,6.0,0,635.0,31.0,2.0,0.0583524,0.0619812,7.04,90.96,39.42,15.0,14.0,242.93
20200206, Æ—ﬂ,42.0,10.0,0,395.0,24.0,0,0.0669708,0.0653508,0.54,93.04,41.62,84.0,84.0,334.08
20200206,“À≤˝,47.0,2.0,1.0,610.0,11.0,7.0,0.1005372,0.1037448,4.67,97.92,82.12,24.0,23.0,405.97
20200206,œÂ—Ù,51.0,19.0,1.0,838.0,28.0,3.0,0.0862812,0.0877392,0.0,96.75,57.87,98.0,98.0,550.03
20200206,∂ı÷›,48.0,1.0,0,471.0,9.0,18.0,0.0448416,0.0445824,7.13,85.96,55.67,18.0,17.0,104.87
20200206,æ£√≈,45.0,3.0,0,553.0,24.0,17.0,0.066096,0.0726408,0.17,93.04,53.58,12.0,12.0,287.37
20200206,–¢∏–,255.0,16.0,0,2141.0,25.0,25.0,0.1064664,0.1057536,4.42,98.46,58.96,31.0,30.0,481.45
20200206,æ£÷›,84.0,4.0,0,885.0,23.0,10.0,0.13365,0.1424304,2.38,94.29,65.25,38.0,38.0,569.17
20200206,ª∆∏‘,90.0,6.0,3.0,1897.0,70.0,32.0,0.1254528,0.129114,6.17,92.25,60.5,21.0,21.0,616.21
20200206,œÃƒ˛,44.0,3.0,0,443.0,6.0,1.0,0.0594216,0.0691092,5.67,95.29,39.75,46.0,46.0,246.26
20200206,ÀÊ÷›,81.0,0,0,915.0,9.0,9.0,0.0298728,0.0331128,2.0,91.04,55.83,54.0,54.0,216.22
20200206,∂˜ ©,13.0,0,0,157.0,10.0,0,0.159408,0.1154088,7.08,86.29,44.42,93.0,93.0,329.03
20200206,œ…Ã“,42.0,11.0,0,307.0,11.0,5.0,0.0459756,0.0416988,4.42,93.17,-1.0,26.0,25.0,117.51
20200206,ÃÏ√≈,25.0,0,0,163.0,1.0,10.0,0.0485028,0.0527796,3.75,96.79,-1.0,25.0,25.0,141.89
20200207,Œ‰∫∫,1985.0,164.0,67.0,13603.0,665.0,545.0,0.3564324,0.2719656,4.0,84.96,25.71,70.0,63.0,978.54
20200207,ª∆ Ø,68.0,12.0,0,703.0,43.0,2.0,0.0608796,0.0573804,4.96,91.17,25.96,15.0,14.0,242.93
20200207, Æ—ﬂ,43.0,9.0,0,438.0,33.0,0,0.069822,0.0660312,2.92,84.25,35.75,84.0,84.0,334.08
20200207,“À≤˝,23.0,13.0,1.0,633.0,24.0,8.0,0.0976212,0.0953532,3.87,86.75,46.79,24.0,23.0,405.97
20200207,œÂ—Ù,69.0,2.0,2.0,907.0,30.0,5.0,0.087642,0.0858924,2.58,82.29,68.5,98.0,98.0,550.03
20200207,∂ı÷›,98.0,2.0,2.0,569.0,11.0,20.0,0.047466,0.0495072,5.25,86.12,40.71,18.0,17.0,104.87
20200207,æ£√≈,35.0,12.0,1.0,588.0,36.0,18.0,0.0695304,0.0676512,2.46,83.46,57.25,12.0,12.0,287.37
20200207,–¢∏–,172.0,13.0,1.0,2313.0,38.0,26.0,0.0998892,0.1019952,4.0,91.0,38.17,31.0,30.0,481.45
20200207,æ£÷›,56.0,7.0,1.0,941.0,30.0,11.0,0.1308312,0.1294704,3.58,83.38,43.04,38.0,38.0,569.17
20200207,ª∆∏‘,144.0,37.0,4.0,2041.0,107.0,36.0,0.1237356,0.1300212,4.5,90.21,38.58,21.0,21.0,616.21
20200207,œÃƒ˛,33.0,6.0,1.0,476.0,12.0,2.0,0.0529092,0.058968,3.79,96.04,35.33,46.0,46.0,246.26
20200207,ÀÊ÷›,38.0,14.0,0,953.0,23.0,9.0,0.0323676,0.0339876,2.92,82.38,47.46,54.0,54.0,216.22
20200207,∂˜ ©,3.0,3.0,0,160.0,13.0,0,0.1212408,0.1169964,8.0,81.54,29.88,93.0,93.0,329.03
20200207,œ…Ã“,52.0,3.0,0,359.0,14.0,5.0,0.042768,0.0405324,3.58,84.96,-1.0,26.0,25.0,117.51
20200207,ÃÏ√≈,16.0,0,0,179.0,1.0,10.0,0.0438696,0.050868,3.25,89.75,-1.0,25.0,25.0,141.89
20200208,Œ‰∫∫,1379.0,179.0,63.0,14982.0,844.0,608.0,0.3365388,0.2824632,5.5,81.17,32.96,70.0,63.0,978.54
20200208,ª∆ Ø,57.0,10.0,0,760.0,53.0,2.0,0.0586116,0.0580932,6.08,85.62,33.88,15.0,14.0,242.93
20200208, Æ—ﬂ,29.0,7.0,0,467.0,40.0,0,0.0746172,0.0638928,4.96,81.67,31.83,84.0,84.0,334.08
20200208,“À≤˝,78.0,12.0,0,711.0,36.0,8.0,0.0972324,0.0957096,6.92,77.67,56.42,24.0,23.0,405.97
20200208,œÂ—Ù,81.0,9.0,2.0,988.0,39.0,7.0,0.0900396,0.08586,6.0,73.17,55.33,98.0,98.0,550.03
20200208,∂ı÷›,70.0,31.0,1.0,639.0,42.0,21.0,0.0439992,0.046656,6.46,82.46,45.5,18.0,17.0,104.87
20200208,æ£√≈,75.0,12.0,1.0,663.0,48.0,19.0,0.0716688,0.0684612,5.54,77.37,56.33,12.0,12.0,287.37
20200208,–¢∏–,123.0,7.0,3.0,2436.0,45.0,29.0,0.104166,0.1005696,5.54,83.33,38.96,31.0,30.0,481.45
20200208,æ£÷›,56.0,4.0,2.0,997.0,34.0,13.0,0.1330344,0.1269756,6.46,77.88,41.71,38.0,38.0,569.17
20200208,ª∆∏‘,100.0,32.0,7.0,2141.0,139.0,43.0,0.1251936,0.1288872,6.0,86.33,44.96,21.0,21.0,616.21
20200208,œÃƒ˛,17.0,11.0,2.0,493.0,23.0,4.0,0.0542052,0.05265,4.92,89.71,39.67,46.0,46.0,246.26
20200208,ÀÊ÷›,31.0,0,0,984.0,23.0,9.0,0.0333396,0.0332424,4.67,76.96,41.29,54.0,54.0,216.22
20200208,∂˜ ©,11.0,7.0,0,171.0,20.0,0,0.1165104,0.1153764,8.5,79.83,34.12,93.0,93.0,329.03
20200208,œ…Ã“,20.0,2.0,0,379.0,16.0,5.0,0.0416016,0.0414072,5.42,80.17,-1.0,26.0,25.0,117.51
20200208,ÃÏ√≈,18.0,0,0,197.0,1.0,10.0,0.0496692,0.0482112,4.67,84.96,-1.0,25.0,25.0,141.89
20200209,Œ‰∫∫,1921.0,167.0,73.0,16903.0,1011.0,681.0,0.3618108,0.287874,5.96,80.04,44.3,70.0,63.0,978.54
20200209,ª∆ Ø,52.0,14.0,1.0,812.0,67.0,3.0,0.0569916,0.059616,6.61,79.26,54.35,15.0,14.0,242.93
20200209, Æ—ﬂ,14.0,6.0,0,481.0,46.0,0,0.0771444,0.067392,7.7,69.13,30.09,84.0,84.0,334.08
20200209,“À≤˝,45.0,7.0,0,756.0,43.0,8.0,0.0993384,0.100926,8.61,72.26,69.04,24.0,23.0,405.97
20200209,œÂ—Ù,57.0,2.0,2.0,1045.0,41.0,9.0,0.095742,0.0915948,7.87,73.65,66.0,98.0,98.0,550.03
20200209,∂ı÷›,89.0,6.0,3.0,728.0,48.0,24.0,0.0444528,0.0474336,7.09,80.61,57.39,18.0,17.0,104.87
20200209,æ£√≈,12.0,15.0,1.0,675.0,63.0,20.0,0.0736776,0.0723492,7.22,74.96,73.78,12.0,12.0,287.37
20200209,–¢∏–,105.0,36.0,4.0,2541.0,81.0,33.0,0.1050408,0.1057212,6.04,82.17,39.7,31.0,30.0,481.45
20200209,æ£÷›,48.0,12.0,2.0,1045.0,46.0,15.0,0.1324836,0.1282716,7.61,77.52,40.87,38.0,38.0,569.17
20200209,ª∆∏‘,115.0,52.0,2.0,2256.0,191.0,45.0,0.1252584,0.1275912,5.96,84.65,59.22,21.0,21.0,616.21
20200209,œÃƒ˛,14.0,21.0,0,507.0,44.0,4.0,0.0506088,0.0499608,6.04,82.0,40.0,46.0,46.0,246.26
20200209,ÀÊ÷›,65.0,0,1.0,1049.0,23.0,10.0,0.0341496,0.03402,6.74,71.7,52.52,54.0,54.0,216.22
20200209,∂˜ ©,21.0,4.0,0,192.0,24.0,0,0.118746,0.1171584,10.26,65.65,52.91,93.0,93.0,329.03
20200209,œ…Ã“,37.0,0,2.0,416.0,16.0,7.0,0.0425412,0.0418608,6.65,78.91,-1.0,26.0,25.0,117.51
20200209,ÃÏ√≈,20.0,9.0,0,217.0,10.0,10.0,0.049734,0.0487296,6.65,79.87,-1.0,25.0,25.0,141.89
20200210,Œ‰∫∫,1552.0,162.0,67.0,18455.0,1173.0,748.0,0.41715,0.2748492,8.17,83.96,59.35,70.0,63.0,978.54
20200210,ª∆ Ø,30.0,15.0,2.0,842.0,82.0,5.0,0.0611388,0.062046,7.62,89.0,65.46,15.0,14.0,242.93
20200210, Æ—ﬂ,24.0,13.0,1.0,505.0,59.0,1.0,0.0767556,0.0728352,7.83,65.96,33.58,84.0,84.0,334.08
20200210,“À≤˝,23.0,9.0,0,779.0,52.0,8.0,0.1003752,0.105138,9.52,75.91,96.83,24.0,23.0,405.97
20200210,œÂ—Ù,44.0,7.0,3.0,1089.0,48.0,12.0,0.1037124,0.0951264,9.04,73.33,71.5,98.0,98.0,550.03
20200210,∂ı÷›,65.0,13.0,2.0,793.0,61.0,26.0,0.0450036,0.0506736,8.43,82.7,72.13,18.0,17.0,104.87
20200210,æ£√≈,15.0,6.0,1.0,690.0,69.0,21.0,0.0708264,0.0733536,8.3,77.22,66.43,12.0,12.0,287.37
20200210,–¢∏–,101.0,58.0,8.0,2642.0,139.0,41.0,0.1034532,0.10692,8.39,91.04,46.52,31.0,30.0,481.45
20200210,æ£÷›,30.0,10.0,2.0,1075.0,56.0,17.0,0.1374408,0.1390284,9.35,81.74,47.22,38.0,38.0,569.17
20200210,ª∆∏‘,80.0,90.0,7.0,2336.0,281.0,52.0,0.1345896,0.1350756,7.46,87.33,71.08,21.0,21.0,616.21
20200210,œÃƒ˛,8.0,7.0,1.0,515.0,51.0,5.0,0.05103,0.0530712,7.0,93.5,44.58,46.0,46.0,246.26
20200210,ÀÊ÷›,46.0,3.0,2.0,1095.0,26.0,12.0,0.0322056,0.036612,7.62,76.46,60.79,54.0,54.0,216.22
20200210,∂˜ ©,8.0,7.0,2.0,200.0,31.0,2.0,0.1142748,0.1198476,9.91,73.22,60.35,93.0,93.0,329.03
20200210,œ…Ã“,22.0,25.0,4.0,438.0,41.0,11.0,0.0474984,0.0425412,8.33,86.62,-1.0,26.0,25.0,117.51
20200210,ÃÏ√≈,44.0,2.0,0,261.0,12.0,10.0,0.0487296,0.0519372,8.75,80.92,-1.0,25.0,25.0,141.89
20200211,Œ‰∫∫,1104.0,171.0,72.0,19559.0,1344.0,820.0,0.342468,0.2697948,9.42,88.0,41.83,70.0,63.0,978.54
20200211,ª∆ Ø,39.0,14.0,1.0,881.0,96.0,6.0,0.0551772,0.0598428,9.04,94.38,32.62,15.0,14.0,242.93
20200211, Æ—ﬂ,31.0,11.0,0,536.0,70.0,1.0,0.0739044,0.0702432,8.29,78.0,49.46,84.0,84.0,334.08
20200211,“À≤˝,12.0,10.0,0,791.0,62.0,8.0,0.098658,0.0964872,9.25,90.04,81.17,24.0,23.0,405.97
20200211,œÂ—Ù,25.0,11.0,0,1114.0,59.0,12.0,0.1019304,0.0938304,7.96,88.96,68.71,98.0,98.0,550.03
20200211,∂ı÷›,71.0,11.0,2.0,864.0,72.0,28.0,0.0412776,0.045036,9.42,90.17,49.79,18.0,17.0,104.87
20200211,æ£√≈,40.0,12.0,3.0,730.0,81.0,24.0,0.070146,0.0715392,8.25,88.33,71.17,12.0,12.0,287.37
20200211,–¢∏–,109.0,40.0,4.0,2751.0,179.0,45.0,0.0987552,0.103194,9.25,96.29,46.04,31.0,30.0,481.45
20200211,æ£÷›,35.0,24.0,4.0,1110.0,80.0,21.0,0.1285956,0.1359828,10.33,88.96,43.33,38.0,38.0,569.17
20200211,ª∆∏‘,66.0,59.0,2.0,2402.0,340.0,54.0,0.1207548,0.133974,8.75,94.33,42.33,21.0,21.0,616.21
20200211,œÃƒ˛,10.0,14.0,1.0,525.0,65.0,6.0,0.0494748,0.0510624,8.67,96.5,21.08,46.0,46.0,246.26
20200211,ÀÊ÷›,34.0,25.0,0,1129.0,51.0,12.0,0.0321732,0.0350244,7.88,84.38,42.96,54.0,54.0,216.22
20200211,∂˜ ©,8.0,7.0,1.0,208.0,38.0,3.0,0.1149876,0.114696,11.62,71.29,57.92,93.0,93.0,329.03
20200211,œ…Ã“,22.0,2.0,2.0,460.0,43.0,13.0,0.041958,0.042606,9.71,89.5,-1.0,26.0,25.0,117.51
20200211,ÃÏ√≈,32.0,0,0,293.0,12.0,10.0,0.0463644,0.0506736,9.25,94.33,-1.0,25.0,25.0,141.89
20200212,Œ‰∫∫,13436.0,538.0,216.0,32995.0,1882.0,1036.0,0.3321648,0.2855412,9.92,87.71,39.0,70.0,63.0,978.54
20200212,ª∆ Ø,37.0,17.0,3.0,918.0,113.0,9.0,0.0677484,0.06156,10.22,89.13,39.04,15.0,14.0,242.93
20200212, Æ—ﬂ,26.0,11.0,0,562.0,81.0,1.0,0.0727056,0.0699516,10.04,81.08,67.04,84.0,84.0,334.08
20200212,“À≤˝,26.0,10.0,3.0,817.0,72.0,11.0,0.100764,0.0973296,11.37,87.0,98.62,24.0,23.0,405.97
20200212,œÂ—Ù,13.0,6.0,1.0,1127.0,65.0,13.0,0.099306,0.0925668,8.65,90.91,82.17,98.0,98.0,550.03
20200212,∂ı÷›,204.0,23.0,2.0,1068.0,95.0,30.0,0.0499932,0.0483732,11.48,85.57,45.61,18.0,17.0,104.87
20200212,æ£√≈,231.0,11.0,0,961.0,92.0,24.0,0.0715068,0.0721224,10.04,87.58,80.58,12.0,12.0,287.37
20200212,–¢∏–,123.0,28.0,4.0,2874.0,207.0,49.0,0.1053324,0.1039068,9.83,93.13,37.5,31.0,30.0,481.45
20200212,æ£÷›,321.0,22.0,2.0,1431.0,102.0,23.0,0.1341684,0.1404216,10.67,94.29,35.29,38.0,38.0,569.17
20200212,ª∆∏‘,264.0,89.0,4.0,2666.0,429.0,58.0,0.1376676,0.1370844,10.12,89.08,39.88,21.0,21.0,616.21
20200212,œÃƒ˛,9.0,19.0,1.0,534.0,84.0,7.0,0.0550152,0.0520668,11.22,87.83,18.78,46.0,46.0,246.26
20200212,ÀÊ÷›,31.0,11.0,2.0,1160.0,62.0,14.0,0.0355428,0.0315576,7.12,89.38,39.96,54.0,54.0,216.22
20200212,∂˜ ©,26.0,10.0,1.0,234.0,48.0,4.0,0.11259,0.1215972,10.12,73.54,62.04,93.0,93.0,329.03
20200212,œ…Ã“,20.0,5.0,3.0,480.0,48.0,16.0,0.043902,0.04536,10.33,90.75,-1.0,26.0,25.0,117.51
20200212,ÃÏ√≈,69.0,1.0,0,362.0,13.0,10.0,0.0502848,0.0532332,10.0,93.7,-1.0,25.0,25.0,141.89
20200213,Œ‰∫∫,3910.0,370.0,88.0,36905.0,2252.0,1124.0,0.3835836,0.305532,12.04,88.3,35.83,70.0,63.0,978.54
20200213,ª∆ Ø,32.0,24.0,2.0,950.0,137.0,11.0,0.0678132,0.0676188,13.96,88.22,22.65,15.0,14.0,242.93
20200213, Æ—ﬂ,24.0,8.0,1.0,586.0,89.0,2.0,0.0759456,0.0719604,10.87,82.29,68.71,84.0,84.0,334.08
20200213,“À≤˝,67.0,9.0,2.0,884.0,81.0,13.0,0.0996624,0.1026756,12.0,90.65,89.0,24.0,23.0,405.97
20200213,œÂ—Ù,10.0,7.0,3.0,1137.0,72.0,16.0,0.108216,0.1014444,10.39,88.52,70.13,98.0,98.0,550.03
20200213,∂ı÷›,69.0,21.0,2.0,1137.0,116.0,32.0,0.0459432,0.0504792,14.74,83.48,36.7,18.0,17.0,104.87
20200213,æ£√≈,21.0,13.0,1.0,982.0,105.0,25.0,0.0744228,0.07371,10.79,93.5,61.25,12.0,12.0,287.37
20200213,–¢∏–,135.0,48.0,8.0,3009.0,255.0,57.0,0.1105164,0.1103868,10.92,96.92,42.96,31.0,30.0,481.45
20200213,æ£÷›,54.0,57.0,4.0,1485.0,159.0,27.0,0.13446,0.1482624,12.12,94.75,37.71,38.0,38.0,569.17
20200213,ª∆∏‘,163.0,77.0,1.0,2829.0,506.0,59.0,0.1316088,0.1627452,12.88,89.29,33.08,21.0,21.0,616.21
20200213,œÃƒ˛,200.0,15.0,1.0,734.0,99.0,8.0,0.0636984,0.0569916,15.3,83.61,19.74,46.0,46.0,246.26
20200213,ÀÊ÷›,46.0,10.0,2.0,1206.0,72.0,16.0,0.033696,0.0369684,10.09,91.0,42.39,54.0,54.0,216.22
20200213,∂˜ ©,8.0,10.0,0,242.0,58.0,4.0,0.1150848,0.1209168,12.21,75.92,89.0,93.0,93.0,329.03
20200213,œ…Ã“,20.0,10.0,1.0,500.0,58.0,17.0,0.0414396,0.0462348,12.17,91.3,-1.0,26.0,25.0,117.51
20200213,ÃÏ√≈,54.0,8.0,0,416.0,21.0,10.0,0.0497664,0.0535572,9.92,96.62,-1.0,25.0,25.0,141.89
20200214,Œ‰∫∫,1923.0,486.0,107.0,38828.0,2738.0,1231.0,0.3976452,0.313632,13.42,90.04,37.67,70.0,63.0,978.54
20200214,ª∆ Ø,37.0,33.0,2.0,987.0,170.0,13.0,0.0671004,0.078246,15.79,91.54,25.5,15.0,14.0,242.93
20200214, Æ—ﬂ,12.0,11.0,0,598.0,100.0,2.0,0.0552744,0.0961956,8.88,71.96,90.71,84.0,84.0,334.08
20200214,“À≤˝,29.0,11.0,2.0,913.0,92.0,15.0,0.097848,0.109836,13.62,77.54,98.25,24.0,23.0,405.97
20200214,œÂ—Ù,17.0,12.0,2.0,1154.0,84.0,18.0,0.1021896,0.1021572,10.0,78.13,91.21,98.0,98.0,550.03
20200214,∂ı÷›,67.0,83.0,1.0,1204.0,199.0,33.0,0.0441936,0.0494424,15.92,84.75,28.92,18.0,17.0,104.87
20200214,æ£√≈,6.0,7.0,3.0,988.0,112.0,28.0,0.080028,0.0764316,12.0,76.0,86.04,12.0,12.0,287.37
20200214,–¢∏–,105.0,58.0,5.0,3114.0,313.0,62.0,0.1107432,0.11178,13.0,94.71,40.79,31.0,30.0,481.45
20200214,æ£÷›,43.0,33.0,5.0,1528.0,192.0,32.0,0.1372788,0.1642032,12.88,83.33,63.67,38.0,38.0,569.17
20200214,ª∆∏‘,26.0,107.0,9.0,2855.0,613.0,68.0,0.138186,0.185652,14.08,91.92,30.0,21.0,21.0,616.21
20200214,œÃƒ˛,108.0,28.0,0,842.0,127.0,8.0,0.0601344,0.0590004,15.21,91.58,25.67,46.0,46.0,246.26
20200214,ÀÊ÷›,28.0,24.0,3.0,1234.0,96.0,19.0,0.033696,0.0410508,11.67,85.25,62.17,54.0,54.0,216.22
20200214,∂˜ ©,7.0,13.0,0,249.0,71.0,4.0,0.1099008,0.1296972,13.04,84.35,124.39,93.0,93.0,329.03
20200214,œ…Ã“,14.0,5.0,0,514.0,63.0,17.0,0.0464616,0.0499608,12.83,92.75,-1.0,26.0,25.0,117.51
20200214,ÃÏ√≈,8.0,0,0,424.0,21.0,10.0,0.0508032,0.0566028,12.62,92.79,-1.0,25.0,25.0,141.89
20200215,Œ‰∫∫,1548.0,413.0,110.0,40376.0,3151.0,1341.0,0.3819636,0.3047544,2.62,90.87,30.42,70.0,63.0,978.54
20200215,ª∆ Ø,8.0,22.0,1.0,995.0,192.0,14.0,0.0574452,0.077598,3.92,93.79,28.67,15.0,14.0,242.93
20200215, Æ—ﬂ,5.0,16.0,0,603.0,116.0,2.0,0.0505764,0.0692064,3.0,56.75,45.79,84.0,84.0,334.08
20200215,“À≤˝,0,48.0,6.0,913.0,140.0,21.0,0.0971028,0.0941868,3.33,88.71,31.13,24.0,23.0,405.97
20200215,œÂ—Ù,16.0,29.0,1.0,1170.0,113.0,19.0,0.1165752,0.0947052,2.04,77.96,32.29,98.0,98.0,550.03
20200215,∂ı÷›,38.0,23.0,1.0,1242.0,222.0,34.0,0.046818,0.0453276,4.17,88.83,33.17,18.0,17.0,104.87
20200215,æ£√≈,7.0,5.0,2.0,995.0,117.0,30.0,0.0843372,0.0858924,1.04,91.83,38.25,12.0,12.0,287.37
20200215,–¢∏–,87.0,40.0,3.0,3201.0,353.0,65.0,0.1144692,0.118584,2.29,94.5,34.88,31.0,30.0,481.45
20200215,æ£÷›,12.0,71.0,4.0,1540.0,263.0,36.0,0.140616,0.1631664,2.29,91.04,35.46,38.0,38.0,569.17
20200215,ª∆∏‘,6.0,105.0,7.0,2861.0,718.0,75.0,0.1461564,0.1714284,3.25,93.38,40.0,21.0,21.0,616.21
