日期,地区,新增确诊,新增治愈,新增死亡,累计确诊,累计治愈,累计死亡,迁入指数,迁出指数,温度,湿度,aqi,卫生人员,人口
20200121,上海,7.0,0,0,9.0,0,0,5.2280964,22.5761256,8.083333333333334,81.375,136.79166666666666,238225.0,2301.91
20200121,南京,0,0,0,0,0,0,3.802464,7.9508952,4.75,83.87500000000001,149.91666666666666,739314.0,800.47
20200121,杭州,0,0,0,1.0,0,0,3.8153268,12.0841956,6.583333333333332,75.37499999999999,123.50000000000001,589357.0,870.04
20200121,合肥,1.0,0,0,1.0,0,0,4.726674,6.459426,3.041666666666667,90.375,169.20833333333334,426956.0,570.2
20200121,福州,0,0,0,0,0,0,2.0034216,4.067658,12.374999999999998,64.58333333333334,56.375000000000014,318503.0,711.54
20200121,南昌,0,0,0,0,0,0,2.9305152,3.3349968,10.083333333333334,71.54166666666667,96.33333333333334,325847.0,504.26
20200121,济南,0,0,0,0,0,0,3.0182868,5.3128548,3.958333333333333,49.79166666666666,119.08333333333333,961360.0,681.4
20200121,郑州,1.0,0,0,1.0,0,0,5.3325216,11.9092356,2.25,64.83333333333334,154.04166666666669,863167.0,862.65
20200121,武汉,105.0,3.0,3.0,363.0,28.0,9.0,4.235166,10.7367444,5.583333333333334,87.54166666666666,119.83333333333333,521930.0,978.54
20200121,长沙,1.0,0,0,1.0,0,0,4.8143484,9.70137,9.375000000000002,73.66666666666667,90.87499999999999,557808.0,704.41
20200121,广州,2.0,0,0,2.0,0,0,7.0609644,22.0308984,17.34782608695652,72.5217391304348,52.95652173913044,918396.0,1270.08
20200121,南宁,0,0,0,0,0,0,4.0161744,5.6927448,12.666666666666666,100.00000000000003,67.54166666666667,420360.0,666.16
20200121,海口,0,0,0,0,0,0,1.6825644,2.91357,21.541666666666664,77.16666666666666,28.0,81387.0,204.62
20200121,重庆,6.0,0,0,6.0,0,0,10.562724,8.1833328,10.249999999999998,71.875,83.41666666666667,272794.0,2884.62
20200121,成都,1.0,0,0,1.0,0,0,7.5191328,19.1284092,8.666666666666664,72.70833333333334,120.37499999999997,746322.0,1404.76
20200121,贵阳,0,0,0,0,0,0,3.0782592,4.846554,11.25,87.33333333333336,30.083333333333336,323381.0,432.46
20200121,昆明,1.0,0,0,1.0,0,0,3.654396,6.9024312,11.749999999999998,46.458333333333336,29.75,389770.0,643.2
20200121,拉萨,0,0,0,0,0,0,0.3005424,0.4577148,-2.5000000000000004,20.666666666666668,27.250000000000004,36806.0,55.94
20200121,西安,0,0,0,0,0,0,5.7319812,10.4358132,3.0833333333333335,62.12500000000001,119.20833333333334,410896.0,846.78
20200121,兰州,0,0,0,0,0,0,1.7141544,2.4961608,-1.2500000000000002,57.29166666666667,100.45833333333333,207045.0,361.62
20200121,西宁,0,0,0,0,0,0,0.9591048,1.1704176,-4.291666666666665,49.875,99.625,59369.0,220.87
20200121,银川,1.0,0,0,1.0,0,0,1.2518712,1.7966124,-3.416666666666666,48.25000000000001,88.95833333333336,65764.0,199.31
20200121,乌鲁木齐,0,0,0,0,0,0,1.5001524,2.3899536,-6.875,69.91666666666666,197.70833333333331,227136.0,311.03
20200122,北京,4.0,0,0,14.0,0,0,5.9024376,23.8205448,-0.7391304347826089,51.73913043478262,86.52173913043478,326102.0,1961.2
20200122,天津,2.0,0,0,4.0,0,0,2.747358,6.6174732,1.8695652173913042,75.60869565217392,194.13043478260866,132525.0,1293.82
20200122,石家庄,1.0,0,0,1.0,0,0,2.7063396,4.035582,-0.6956521739130432,71.56521739130433,132.5217391304348,623974.0,1016.38
20200122,太原,1.0,0,0,1.0,0,0,2.0242224,4.9247676,-3.782608695652174,75.91304347826086,202.6521739130435,330891.0,420.16
20200122,呼和浩特,0,0,0,0,0,0,1.0440576,1.8820188,-8.304347826086957,70.08695652173913,162.04347826086956,241424.0,286.66
20200122,沈阳,1.0,0,0,1.0,0,0,2.447334,5.174928,-2.874999999999999,86.87500000000004,121.125,391919.0,810.62
20200122,长春,1.0,0,0,1.0,0,0,2.2073148,3.5060688,-6.130434782608696,78.78260869565216,104.0,241961.0,767.71
20200122,哈尔滨,1.0,0,0,1.0,0,0,2.7378648,3.391794,-15.999999999999996,74.22727272727273,125.0909090909091,299636.0,1063.6
20200122,上海,7.0,0,0,16.0,0,0,4.3067052,21.2782464,9.30434782608696,97.52173913043478,104.04347826086958,238225.0,2301.91
20200122,南京,0,0,0,0,0,0,3.1283172,8.5761504,6.608695652173916,99.99999999999997,100.34782608695653,739314.0,800.47
20200122,杭州,5.0,0,0,6.0,0,0,3.0761856,10.9652292,7.652173913043475,93.04347826086956,91.08695652173911,589357.0,870.04
20200122,合肥,4.0,0,0,5.0,0,0,4.3123428,6.948504,4.695652173913043,98.08695652173911,187.60869565217394,426956.0,570.2
20200122,福州,1.0,0,0,1.0,0,0,1.8048744,4.0437792,15.173913043478258,75.69565217391305,70.69565217391306,318503.0,711.54
20200122,南昌,1.0,0,0,1.0,0,0,2.4264036,3.432456,7.791666666666668,94.70833333333334,72.0,325847.0,504.26
20200122,济南,0,0,0,0,0,0,2.49561,6.0036228,4.304347826086957,65.60869565217389,145.65217391304347,961360.0,681.4
20200122,郑州,1.0,0,0,3.0,0,0,4.0876164,12.3805908,2.4782608695652177,76.65217391304347,207.65217391304347,863167.0,862.65
20200122,武汉,62.0,0,8.0,425.0,28.0,17.0,2.899152,11.8403208,5.434782608695652,92.7391304347826,109.65217391304348,521930.0,978.54
20200122,长沙,3.0,0,0,4.0,0,0,4.1150268,10.4538924,7.750000000000001,92.04166666666667,60.87500000000001,557808.0,704.41
20200122,广州,3.0,0,0,5.0,0,0,5.8505652,19.6357932,19.5,74.16666666666669,43.625,918396.0,1270.08
20200122,南宁,0,0,0,0,0,0,3.3770844,6.0841692,18.70833333333333,96.66666666666663,57.375,420360.0,666.16
20200122,海口,1.0,0,0,1.0,0,0,1.4635728,3.4458696,21.652173913043477,87.13043478260869,33.434782608695656,81387.0,204.62
20200122,重庆,3.0,0,0,9.0,0,0,8.7485184,8.2912896,11.347826086956522,73.52173913043477,84.39130434782611,272794.0,2884.62
20200122,成都,3.0,0,0,4.0,0,0,6.798816,20.8452852,9.333333333333336,74.79166666666667,138.04166666666666,746322.0,1404.76
20200122,贵阳,1.0,0,0,1.0,0,0,2.5694496,5.235354,9.217391304347826,86.43478260869566,46.000000000000014,323381.0,432.46
20200122,昆明,0,0,0,1.0,0,0,3.1660632,7.1823348,12.173913043478262,42.78260869565218,32.26086956521739,389770.0,643.2
20200122,拉萨,0,0,0,0,0,0,0.2849256,0.4223988,0.9130434782608694,16.304347826086957,44.52173913043479,36806.0,55.94
20200122,西安,2.0,0,0,2.0,0,0,4.9652028,11.1733668,3.3478260869565215,73.43478260869566,200.08695652173913,410896.0,846.78
20200122,兰州,1.0,0,0,1.0,0,0,1.4859936,2.803572,-1.8695652173913044,58.78260869565217,101.78260869565217,207045.0,361.62
20200122,西宁,0,0,0,0,0,0,0.862488,1.1503944,-3.7826086956521734,44.04347826086957,66.73913043478261,59369.0,220.87
20200122,银川,0,0,0,1.0,0,0,1.1214612,1.9249488,-3.739130434782609,53.0,94.1304347826087,65764.0,199.31
20200122,乌鲁木齐,0,0,0,0,0,0,1.3654008,2.4015528,-8.869565217391305,70.1304347826087,200.3913043478261,227136.0,311.03
20200123,北京,12.0,0,0,26.0,0,0,4.8391992,23.9144724,0.37499999999999994,50.75000000000001,73.04166666666667,326102.0,1961.2
20200123,天津,1.0,0,0,5.0,0,0,2.4186924,6.4302984,2.826086956521739,64.78260869565216,208.69565217391303,132525.0,1293.82
20200123,石家庄,0,0,0,1.0,0,0,2.4028164,4.0872924,2.0869565217391304,69.86956521739131,209.3913043478261,623974.0,1016.38
20200123,太原,0,0,0,1.0,0,0,1.5358248,4.9070772,-2.4583333333333335,71.29166666666666,146.58333333333331,330891.0,420.16
20200123,呼和浩特,0,0,0,0,0,0,1.0111068,2.0099016,-8.125000000000002,69.41666666666667,197.0833333333333,241424.0,286.66
20200123,沈阳,1.0,0,0,2.0,0,0,2.1356136,6.3455724,-2.875,67.875,109.87500000000003,391919.0,810.62
20200123,长春,0,0,0,1.0,0,0,1.998594,4.4574948,-10.0,80.69565217391306,135.43478260869568,241961.0,767.71
20200123,哈尔滨,0,0,0,1.0,0,0,2.422062,3.6871524,-14.083333333333336,68.83333333333334,144.33333333333337,299636.0,1063.6
20200123,上海,4.0,0,0,20.0,0,0,3.7339704,19.6302852,8.75,95.95833333333331,52.83333333333334,238225.0,2301.91
20200123,南京,3.0,0,0,3.0,0,0,2.5982856,9.5041836,7.791666666666666,93.24999999999997,34.0,739314.0,800.47
20200123,杭州,0,0,0,6.0,0,0,2.6507412,10.188018,7.791666666666664,96.12500000000001,29.250000000000007,589357.0,870.04
20200123,合肥,1.0,0,0,6.0,0,0,3.8136096,7.760772,6.6521739130434785,93.43478260869563,64.56521739130433,426956.0,570.2
20200123,福州,1.0,0,0,2.0,0,0,1.6225596,3.8191176,16.217391304347824,87.13043478260869,72.82608695652175,318503.0,711.54
20200123,南昌,1.0,0,0,2.0,0,0,2.032614,3.3535944,7.304347826086955,96.78260869565219,35.65217391304348,325847.0,504.26
20200123,济南,0,0,0,0,0,0,2.0978352,6.3864288,3.333333333333333,81.625,199.33333333333334,961360.0,681.4
20200123,郑州,1.0,0,0,5.0,0,0,3.372516,12.2843628,2.8333333333333335,85.0,256.20833333333337,863167.0,862.65
20200123,武汉,70.0,3.0,6.0,495.0,31.0,23.0,1.7521272,11.1386988,6.347826086956523,88.8695652173913,109.17391304347825,521930.0,978.54
20200123,长沙,4.0,0,0,8.0,0,0,3.597048,10.706418,6.375,93.91666666666667,54.24999999999999,557808.0,704.41
20200123,广州,2.0,0,0,7.0,0,0,4.8758112,17.214282,22.208333333333332,74.375,43.16666666666667,918396.0,1270.08
20200123,南宁,0,0,0,0,0,0,2.921022,6.0784344,20.52173913043478,88.43478260869567,45.91304347826087,420360.0,666.16
20200123,海口,2.0,0,0,3.0,0,0,1.2540096,4.1812848,22.541666666666668,83.79166666666666,20.458333333333336,81387.0,204.62
20200123,重庆,18.0,0,0,27.0,0,0,7.9235172,8.8136424,11.124999999999998,77.00000000000001,89.20833333333334,272794.0,2884.62
20200123,成都,3.0,0,0,7.0,0,0,6.3995184,22.6441008,8.25,94.41666666666667,154.66666666666669,746322.0,1404.76
20200123,贵阳,0,0,0,1.0,0,0,2.1693744,5.6424924,6.458333333333331,93.41666666666666,26.708333333333332,323381.0,432.46
20200123,昆明,1.0,0,0,2.0,0,0,2.8408968,7.7217948,11.249999999999996,41.41666666666667,28.583333333333343,389770.0,643.2
20200123,拉萨,0,0,0,0,0,0,0.2766636,0.4466988,-2.2500000000000004,19.25,40.33333333333333,36806.0,55.94
20200123,西安,0,0,0,2.0,0,0,4.2617988,12.4744212,3.4583333333333344,81.45833333333331,269.45833333333337,410896.0,846.78
20200123,兰州,0,0,0,1.0,0,0,1.2926304,3.0306636,-0.7083333333333333,58.916666666666664,63.875,207045.0,361.62
20200123,西宁,0,0,0,0,0,0,0.7576416,1.2285432,-4.458333333333334,52.916666666666664,79.20833333333334,59369.0,220.87
20200123,银川,0,0,0,1.0,0,0,1.0014192,2.299752,-3.833333333333333,52.99999999999999,109.91666666666664,65764.0,199.31
20200123,乌鲁木齐,2.0,0,0,2.0,0,0,1.2667428,2.8004292,-8.875,70.375,195.70833333333331,227136.0,311.03
20200124,北京,15.0,1.0,0,41.0,1.0,0,3.7162152,18.6437052,0.04166666666666684,48.208333333333336,103.16666666666669,326102.0,1961.2
20200124,天津,3.0,0,0,8.0,0,0,1.8603108,5.1361128,1.0,60.08695652173915,78.60869565217389,132525.0,1293.82
20200124,石家庄,3.0,0,0,4.0,0,0,1.9294524,3.3202872,0.0,68.69565217391303,165.60869565217394,623974.0,1016.38
20200124,太原,1.0,0,0,2.0,0,0,1.1362356,4.228524,-0.7391304347826085,62.00000000000001,128.3913043478261,330891.0,420.16
20200124,呼和浩特,0,0,0,0,0,0,0.88695,1.9206396,-8.739130434782608,70.82608695652176,222.82608695652172,241424.0,286.66
20200124,沈阳,1.0,0,0,3.0,0,0,1.7371908,5.1006348,-9.173913043478262,48.82608695652173,58.173913043478265,391919.0,810.62
20200124,长春,0,0,0,1.0,0,0,1.5344316,3.3198012,-15.826086956521737,62.34782608695652,69.73913043478261,241961.0,767.71
20200124,哈尔滨,5.0,0,0,6.0,0,0,1.8440784,2.8496124,-18.208333333333332,55.375,62.16666666666667,299636.0,1063.6
20200124,上海,13.0,1.0,0,33.0,1.0,0,2.867886,17.0179056,8.391304347826086,87.47826086956519,60.17391304347827,238225.0,2301.91
20200124,南京,1.0,0,0,4.0,0,0,2.1876804,8.2345572,7.173913043478263,81.21739130434783,66.52173913043478,739314.0,800.47
20200124,杭州,6.0,0,0,12.0,0,0,2.2625244,7.5097368,7.3478260869565215,94.82608695652172,42.478260869565204,589357.0,870.04
20200124,合肥,4.0,0,0,10.0,0,0,2.94759,5.8359204,5.749999999999999,92.04166666666666,64.75,426956.0,570.2
20200124,福州,2.0,0,0,5.0,0,0,1.2835584,2.7848448,13.695652173913043,96.52173913043477,27.47826086956522,318503.0,711.54
20200124,南昌,1.0,0,0,3.0,0,0,1.549692,2.722896,7.391304347826091,97.26086956521742,39.130434782608695,325847.0,504.26
20200124,济南,2.0,0,0,2.0,0,0,1.6209072,5.319918,2.9999999999999996,60.45833333333334,165.79166666666669,961360.0,681.4
20200124,郑州,3.0,0,0,8.0,0,0,2.5768368,9.9839304,3.4999999999999996,67.91666666666667,287.20833333333337,863167.0,862.65
20200124,武汉,77.0,1.0,15.0,572.0,32.0,38.0,0.877068,3.8936376,6.374999999999998,92.95833333333331,43.08333333333333,521930.0,978.54
20200124,长沙,0,0,0,8.0,0,0,2.898666,7.2508608,6.916666666666668,93.79166666666666,40.45833333333334,557808.0,704.41
20200124,广州,7.0,0,0,14.0,0,0,3.7542528,13.2808896,21.625,80.29166666666667,32.54166666666667,918396.0,1270.08
20200124,南宁,0,0,0,0,0,0,2.2338504,4.44609,18.583333333333332,98.08333333333334,51.08333333333334,420360.0,666.16
20200124,海口,0,0,0,3.0,0,0,1.0349532,3.33801,22.956521739130434,81.56521739130437,19.304347826086957,81387.0,204.62
20200124,重庆,30.0,0,0,57.0,0,0,6.7352472,7.62858,9.541666666666668,84.37499999999997,77.79166666666666,272794.0,2884.62
20200124,成都,9.0,0,0,16.0,0,0,5.1954048,18.7029324,7.958333333333332,82.49999999999999,86.62500000000003,746322.0,1404.76
20200124,贵阳,0,0,0,1.0,0,0,1.6333488,4.7854152,3.652173913043478,95.91304347826085,20.69565217391304,323381.0,432.46
20200124,昆明,1.0,0,0,3.0,0,0,2.3642928,6.4278036,10.478260869565219,49.391304347826086,35.39130434782608,389770.0,643.2
20200124,拉萨,0,0,0,0,0,0,0.2871936,0.4453704,-3.208333333333333,13.750000000000004,27.041666666666664,36806.0,55.94
20200124,西安,2.0,0,0,4.0,0,0,3.3263784,11.059254,4.391304347826086,82.47826086956522,269.391304347826,410896.0,846.78
20200124,兰州,1.0,0,0,2.0,0,0,0.9720324,2.3611824,-0.7391304347826086,61.739130434782595,53.08695652173913,207045.0,361.62
20200124,西宁,0,0,0,0,0,0,0.6878844,1.3231512,-5.291666666666667,68.20833333333333,63.083333333333336,59369.0,220.87
20200124,银川,0,0,0,1.0,0,0,0.94851,2.4040476,-2.791666666666667,55.29166666666667,91.0,65764.0,199.31
20200124,乌鲁木齐,1.0,0,0,3.0,0,0,1.184868,3.1851468,-8.25,67.95833333333333,217.41666666666666,227136.0,311.03
20200125,北京,13.0,1.0,0,54.0,2.0,0,2.5494264,8.116686,-1.9583333333333328,62.166666666666664,182.91666666666666,326102.0,1961.2
20200125,天津,2.0,0,0,10.0,0,0,1.258092,2.5204932,0.75,68.125,89.83333333333333,132525.0,1293.82
20200125,石家庄,1.0,0,0,5.0,0,0,1.1462796,1.502712,-0.20833333333333343,70.33333333333336,213.00000000000003,623974.0,1016.38
20200125,太原,0,0,0,2.0,0,0,0.7188264,1.819584,-1.9583333333333337,74.29166666666666,266.125,330891.0,420.16
20200125,呼和浩特,0,0,0,0,0,0,0.5855004,0.9936108,-7.5,66.04166666666667,330.91666666666674,241424.0,286.66
20200125,沈阳,2.0,0,0,5.0,0,0,1.4414112,2.92329,-8.708333333333334,54.16666666666667,303.9166666666667,391919.0,810.62
20200125,长春,0,0,0,1.0,0,0,1.2271824,1.8922572,-12.041666666666666,59.45833333333333,246.37499999999997,241961.0,767.71
20200125,哈尔滨,2.0,0,0,8.0,0,0,1.2931164,1.604448,-20.52173913043478,68.1304347826087,162.26086956521735,299636.0,1063.6
20200125,上海,7.0,0,1.0,40.0,1.0,1.0,1.9504476,7.4295144,7.125000000000002,95.66666666666669,28.416666666666664,238225.0,2301.91
20200125,南京,3.0,0,0,7.0,0,0,1.629234,4.159674,5.125000000000002,88.33333333333336,40.083333333333336,739314.0,800.47
20200125,杭州,15.0,0,0,27.0,0,0,1.6061004,3.74058,6.217391304347827,94.39130434782605,38.39130434782609,589357.0,870.04
20200125,合肥,3.0,0,0,13.0,0,0,1.9902996,3.1826196,4.291666666666667,86.91666666666667,36.66666666666666,426956.0,570.2
20200125,福州,1.0,0,0,6.0,0,0,0.6759612,1.3113576,13.83333333333333,91.58333333333333,54.79166666666666,318503.0,711.54
20200125,南昌,1.0,0,0,4.0,0,0,0.9278064,1.4418648,5.791666666666664,95.29166666666667,58.95833333333334,325847.0,504.26
20200125,济南,1.0,0,0,3.0,0,0,1.0996236,2.3333832,3.291666666666667,52.66666666666667,91.45833333333336,961360.0,681.4
20200125,郑州,12.0,0,0,20.0,0,0,2.2918788,4.3567308,3.3333333333333335,60.54166666666667,109.66666666666666,863167.0,862.65
20200125,武汉,46.0,8.0,7.0,618.0,40.0,45.0,0.627912,1.2966804,4.541666666666668,91.33333333333333,62.45833333333334,521930.0,978.54
20200125,长沙,10.0,0,0,18.0,0,0,1.9891008,4.0994748,4.625000000000001,92.37499999999999,68.95833333333333,557808.0,704.41
20200125,广州,0,0,0,14.0,0,0,2.4629508,6.621102,17.125,80.875,43.54166666666667,918396.0,1270.08
20200125,南宁,1.0,0,0,1.0,0,0,1.3188744,1.852794,10.208333333333336,99.45833333333336,18.916666666666675,420360.0,666.16
20200125,海口,0,0,0,3.0,0,0,0.8504028,1.2821976,21.833333333333336,86.41666666666667,25.416666666666664,81387.0,204.62
20200125,重庆,18.0,0,0,75.0,0,0,4.3753608,4.7465352,8.08333333333333,91.29166666666666,51.791666666666664,272794.0,2884.62
20200125,成都,6.0,0,0,22.0,0,0,3.746088,9.8588016,7.374999999999999,70.70833333333334,69.16666666666669,746322.0,1404.76
20200125,贵阳,0,0,0,1.0,0,0,1.1290752,2.0289204,0.24999999999999997,98.5,24.54166666666666,323381.0,432.46
20200125,昆明,1.0,0,0,4.0,0,0,1.5901272,2.8757592,3.583333333333333,82.375,30.124999999999996,389770.0,643.2
20200125,拉萨,0,0,0,0,0,0,0.2101464,0.320922,-4.666666666666666,16.416666666666664,24.999999999999996,36806.0,55.94
20200125,西安,4.0,0,0,8.0,0,0,2.368926,5.1815376,2.875,95.375,273.50000000000006,410896.0,846.78
20200125,兰州,2.0,0,0,4.0,0,0,0.681534,1.2964536,-3.0,64.91666666666666,102.75,207045.0,361.62
20200125,西宁,1.0,0,0,1.0,0,0,0.5974236,0.905418,-6.791666666666667,64.33333333333333,93.08333333333333,59369.0,220.87
20200125,银川,1.0,0,0,2.0,0,0,0.794934,1.4288724,-2.0,64.75000000000001,106.79166666666669,65764.0,199.31
20200125,乌鲁木齐,0,0,0,3.0,0,0,0.9199332,2.0524752,-8.041666666666668,67.95833333333333,158.16666666666666,227136.0,311.03
20200126,北京,18.0,0,0,72.0,2.0,0,5.0771772,5.303232,-2.086956521739131,66.65217391304347,191.08695652173915,326102.0,1961.2
20200126,天津,4.0,0,0,14.0,0,0,2.2196916,2.0054952,0.6249999999999999,76.58333333333331,260.62500000000006,132525.0,1293.82
20200126,石家庄,2.0,0,0,7.0,0,0,2.0124612,1.4131908,0.04347826086956538,71.3478260869565,256.17391304347825,623974.0,1016.38
20200126,太原,0,0,0,2.0,0,0,1.2969072,1.7637912,0.4347826086956521,49.521739130434774,130.8695652173913,330891.0,420.16
20200126,呼和浩特,0,0,0,0,0,0,0.8785908,1.0409472,-4.869565217391305,52.69565217391305,205.82608695652172,241424.0,286.66
20200126,沈阳,1.0,0,0,6.0,0,0,2.531412,3.117204,-8.499999999999998,61.54166666666668,264.0416666666667,391919.0,810.62
20200126,长春,0,0,0,1.0,0,0,2.2269168,2.3744988,-11.56521739130435,64.78260869565217,263.82608695652175,241961.0,767.71
20200126,哈尔滨,0,0,0,8.0,0,0,1.7673228,1.8128124,-16.347826086956523,68.39130434782608,228.78260869565221,299636.0,1063.6
20200126,上海,13.0,0,0,53.0,1.0,1.0,3.6312948,4.1795352,8.086956521739129,95.30434782608694,24.999999999999996,238225.0,2301.91
20200126,南京,0,0,0,7.0,0,0,2.3406732,2.9502792,4.478260869565216,99.99999999999997,34.73913043478261,739314.0,800.47
20200126,杭州,0,0,0,27.0,0,0,2.2091292,2.6564112,6.086956521739132,95.95652173913047,18.73913043478261,589357.0,870.04
20200126,合肥,0,0,0,13.0,0,0,2.7406188,2.7153144,0.9166666666666667,98.33333333333333,38.083333333333336,426956.0,570.2
20200126,福州,4.0,0,0,13.0,0,0,0.8034228,1.0506024,13.33333333333333,93.49999999999999,15.5,318503.0,711.54
20200126,南昌,4.0,0,0,8.0,0,0,1.1259,1.1044188,4.208333333333333,91.54166666666664,16.58333333333333,325847.0,504.26
20200126,济南,4.0,0,0,7.0,0,0,2.609982,1.850202,1.8695652173913038,56.82608695652174,127.82608695652172,961360.0,681.4
20200126,郑州,9.0,0,0,29.0,0,0,4.9686372,2.4404004,2.7272727272727257,66.95454545454545,127.99999999999999,863167.0,862.65
20200126,武汉,80.0,2.0,18.0,698.0,42.0,63.0,0.5069304,0.6610572,2.8260869565217392,87.60869565217392,40.521739130434774,521930.0,978.54
20200126,长沙,4.0,0,0,22.0,0,0,3.0989304,3.1474332,3.782608695652172,86.52173913043478,68.56521739130434,557808.0,704.41
20200126,广州,25.0,0,0,39.0,0,0,3.257982,4.7246328,11.208333333333332,82.95833333333333,11.708333333333332,918396.0,1270.08
20200126,南宁,4.0,0,0,5.0,0,0,1.8445968,1.861218,9.739130434782608,77.0,16.304347826086953,420360.0,666.16
