日期,地区,新增确诊,新增治愈,新增死亡,累计确诊,累计治愈,累计死亡,迁入指数,迁出指数,温度,湿度,aqi,卫生人员,人口
20200208,杭州,3.0,7.0,0,165.0,29.0,0,0.4613112,0.2499336,6.374999999999999,85.45833333333331,44.16666666666666,589357.0,870.04
20200208,合肥,8.0,2.0,0,136.0,11.0,0,1.0585728,0.6332904,4.749999999999999,90.625,40.54166666666668,426956.0,570.2
20200208,福州,3.0,3.0,0,62.0,10.0,0,0.4447872,0.2600748,10.249999999999995,78.70833333333334,24.83333333333333,318503.0,711.54
20200208,南昌,11.0,7.0,0,179.0,27.0,0,0.3091284,0.2765016,7.708333333333332,72.25000000000001,34.291666666666664,325847.0,504.26
20200208,济南,0,0,0,42.0,3.0,0,0.6118092,0.376326,3.4583333333333335,73.50000000000001,104.91666666666669,961360.0,681.4
20200208,郑州,6.0,2.0,0,126.0,30.0,0,0.6441768,0.4462776,3.583333333333333,80.66666666666667,119.54166666666667,863167.0,862.65
20200208,武汉,1379.0,179.0,63.0,14982.0,844.0,608.0,0.3365388,0.2824632,5.499999999999999,81.16666666666666,32.95833333333333,521930.0,978.54
20200208,长沙,9.0,8.0,0,205.0,27.0,0,2.2569516,1.1072376,5.749999999999999,79.33333333333333,43.50000000000001,557808.0,704.41
20200208,广州,6.0,9.0,0,304.0,36.0,0,4.2993828,1.4404392,15.291666666666668,69.66666666666667,15.166666666666668,918396.0,1270.08
20200208,南宁,3.0,0,0,35.0,2.0,0,0.598104,0.621108,10.458333333333332,99.70833333333334,12.791666666666666,420360.0,666.16
20200208,海口,1.0,1.0,0,24.0,2.0,0,0.3605472,0.5239728,19.79166666666667,83.24999999999999,27.833333333333332,81387.0,204.62
20200208,重庆,20.0,8.0,0,446.0,39.0,2.0,1.1594016,1.4425128,10.79166666666667,81.25000000000003,54.70833333333334,272794.0,2884.62
20200208,成都,11.0,5.0,0,120.0,35.0,1.0,3.0071736,1.4143572,8.249999999999998,87.58333333333331,67.99999999999999,746322.0,1404.76
20200208,贵阳,4.0,0,0,22.0,1.0,0,0.464454,0.3287952,3.333333333333333,95.45833333333334,26.833333333333332,323381.0,432.46
20200208,昆明,0,4.0,0,41.0,6.0,0,1.0930788,0.536382,9.666666666666666,73.70833333333334,49.666666666666664,389770.0,643.2
20200208,拉萨,0,0,0,1.0,0,0,0.057672,0.046656,1.0416666666666667,17.666666666666668,31.083333333333325,36806.0,55.94
20200208,西安,8.0,1.0,0,97.0,10.0,0,0.703728,0.5717952,4.25,78.33333333333333,85.12500000000001,410896.0,846.78
20200208,兰州,1.0,3.0,0,34.0,8.0,1.0,0.2855736,0.183384,2.0833333333333335,34.33333333333333,57.66666666666668,207045.0,361.62
20200208,西宁,0,0,0,15.0,3.0,0,0.193428,0.1656288,-2.7499999999999996,43.25000000000001,68.12499999999999,59369.0,220.87
20200208,银川,0,2.0,0,29.0,5.0,0,0.2048004,0.1412316,-0.5416666666666672,36.12499999999999,69.08333333333333,65764.0,199.31
20200208,乌鲁木齐,1.0,0,0,20.0,0,0,0.1390932,0.1250316,-4.333333333333334,59.00000000000001,283.54166666666663,227136.0,311.03
20200209,北京,11.0,7.0,0,343.0,44.0,2.0,4.0553784,0.9475056,-0.13043478260869565,68.52173913043477,155.69565217391306,326102.0,1961.2
20200209,天津,3.0,0,0,91.0,4.0,1.0,0.9821736,0.523584,2.0000000000000004,75.99999999999999,192.1818181818182,132525.0,1293.82
20200209,石家庄,1.0,0,0,25.0,3.0,0,0.6183216,0.5322996,6.7391304347826075,56.7391304347826,138.08695652173913,623974.0,1016.38
20200209,太原,2.0,2.0,0,17.0,3.0,0,0.8143416,0.3734424,-0.13043478260869612,60.521739130434774,153.43478260869566,330891.0,420.16
20200209,呼和浩特,0,0,0,7.0,0,0,0.399816,0.1972512,-5.5652173913043494,67.99999999999999,199.60869565217394,241424.0,286.66
20200209,沈阳,0,2.0,0,26.0,5.0,0,1.3150512,0.554688,-4.5652173913043494,72.26086956521739,135.60869565217388,391919.0,810.62
20200209,长春,2.0,5.0,0,39.0,6.0,0,0.5938596,0.3928824,-8.652173913043478,67.95652173913044,85.0,241961.0,767.71
20200209,哈尔滨,14.0,0,0,129.0,9.0,0,0.3374136,0.3024864,-10.454545454545453,61.59090909090909,91.0,299636.0,1063.6
20200209,上海,3.0,3.0,0,295.0,44.0,1.0,5.4913788,0.6260328,6.434782608695654,71.56521739130436,104.91304347826087,238225.0,2301.91
20200209,南京,7.0,2.0,0,78.0,22.0,0,1.58517,0.438534,6.999999999999999,73.91304347826086,44.73913043478261,739314.0,800.47
20200209,杭州,2.0,12.0,0,167.0,41.0,0,0.5855652,0.269568,7.739130434782609,72.1304347826087,51.434782608695635,589357.0,870.04
20200209,合肥,11.0,0,0,147.0,11.0,0,1.5281136,0.642816,5.1304347826086945,80.5217391304348,43.347826086956516,426956.0,570.2
20200209,福州,1.0,1.0,0,63.0,11.0,0,0.651402,0.2898828,10.217391304347826,66.39130434782606,29.521739130434778,318503.0,711.54
20200209,南昌,11.0,8.0,0,190.0,35.0,0,0.4983768,0.2829816,9.130434782608697,65.86956521739131,34.82608695652174,325847.0,504.26
20200209,济南,2.0,4.0,0,44.0,7.0,0,1.3135932,0.4574232,7.565217391304348,56.652173913043484,139.47826086956522,961360.0,681.4
20200209,郑州,4.0,0,0,130.0,30.0,0,0.9113472,0.4488696,7.304347826086955,55.91304347826086,76.78260869565219,863167.0,862.65
20200209,武汉,1921.0,167.0,73.0,16903.0,1011.0,681.0,0.3618108,0.287874,5.956521739130435,80.04347826086956,44.30434782608696,521930.0,978.54
20200209,长沙,8.0,6.0,0,213.0,33.0,0,3.8999232,1.1825028,8.083333333333334,72.375,50.250000000000014,557808.0,704.41
20200209,广州,9.0,6.0,0,313.0,42.0,0,5.744682,1.4827536,13.91666666666667,61.91666666666666,23.541666666666664,918396.0,1270.08
20200209,南宁,2.0,0,0,37.0,2.0,0,0.812268,0.626292,10.739130434782604,92.95652173913042,13.56521739130435,420360.0,666.16
20200209,海口,5.0,2.0,0,29.0,4.0,0,0.6411312,0.3109104,18.565217391304348,80.13043478260869,23.521739130434774,81387.0,204.62
20200209,重庆,22.0,12.0,0,468.0,51.0,2.0,1.1784852,1.2657384,11.043478260869565,83.8695652173913,83.21739130434783,272794.0,2884.62
20200209,成都,3.0,3.0,0,123.0,38.0,1.0,2.9915244,1.3168008,10.208333333333334,74.95833333333333,59.00000000000001,746322.0,1404.76
20200209,贵阳,5.0,0,0,27.0,1.0,0,0.6368868,0.3348864,5.2608695652173925,78.30434782608697,27.30434782608696,323381.0,432.46
20200209,昆明,1.0,0,0,42.0,6.0,0,1.585332,0.5387796,8.73913043478261,86.52173913043477,57.869565217391305,389770.0,643.2
20200209,拉萨,0,0,0,1.0,0,0,0.0689472,0.0502524,-1.0,18.521739130434785,29.21739130434783,36806.0,55.94
20200209,西安,2.0,2.0,0,99.0,12.0,0,0.6490368,0.5582844,5.000000000000001,75.62499999999999,141.75,410896.0,846.78
20200209,兰州,0,2.0,1.0,34.0,10.0,2.0,0.3452868,0.183708,1.173913043478261,37.56521739130435,73.0,207045.0,361.62
20200209,西宁,0,0,0,15.0,3.0,0,0.2158812,0.194724,-3.3043478260869574,43.608695652173914,71.1304347826087,59369.0,220.87
20200209,银川,0,0,0,29.0,5.0,0,0.2645784,0.1561032,0.2608695652173917,30.043478260869563,45.95652173913043,65764.0,199.31
20200209,乌鲁木齐,0,0,0,20.0,0,0,0.1124604,0.1245132,-3.2608695652173916,54.26086956521739,137.0434782608696,227136.0,311.03
20200210,北京,5.0,4.0,1.0,348.0,48.0,3.0,4.224798,1.0333008,2.125,66.0,164.2916666666666,326102.0,1961.2
20200210,天津,4.0,4.0,1.0,95.0,8.0,2.0,1.0275984,0.6417144,5.782608695652173,66.08695652173913,219.86956521739128,132525.0,1293.82
20200210,石家庄,2.0,0,0,27.0,3.0,0,0.555012,0.5921424,9.478260869565217,42.086956521739125,89.21739130434784,623974.0,1016.38
20200210,太原,1.0,0,0,18.0,3.0,0,0.7428996,0.4034448,0.21739130434782594,53.56521739130436,69.08695652173914,330891.0,420.16
20200210,呼和浩特,0,0,0,7.0,0,0,0.4016304,0.216432,-2.6250000000000013,50.041666666666686,89.125,241424.0,286.66
20200210,沈阳,0,0,0,26.0,5.0,0,1.047492,0.5759748,-0.6521739130434784,75.82608695652175,208.82608695652172,391919.0,810.62
20200210,长春,1.0,0,0,40.0,6.0,0,0.5448384,0.404028,-7.08695652173913,65.65217391304347,76.39130434782606,241961.0,767.71
20200210,哈尔滨,18.0,6.0,0,147.0,15.0,0,0.3451896,0.296136,-13.499999999999998,75.63636363636363,142.95454545454544,299636.0,1063.6
20200210,上海,7.0,4.0,0,302.0,48.0,1.0,4.5541116,0.695304,9.25,59.333333333333336,68.74999999999999,238225.0,2301.91
20200210,南京,6.0,0,0,84.0,22.0,0,1.293894,0.4679208,8.434782608695654,67.91304347826087,44.82608695652173,739314.0,800.47
20200210,杭州,2.0,7.0,0,169.0,48.0,0,0.689634,0.2929284,9.130434782608697,70.30434782608695,38.34782608695652,589357.0,870.04
20200210,合肥,3.0,4.0,1.0,150.0,15.0,1.0,1.0953144,0.5961276,7.695652173913044,76.08695652173911,51.69565217391305,426956.0,570.2
20200210,福州,0,1.0,0,63.0,12.0,0,0.6074352,0.3280824,11.0,67.0,38.95652173913043,318503.0,711.54
20200210,南昌,6.0,11.0,0,196.0,46.0,0,0.4278096,0.2829168,8.869565217391306,80.0,43.347826086956516,325847.0,504.26
20200210,济南,2.0,0,0,46.0,7.0,0,1.1104452,0.4993812,11.826086956521738,33.956521739130444,90.04347826086958,961360.0,681.4
20200210,郑州,2.0,0,0,132.0,30.0,0,0.9328932,0.4737204,9.434782608695652,44.608695652173914,45.82608695652174,863167.0,862.65
20200210,武汉,1552.0,162.0,67.0,18455.0,1173.0,748.0,0.41715,0.2748492,8.173913043478262,83.95652173913045,59.34782608695653,521930.0,978.54
20200210,长沙,6.0,6.0,0,219.0,39.0,0,2.8879092,1.2101724,8.125,83.16666666666666,55.62500000000001,557808.0,704.41
20200210,广州,4.0,7.0,0,317.0,49.0,0,4.9890168,1.7384544,14.208333333333332,67.74999999999999,34.041666666666664,918396.0,1270.08
20200210,南宁,4.0,6.0,0,41.0,8.0,0,0.756378,0.5567292,12.956521739130437,83.52173913043478,32.69565217391305,420360.0,666.16
20200210,海口,1.0,0,0,30.0,4.0,0,0.6103836,0.342468,17.250000000000007,84.79166666666666,26.874999999999993,81387.0,204.62
20200210,重庆,18.0,15.0,0,486.0,66.0,2.0,0.9834696,1.1472516,11.217391304347828,83.1304347826087,77.95652173913044,272794.0,2884.62
20200210,成都,1.0,3.0,0,124.0,41.0,1.0,2.260062,1.2217068,9.999999999999998,77.25,48.416666666666664,746322.0,1404.76
20200210,贵阳,2.0,0,0,29.0,1.0,0,0.6224364,0.3642408,5.739130434782609,90.04347826086953,37.17391304347826,323381.0,432.46
20200210,昆明,3.0,0,0,45.0,6.0,0,1.4620824,0.5644728,11.416666666666666,75.95833333333333,28.041666666666664,389770.0,643.2
20200210,拉萨,0,0,0,1.0,0,0,0.0743256,0.0535896,-3.217391304347826,23.260869565217394,26.565217391304348,36806.0,55.94
20200210,西安,6.0,0,0,105.0,12.0,0,0.5261112,0.56457,5.708333333333332,68.29166666666666,131.70833333333331,410896.0,846.78
20200210,兰州,2.0,4.0,0,36.0,14.0,2.0,0.3384828,0.1944972,1.7826086956521736,40.52173913043479,80.47826086956522,207045.0,361.62
20200210,西宁,0,0,0,15.0,3.0,0,0.2378484,0.2510676,-2.086956521739131,25.956521739130437,44.52173913043479,59369.0,220.87
20200210,银川,2.0,0,0,31.0,5.0,0,0.267462,0.184194,0.5833333333333339,27.708333333333332,66.29166666666666,65764.0,199.31
20200210,乌鲁木齐,0,0,0,20.0,0,0,0.104814,0.0995976,-2.304347826086957,53.95652173913044,88.00000000000001,227136.0,311.03
20200211,北京,10.0,8.0,0,358.0,56.0,3.0,2.5855524,0.9017244,2.7083333333333335,72.70833333333334,227.87499999999997,326102.0,1961.2
20200211,天津,11.0,2.0,0,106.0,10.0,2.0,0.7407612,0.4481568,6.541666666666667,68.5,169.79166666666674,132525.0,1293.82
20200211,石家庄,0,0,0,27.0,3.0,0,0.4269024,0.4525956,7.708333333333334,54.875,137.41666666666666,623974.0,1016.38
20200211,太原,0,0,0,18.0,3.0,0,0.4818204,0.3253284,0.2916666666666671,53.04166666666666,80.66666666666666,330891.0,420.16
20200211,呼和浩特,0,0,0,7.0,0,0,0.3130164,0.1709748,0.08333333333333352,41.458333333333336,74.45833333333333,241424.0,286.66
20200211,沈阳,2.0,2.0,0,28.0,7.0,0,0.775656,0.4994784,3.2083333333333335,72.29166666666669,108.45833333333336,391919.0,810.62
20200211,长春,2.0,5.0,0,42.0,11.0,0,0.4528224,0.3524148,2.875000000000001,57.916666666666664,83.29166666666669,241961.0,767.71
20200211,哈尔滨,4.0,0,0,151.0,15.0,0,0.3256848,0.256932,-3.6249999999999996,71.58333333333336,86.75,299636.0,1063.6
20200211,上海,4.0,5.0,0,306.0,53.0,1.0,2.6944164,0.6204276,9.875000000000002,91.83333333333331,39.25,238225.0,2301.91
20200211,南京,3.0,0,0,87.0,22.0,0,0.801738,0.3665736,8.66666666666667,98.62500000000003,33.625,739314.0,800.47
20200211,杭州,2.0,3.0,0,171.0,51.0,0,0.6090228,0.2489616,9.166666666666668,91.79166666666666,39.25000000000001,589357.0,870.04
20200211,合肥,7.0,7.0,0,157.0,22.0,1.0,0.71442,0.4852872,10.000000000000002,77.875,27.625000000000007,426956.0,570.2
20200211,福州,1.0,1.0,0,64.0,13.0,0,0.3906792,0.243324,14.249999999999998,71.04166666666666,44.041666666666664,318503.0,711.54
20200211,南昌,10.0,7.0,0,206.0,53.0,0,0.2842452,0.221616,9.291666666666666,95.66666666666667,47.16666666666668,325847.0,504.26
20200211,济南,1.0,0,0,47.0,7.0,0,0.6939432,0.3985848,11.583333333333334,42.791666666666664,72.875,961360.0,681.4
20200211,郑州,5.0,0,0,137.0,30.0,0,0.8530596,0.4073004,8.833333333333334,72.16666666666666,71.875,863167.0,862.65
20200211,武汉,1104.0,171.0,72.0,19559.0,1344.0,820.0,0.342468,0.2697948,9.416666666666664,87.99999999999999,41.833333333333336,521930.0,978.54
20200211,长沙,4.0,9.0,0,223.0,48.0,0,1.676376,0.9415116,8.958333333333334,96.12500000000001,41.041666666666664,557808.0,704.41
20200211,广州,6.0,21.0,0,323.0,70.0,0,2.966868,1.3969584,15.5,80.75000000000003,60.91666666666668,918396.0,1270.08
20200211,南宁,3.0,1.0,0,44.0,9.0,0,0.5548176,0.4561272,15.958333333333336,98.45833333333336,72.41666666666666,420360.0,666.16
20200211,海口,0,1.0,0,30.0,5.0,0,0.3641436,0.2726136,20.125,90.83333333333334,29.958333333333332,81387.0,204.62
20200211,重庆,19.0,13.0,1.0,505.0,79.0,3.0,0.7618536,0.7874172,11.875,78.54166666666667,76.95833333333334,272794.0,2884.62
20200211,成都,1.0,0,0,125.0,41.0,1.0,1.4587452,0.9529488,10.125,79.79166666666666,66.75,746322.0,1404.76
20200211,贵阳,0,2.0,0,29.0,3.0,0,0.450036,0.3021948,7.291666666666665,99.16666666666667,26.791666666666668,323381.0,432.46
20200211,昆明,1.0,0,0,46.0,6.0,0,1.05219,0.538164,11.25,60.33333333333333,31.83333333333334,389770.0,643.2
20200211,拉萨,0,1.0,0,1.0,1.0,0,0.068364,0.0558252,-1.1249999999999998,17.375,23.083333333333332,36806.0,55.94
20200211,西安,6.0,3.0,0,111.0,15.0,0,0.4104432,0.43659,6.75,68.16666666666667,167.95833333333331,410896.0,846.78
20200211,兰州,0,0,0,36.0,14.0,2.0,0.2816208,0.1698408,2.5833333333333335,32.583333333333336,67.70833333333333,207045.0,361.62
20200211,西宁,0,2.0,0,15.0,5.0,0,0.190026,0.1795608,-1.333333333333334,20.70833333333333,36.25,59369.0,220.87
20200211,银川,1.0,5.0,0,32.0,10.0,0,0.2206116,0.146772,1.9166666666666667,31.583333333333336,71.58333333333333,65764.0,199.31
20200211,乌鲁木齐,0,2.0,0,20.0,2.0,0,0.1004076,0.095904,-1.666666666666667,60.20833333333333,121.58333333333331,227136.0,311.03
20200212,北京,14.0,12.0,0,372.0,68.0,3.0,2.1970764,0.868644,3.6818181818181817,73.81818181818183,254.72727272727278,326102.0,1961.2
20200212,天津,6.0,1.0,0,112.0,11.0,2.0,0.7132212,0.4298832,7.833333333333332,73.83333333333333,137.58333333333331,132525.0,1293.82
20200212,石家庄,0,0,0,27.0,3.0,0,0.3931092,0.4206816,7.565217391304349,62.826086956521735,214.08695652173915,623974.0,1016.38
20200212,太原,0,0,0,18.0,3.0,0,0.4117716,0.2975292,1.7391304347826084,55.695652173913054,113.78260869565219,330891.0,420.16
20200212,呼和浩特,0,0,0,7.0,0,0,0.2798388,0.1618704,0.9583333333333333,42.25000000000001,78.66666666666666,241424.0,286.66
20200212,沈阳,0,0,0,28.0,7.0,0,0.7428348,0.4744332,5.608695652173914,73.0,54.73913043478261,391919.0,810.62
20200212,长春,0,0,0,42.0,11.0,0,0.4454028,0.3484296,3.739130434782608,84.3478260869565,70.13043478260869,241961.0,767.71
20200212,哈尔滨,9.0,0,1.0,160.0,15.0,1.0,0.2935116,0.2457216,1.8260869565217384,81.17391304347825,104.6086956521739,299636.0,1063.6
20200212,上海,7.0,4.0,0,313.0,57.0,1.0,2.1664908,0.631638,11.875000000000002,86.37500000000001,63.54166666666667,238225.0,2301.91
20200212,南京,3.0,2.0,0,90.0,24.0,0,0.676512,0.3404592,10.250000000000002,88.54166666666669,41.125,739314.0,800.47
20200212,杭州,3.0,12.0,0,174.0,63.0,0,0.6811128,0.2558952,11.70833333333333,91.87500000000001,37.45833333333333,589357.0,870.04
20200212,合肥,4.0,6.0,0,161.0,28.0,1.0,0.641196,0.4426812,8.956521739130435,85.99999999999997,29.173913043478258,426956.0,570.2
20200212,福州,0,2.0,0,64.0,15.0,0,0.360774,0.23571,16.17391304347826,88.60869565217392,55.086956521739125,318503.0,711.54
20200212,南昌,5.0,8.0,0,211.0,61.0,0,0.2545344,0.2175984,12.347826086956523,91.04347826086956,28.608695652173914,325847.0,504.26
20200212,济南,0,0,0,47.0,7.0,0,0.623214,0.3795984,11.083333333333336,56.291666666666664,73.12499999999999,961360.0,681.4
20200212,郑州,4.0,3.0,0,141.0,33.0,0,0.9396648,0.4081428,8.791666666666666,79.75000000000001,86.54166666666664,863167.0,862.65
20200212,武汉,13436.0,538.0,216.0,32995.0,1882.0,1036.0,0.3321648,0.2855412,9.916666666666668,87.70833333333334,39.0,521930.0,978.54
20200212,长沙,5.0,9.0,0,228.0,57.0,0,1.3977036,0.92259,11.791666666666664,92.37500000000001,48.66666666666668,557808.0,704.41
20200212,广州,4.0,8.0,0,327.0,78.0,0,2.7673488,1.3187448,17.250000000000004,94.00000000000001,51.24999999999999,918396.0,1270.08
20200212,南宁,0,1.0,0,44.0,10.0,0,0.5308416,0.4405104,18.291666666666668,99.66666666666669,54.99999999999999,420360.0,666.16
20200212,海口,0,1.0,0,30.0,6.0,0,0.3289572,0.2607876,22.0,86.70833333333336,24.75,81387.0,204.62
20200212,重庆,13.0,23.0,0,518.0,102.0,3.0,0.7128972,0.8093196,11.583333333333332,78.79166666666669,69.08333333333333,272794.0,2884.62
20200212,成都,6.0,1.0,0,131.0,42.0,1.0,1.3311216,0.8388036,10.833333333333332,81.33333333333333,113.25,746322.0,1404.76
20200212,贵阳,4.0,0,0,33.0,3.0,0,0.4177656,0.2978208,10.958333333333336,87.54166666666666,44.458333333333336,323381.0,432.46
20200212,昆明,1.0,1.0,0,47.0,7.0,0,1.0323612,0.5248152,10.291666666666664,57.749999999999986,32.45833333333333,389770.0,643.2
20200212,拉萨,0,0,0,1.0,1.0,0,0.0693036,0.0569268,2.9166666666666665,13.166666666666666,25.125,36806.0,55.94
20200212,西安,4.0,0,0,115.0,15.0,0,0.391716,0.407916,7.08695652173913,71.26086956521739,182.99999999999994,410896.0,846.78
20200212,兰州,0,1.0,0,36.0,15.0,2.0,0.2774088,0.1660824,3.875,23.999999999999996,57.666666666666664,207045.0,361.62
20200212,西宁,0,4.0,0,15.0,9.0,0,0.169938,0.1667304,0.7826086956521741,19.34782608695652,40.26086956521739,59369.0,220.87
20200212,银川,1.0,2.0,0,33.0,12.0,0,0.2190888,0.1484244,2.291666666666666,27.29166666666666,80.625,65764.0,199.31
20200212,乌鲁木齐,1.0,0,0,21.0,2.0,0,0.0843696,0.0964548,-7.375000000000001,74.62499999999999,58.41666666666667,227136.0,311.03
20200213,北京,6.0,11.0,0,378.0,79.0,3.0,2.143908,0.8862696,3.875,87.54166666666666,252.45833333333331,326102.0,1961.2
20200213,天津,7.0,10.0,1.0,119.0,21.0,3.0,0.7271856,0.471906,9.130434782608697,81.4782608695652,134.69565217391303,132525.0,1293.82
20200213,石家庄,0,1.0,0,27.0,4.0,0,0.3922668,0.4185432,7.291666666666667,75.83333333333334,267.00000000000006,623974.0,1016.38
20200213,太原,0,0,0,18.0,3.0,0,0.3822228,0.291276,4.666666666666667,55.83333333333333,113.04166666666666,330891.0,420.16
20200213,呼和浩特,0,0,0,7.0,0,0,0.256284,0.158274,1.4166666666666667,42.25,76.125,241424.0,286.66
20200213,沈阳,0,0,0,28.0,7.0,0,0.7529112,0.5173308,4.291666666666666,82.41666666666666,88.45833333333333,391919.0,810.62
20200213,长春,1.0,2.0,0,43.0,13.0,0,0.4501656,0.356076,0.8695652173913038,94.30434782608694,86.78260869565219,241961.0,767.71
20200213,哈尔滨,5.0,0,2.0,165.0,15.0,3.0,0.271026,0.2424168,-3.4583333333333335,89.91666666666666,94.4166666666667,299636.0,1063.6
20200213,上海,5.0,5.0,0,318.0,62.0,1.0,2.1266388,0.6566832,12.347826086956525,92.08695652173914,75.69565217391303,238225.0,2301.91
20200213,南京,1.0,2.0,0,91.0,26.0,0,0.6709068,0.3527712,9.956521739130434,99.69565217391302,46.04347826086955,739314.0,800.47
20200213,杭州,3.0,6.0,0,177.0,69.0,0,0.8199468,0.2869668,13.434782608695656,93.1304347826087,32.347826086956516,589357.0,870.04
20200213,合肥,5.0,7.0,0,166.0,35.0,1.0,0.6422652,0.470286,12.041666666666664,86.91666666666667,26.083333333333332,426956.0,570.2
20200213,福州,2.0,2.0,0,66.0,17.0,0,0.366282,0.2381724,16.458333333333336,97.37499999999999,41.75000000000001,318503.0,711.54
20200213,南昌,7.0,7.0,0,218.0,68.0,0,0.2574504,0.237816,14.333333333333336,93.20833333333334,30.45833333333333,325847.0,504.26
20200213,济南,0,4.0,0,47.0,11.0,0,0.6186132,0.4081428,14.913043478260871,49.95652173913044,65.69565217391305,961360.0,681.4
20200213,郑州,1.0,0,0,142.0,33.0,0,0.9905976,0.4338036,8.217391304347824,90.56521739130433,73.17391304347825,863167.0,862.65
20200213,武汉,3910.0,370.0,88.0,36905.0,2252.0,1124.0,0.3835836,0.305532,12.043478260869566,88.30434782608694,35.82608695652174,521930.0,978.54
20200213,长沙,10.0,6.0,0,238.0,63.0,0,1.3321584,0.9505836,15.125,90.25000000000001,50.541666666666664,557808.0,704.41
20200213,广州,1.0,15.0,0,328.0,93.0,0,2.6249832,1.3302792,18.749999999999996,92.45833333333334,34.958333333333336,918396.0,1270.08
20200213,南宁,3.0,0,0,47.0,10.0,0,0.5267916,0.4429728,19.499999999999993,98.87500000000003,29.583333333333336,420360.0,666.16
20200213,海口,0,0,0,30.0,6.0,0,0.2940948,0.2620836,22.83333333333333,87.08333333333331,20.16666666666667,81387.0,204.62
20200213,重庆,11.0,26.0,1.0,529.0,128.0,4.0,0.6956928,0.8293752,13.916666666666668,70.91666666666666,81.375,272794.0,2884.62
20200213,成都,4.0,1.0,0,135.0,43.0,1.0,1.3250628,0.8345268,13.625,73.04166666666669,116.08333333333331,746322.0,1404.76
20200213,贵阳,1.0,1.0,0,34.0,4.0,0,0.4285548,0.3106836,15.043478260869563,74.26086956521738,47.21739130434783,323381.0,432.46
20200213,昆明,1.0,1.0,0,48.0,8.0,0,0.9791928,0.5430888,11.125000000000002,52.62500000000001,34.45833333333334,389770.0,643.2
20200213,拉萨,0,0,0,1.0,1.0,0,0.0738396,0.0614952,4.173913043478261,15.608695652173914,26.1304347826087,36806.0,55.94
20200213,西安,0,5.0,0,115.0,20.0,0,0.3895128,0.43254,8.125,71.66666666666667,177.375,410896.0,846.78
20200213,兰州,0,2.0,0,36.0,17.0,2.0,0.3020328,0.1758672,2.208333333333333,25.083333333333332,113.54166666666667,207045.0,361.62
20200213,西宁,0,0,0,15.0,9.0,0,0.181602,0.1626156,0.33333333333333315,24.166666666666664,84.49999999999999,59369.0,220.87
20200213,银川,0,0,0,33.0,12.0,0,0.2103084,0.150336,1.8333333333333337,26.333333333333332,99.91666666666667,65764.0,199.31
20200213,乌鲁木齐,2.0,0,0,23.0,2.0,0,0.0857952,0.0916272,-9.043478260869566,65.95652173913042,37.652173913043484,227136.0,311.03
20200214,北京,3.0,18.0,1.0,381.0,97.0,4.0,1.754298,0.8753508,1.4347826086956526,82.13043478260869,88.21739130434779,326102.0,1961.2
20200214,天津,1.0,11.0,0,120.0,32.0,3.0,0.6622236,0.4508136,0.49999999999999994,88.41666666666667,73.87499999999997,132525.0,1293.82
20200214,石家庄,0,3.0,0,27.0,7.0,0,0.3788532,0.4089204,3.8750000000000013,87.95833333333334,111.45833333333331,623974.0,1016.38
20200214,太原,1.0,0,0,19.0,3.0,0,0.3795984,0.2956176,3.083333333333333,25.75,64.83333333333333,330891.0,420.16
20200214,呼和浩特,0,0,0,7.0,0,0,0.231984,0.1510164,-10.956521739130437,48.86956521739129,28.82608695652173,241424.0,286.66
20200214,沈阳,0,2.0,0,28.0,9.0,0,0.7969104,0.5220612,-4.625000000000001,74.79166666666666,38.45833333333333,391919.0,810.62
20200214,长春,1.0,0,0,44.0,13.0,0,0.4268376,0.37746,-9.583333333333336,66.91666666666666,22.00000000000001,241961.0,767.71
20200214,哈尔滨,3.0,4.0,0,168.0,19.0,3.0,0.2531736,0.249804,-13.750000000000002,59.583333333333336,27.000000000000004,299636.0,1063.6
20200214,上海,8.0,28.0,0,326.0,90.0,1.0,1.9243656,0.6744384,13.66666666666667,96.12499999999999,28.66666666666666,238225.0,2301.91
20200214,南京,0,1.0,0,91.0,27.0,0,0.6746328,0.3535812,12.624999999999998,100.00000000000003,23.458333333333332,739314.0,800.47
20200214,杭州,1.0,4.0,0,178.0,73.0,0,0.938952,0.3160944,14.333333333333337,94.25,23.374999999999996,589357.0,870.04
20200214,合肥,2.0,3.0,0,168.0,38.0,1.0,0.6717816,0.4770576,12.874999999999998,94.70833333333333,26.875000000000004,426956.0,570.2
20200214,福州,0,1.0,0,66.0,18.0,0,0.3822552,0.2307528,16.173913043478258,97.13043478260869,26.913043478260864,318503.0,711.54
20200214,南昌,5.0,5.0,0,223.0,73.0,0,0.2744604,0.2504196,16.043478260869566,89.39130434782606,27.956521739130434,325847.0,504.26
20200214,济南,0,0,0,47.0,11.0,0,0.5552388,0.3973536,7.291666666666667,83.45833333333334,55.87500000000001,961360.0,681.4
20200214,郑州,2.0,3.0,0,144.0,36.0,0,0.9824328,0.431568,8.916666666666666,72.37499999999999,79.79166666666667,863167.0,862.65
20200214,武汉,1923.0,486.0,107.0,38828.0,2738.0,1231.0,0.3976452,0.313632,13.416666666666663,90.04166666666669,37.666666666666664,521930.0,978.54
20200214,长沙,3.0,3.0,0,241.0,66.0,0,1.2474972,1.0203732,18.291666666666668,79.79166666666669,36.49999999999999,557808.0,704.41
