日期,地区,新增确诊,新增治愈,新增死亡,累计确诊,累计治愈,累计死亡,迁入指数,迁出指数,温度,湿度,aqi,医疗救治医院,发热门诊,人口
20200210,济南,2.0,0,0,46.0,7.0,0,1.1104452,0.4993812,11.83,33.96,90.04,55.0,55.0,681.4
20200210,郑州,2.0,0,0,132.0,30.0,0,0.9328932,0.4737204,9.43,44.61,45.83,62.0,60.0,862.65
20200210,长沙,6.0,6.0,0,219.0,39.0,0,2.8879092,1.2101724,8.12,83.17,55.63,46.0,46.0,704.41
20200210,广州,4.0,7.0,0,317.0,49.0,0,4.9890168,1.7384544,14.21,67.75,34.04,115.0,113.0,1270.08
20200210,南宁,4.0,6.0,0,41.0,8.0,0,0.756378,0.5567292,12.96,83.52,32.7,13.0,13.0,666.16
20200210,海口,1.0,0,0,30.0,4.0,0,0.6103836,0.342468,17.25,84.79,26.87,27.0,27.0,204.62
20200210,重庆,18.0,15.0,0,486.0,66.0,2.0,0.9834696,1.1472516,11.22,83.13,77.96,141.0,129.0,2884.62
20200210,成都,1.0,3.0,0,124.0,41.0,1.0,2.260062,1.2217068,10.0,77.25,48.42,313.0,309.0,1404.76
20200210,贵阳,2.0,0,0,29.0,1.0,0,0.6224364,0.3642408,5.74,90.04,37.17,35.0,29.0,432.46
20200210,昆明,3.0,0,0,45.0,6.0,0,1.4620824,0.5644728,11.42,75.96,28.04,49.0,48.0,643.2
20200210,拉萨,0,0,0,1.0,0,0,0.0743256,0.0535896,-3.22,23.26,26.57,2.0,0,55.94
20200210,西安,6.0,0,0,105.0,12.0,0,0.5261112,0.56457,5.71,68.29,131.71,86.0,82.0,846.78
20200210,兰州,2.0,4.0,0,36.0,14.0,2.0,0.3384828,0.1944972,1.78,40.52,80.48,12.0,0,361.62
20200210,西宁,0,0,0,15.0,3.0,0,0.2378484,0.2510676,-2.09,25.96,44.52,12.0,11.0,220.87
20200210,银川,2.0,0,0,31.0,5.0,0,0.267462,0.184194,0.58,27.71,66.29,23.0,23.0,199.31
20200210,乌鲁木齐,0,0,0,20.0,0,0,0.104814,0.0995976,-2.3,53.96,88.0,41.0,41.0,311.03
20200211,北京,10.0,8.0,0,358.0,56.0,3.0,2.5855524,0.9017244,2.71,72.71,227.87,106.0,101.0,1961.2
20200211,天津,11.0,2.0,0,106.0,10.0,2.0,0.7407612,0.4481568,6.54,68.5,169.79,47.0,47.0,1293.82
20200211,石家庄,0,0,0,27.0,3.0,0,0.4269024,0.4525956,7.71,54.88,137.42,55.0,55.0,1016.38
20200211,太原,0,0,0,18.0,3.0,0,0.4818204,0.3253284,0.29,53.04,80.67,34.0,34.0,420.16
20200211,呼和浩特,0,0,0,7.0,0,0,0.3130164,0.1709748,0.08,41.46,74.46,18.0,17.0,286.66
20200211,沈阳,2.0,2.0,0,28.0,7.0,0,0.775656,0.4994784,3.21,72.29,108.46,22.0,21.0,810.62
20200211,长春,2.0,5.0,0,42.0,11.0,0,0.4528224,0.3524148,2.88,57.92,83.29,22.0,14.0,767.71
20200211,哈尔滨,4.0,0,0,151.0,15.0,0,0.3256848,0.256932,-3.62,71.58,86.75,63.0,63.0,1063.6
20200211,上海,4.0,5.0,0,306.0,53.0,1.0,2.6944164,0.6204276,9.88,91.83,39.25,115.0,115.0,2301.91
20200211,南京,3.0,0,0,87.0,22.0,0,0.801738,0.3665736,8.67,98.63,33.62,50.0,50.0,800.47
20200211,杭州,2.0,3.0,0,171.0,51.0,0,0.6090228,0.2489616,9.17,91.79,39.25,48.0,46.0,870.04
20200211,合肥,7.0,7.0,0,157.0,22.0,1.0,0.71442,0.4852872,10.0,77.88,27.63,29.0,28.0,570.2
20200211,福州,1.0,1.0,0,64.0,13.0,0,0.3906792,0.243324,14.25,71.04,44.04,202.0,199.0,711.54
20200211,南昌,10.0,7.0,0,206.0,53.0,0,0.2842452,0.221616,9.29,95.67,47.17,26.0,25.0,504.26
20200211,济南,1.0,0,0,47.0,7.0,0,0.6939432,0.3985848,11.58,42.79,72.88,55.0,55.0,681.4
20200211,郑州,5.0,0,0,137.0,30.0,0,0.8530596,0.4073004,8.83,72.17,71.88,62.0,60.0,862.65
20200211,长沙,4.0,9.0,0,223.0,48.0,0,1.676376,0.9415116,8.96,96.13,41.04,46.0,46.0,704.41
20200211,广州,6.0,21.0,0,323.0,70.0,0,2.966868,1.3969584,15.5,80.75,60.92,115.0,113.0,1270.08
20200211,南宁,3.0,1.0,0,44.0,9.0,0,0.5548176,0.4561272,15.96,98.46,72.42,13.0,13.0,666.16
20200211,海口,0,1.0,0,30.0,5.0,0,0.3641436,0.2726136,20.12,90.83,29.96,27.0,27.0,204.62
20200211,重庆,19.0,13.0,1.0,505.0,79.0,3.0,0.7618536,0.7874172,11.88,78.54,76.96,141.0,129.0,2884.62
20200211,成都,1.0,0,0,125.0,41.0,1.0,1.4587452,0.9529488,10.12,79.79,66.75,313.0,309.0,1404.76
20200211,贵阳,0,2.0,0,29.0,3.0,0,0.450036,0.3021948,7.29,99.17,26.79,35.0,29.0,432.46
20200211,昆明,1.0,0,0,46.0,6.0,0,1.05219,0.538164,11.25,60.33,31.83,49.0,48.0,643.2
20200211,拉萨,0,1.0,0,1.0,1.0,0,0.068364,0.0558252,-1.12,17.38,23.08,2.0,0,55.94
20200211,西安,6.0,3.0,0,111.0,15.0,0,0.4104432,0.43659,6.75,68.17,167.96,86.0,82.0,846.78
20200211,兰州,0,0,0,36.0,14.0,2.0,0.2816208,0.1698408,2.58,32.58,67.71,12.0,0,361.62
20200211,西宁,0,2.0,0,15.0,5.0,0,0.190026,0.1795608,-1.33,20.71,36.25,12.0,11.0,220.87
20200211,银川,1.0,5.0,0,32.0,10.0,0,0.2206116,0.146772,1.92,31.58,71.58,23.0,23.0,199.31
20200211,乌鲁木齐,0,2.0,0,20.0,2.0,0,0.1004076,0.095904,-1.67,60.21,121.58,41.0,41.0,311.03
20200212,北京,14.0,12.0,0,372.0,68.0,3.0,2.1970764,0.868644,3.68,73.82,254.73,106.0,101.0,1961.2
20200212,天津,6.0,1.0,0,112.0,11.0,2.0,0.7132212,0.4298832,7.83,73.83,137.58,47.0,47.0,1293.82
20200212,石家庄,0,0,0,27.0,3.0,0,0.3931092,0.4206816,7.57,62.83,214.09,55.0,55.0,1016.38
20200212,太原,0,0,0,18.0,3.0,0,0.4117716,0.2975292,1.74,55.7,113.78,34.0,34.0,420.16
20200212,呼和浩特,0,0,0,7.0,0,0,0.2798388,0.1618704,0.96,42.25,78.67,18.0,17.0,286.66
20200212,沈阳,0,0,0,28.0,7.0,0,0.7428348,0.4744332,5.61,73.0,54.74,22.0,21.0,810.62
20200212,长春,0,0,0,42.0,11.0,0,0.4454028,0.3484296,3.74,84.35,70.13,22.0,14.0,767.71
20200212,哈尔滨,9.0,0,1.0,160.0,15.0,1.0,0.2935116,0.2457216,1.83,81.17,104.61,63.0,63.0,1063.6
20200212,上海,7.0,4.0,0,313.0,57.0,1.0,2.1664908,0.631638,11.88,86.38,63.54,115.0,115.0,2301.91
20200212,南京,3.0,2.0,0,90.0,24.0,0,0.676512,0.3404592,10.25,88.54,41.12,50.0,50.0,800.47
20200212,杭州,3.0,12.0,0,174.0,63.0,0,0.6811128,0.2558952,11.71,91.88,37.46,48.0,46.0,870.04
20200212,合肥,4.0,6.0,0,161.0,28.0,1.0,0.641196,0.4426812,8.96,86.0,29.17,29.0,28.0,570.2
20200212,福州,0,2.0,0,64.0,15.0,0,0.360774,0.23571,16.17,88.61,55.09,202.0,199.0,711.54
20200212,南昌,5.0,8.0,0,211.0,61.0,0,0.2545344,0.2175984,12.35,91.04,28.61,26.0,25.0,504.26
20200212,济南,0,0,0,47.0,7.0,0,0.623214,0.3795984,11.08,56.29,73.12,55.0,55.0,681.4
20200212,郑州,4.0,3.0,0,141.0,33.0,0,0.9396648,0.4081428,8.79,79.75,86.54,62.0,60.0,862.65
20200212,长沙,5.0,9.0,0,228.0,57.0,0,1.3977036,0.92259,11.79,92.38,48.67,46.0,46.0,704.41
20200212,广州,4.0,8.0,0,327.0,78.0,0,2.7673488,1.3187448,17.25,94.0,51.25,115.0,113.0,1270.08
20200212,南宁,0,1.0,0,44.0,10.0,0,0.5308416,0.4405104,18.29,99.67,55.0,13.0,13.0,666.16
20200212,海口,0,1.0,0,30.0,6.0,0,0.3289572,0.2607876,22.0,86.71,24.75,27.0,27.0,204.62
20200212,重庆,13.0,23.0,0,518.0,102.0,3.0,0.7128972,0.8093196,11.58,78.79,69.08,141.0,129.0,2884.62
20200212,成都,6.0,1.0,0,131.0,42.0,1.0,1.3311216,0.8388036,10.83,81.33,113.25,313.0,309.0,1404.76
20200212,贵阳,4.0,0,0,33.0,3.0,0,0.4177656,0.2978208,10.96,87.54,44.46,35.0,29.0,432.46
20200212,昆明,1.0,1.0,0,47.0,7.0,0,1.0323612,0.5248152,10.29,57.75,32.46,49.0,48.0,643.2
20200212,拉萨,0,0,0,1.0,1.0,0,0.0693036,0.0569268,2.92,13.17,25.12,2.0,0,55.94
20200212,西安,4.0,0,0,115.0,15.0,0,0.391716,0.407916,7.09,71.26,183.0,86.0,82.0,846.78
20200212,兰州,0,1.0,0,36.0,15.0,2.0,0.2774088,0.1660824,3.88,24.0,57.67,12.0,0,361.62
20200212,西宁,0,4.0,0,15.0,9.0,0,0.169938,0.1667304,0.78,19.35,40.26,12.0,11.0,220.87
20200212,银川,1.0,2.0,0,33.0,12.0,0,0.2190888,0.1484244,2.29,27.29,80.62,23.0,23.0,199.31
20200212,乌鲁木齐,1.0,0,0,21.0,2.0,0,0.0843696,0.0964548,-7.38,74.62,58.42,41.0,41.0,311.03
20200213,北京,6.0,11.0,0,378.0,79.0,3.0,2.143908,0.8862696,3.88,87.54,252.46,106.0,101.0,1961.2
20200213,天津,7.0,10.0,1.0,119.0,21.0,3.0,0.7271856,0.471906,9.13,81.48,134.7,47.0,47.0,1293.82
20200213,石家庄,0,1.0,0,27.0,4.0,0,0.3922668,0.4185432,7.29,75.83,267.0,55.0,55.0,1016.38
20200213,太原,0,0,0,18.0,3.0,0,0.3822228,0.291276,4.67,55.83,113.04,34.0,34.0,420.16
20200213,呼和浩特,0,0,0,7.0,0,0,0.256284,0.158274,1.42,42.25,76.12,18.0,17.0,286.66
20200213,沈阳,0,0,0,28.0,7.0,0,0.7529112,0.5173308,4.29,82.42,88.46,22.0,21.0,810.62
20200213,长春,1.0,2.0,0,43.0,13.0,0,0.4501656,0.356076,0.87,94.3,86.78,22.0,14.0,767.71
20200213,哈尔滨,5.0,0,2.0,165.0,15.0,3.0,0.271026,0.2424168,-3.46,89.92,94.42,63.0,63.0,1063.6
20200213,上海,5.0,5.0,0,318.0,62.0,1.0,2.1266388,0.6566832,12.35,92.09,75.7,115.0,115.0,2301.91
20200213,南京,1.0,2.0,0,91.0,26.0,0,0.6709068,0.3527712,9.96,99.7,46.04,50.0,50.0,800.47
20200213,杭州,3.0,6.0,0,177.0,69.0,0,0.8199468,0.2869668,13.43,93.13,32.35,48.0,46.0,870.04
20200213,合肥,5.0,7.0,0,166.0,35.0,1.0,0.6422652,0.470286,12.04,86.92,26.08,29.0,28.0,570.2
20200213,福州,2.0,2.0,0,66.0,17.0,0,0.366282,0.2381724,16.46,97.37,41.75,202.0,199.0,711.54
20200213,南昌,7.0,7.0,0,218.0,68.0,0,0.2574504,0.237816,14.33,93.21,30.46,26.0,25.0,504.26
20200213,济南,0,4.0,0,47.0,11.0,0,0.6186132,0.4081428,14.91,49.96,65.7,55.0,55.0,681.4
20200213,郑州,1.0,0,0,142.0,33.0,0,0.9905976,0.4338036,8.22,90.57,73.17,62.0,60.0,862.65
20200213,长沙,10.0,6.0,0,238.0,63.0,0,1.3321584,0.9505836,15.12,90.25,50.54,46.0,46.0,704.41
20200213,广州,1.0,15.0,0,328.0,93.0,0,2.6249832,1.3302792,18.75,92.46,34.96,115.0,113.0,1270.08
20200213,南宁,3.0,0,0,47.0,10.0,0,0.5267916,0.4429728,19.5,98.88,29.58,13.0,13.0,666.16
20200213,海口,0,0,0,30.0,6.0,0,0.2940948,0.2620836,22.83,87.08,20.17,27.0,27.0,204.62
20200213,重庆,11.0,26.0,1.0,529.0,128.0,4.0,0.6956928,0.8293752,13.92,70.92,81.38,141.0,129.0,2884.62
20200213,成都,4.0,1.0,0,135.0,43.0,1.0,1.3250628,0.8345268,13.62,73.04,116.08,313.0,309.0,1404.76
20200213,贵阳,1.0,1.0,0,34.0,4.0,0,0.4285548,0.3106836,15.04,74.26,47.22,35.0,29.0,432.46
20200213,昆明,1.0,1.0,0,48.0,8.0,0,0.9791928,0.5430888,11.13,52.63,34.46,49.0,48.0,643.2
20200213,拉萨,0,0,0,1.0,1.0,0,0.0738396,0.0614952,4.17,15.61,26.13,2.0,0,55.94
20200213,西安,0,5.0,0,115.0,20.0,0,0.3895128,0.43254,8.12,71.67,177.38,86.0,82.0,846.78
20200213,兰州,0,2.0,0,36.0,17.0,2.0,0.3020328,0.1758672,2.21,25.08,113.54,12.0,0,361.62
20200213,西宁,0,0,0,15.0,9.0,0,0.181602,0.1626156,0.33,24.17,84.5,12.0,11.0,220.87
20200213,银川,0,0,0,33.0,12.0,0,0.2103084,0.150336,1.83,26.33,99.92,23.0,23.0,199.31
20200213,乌鲁木齐,2.0,0,0,23.0,2.0,0,0.0857952,0.0916272,-9.04,65.96,37.65,41.0,41.0,311.03
20200214,北京,3.0,18.0,1.0,381.0,97.0,4.0,1.754298,0.8753508,1.43,82.13,88.22,106.0,101.0,1961.2
20200214,天津,1.0,11.0,0,120.0,32.0,3.0,0.6622236,0.4508136,0.5,88.42,73.87,47.0,47.0,1293.82
20200214,石家庄,0,3.0,0,27.0,7.0,0,0.3788532,0.4089204,3.88,87.96,111.46,55.0,55.0,1016.38
20200214,太原,1.0,0,0,19.0,3.0,0,0.3795984,0.2956176,3.08,25.75,64.83,34.0,34.0,420.16
20200214,呼和浩特,0,0,0,7.0,0,0,0.231984,0.1510164,-10.96,48.87,28.83,18.0,17.0,286.66
20200214,沈阳,0,2.0,0,28.0,9.0,0,0.7969104,0.5220612,-4.63,74.79,38.46,22.0,21.0,810.62
20200214,长春,1.0,0,0,44.0,13.0,0,0.4268376,0.37746,-9.58,66.92,22.0,22.0,14.0,767.71
20200214,哈尔滨,3.0,4.0,0,168.0,19.0,3.0,0.2531736,0.249804,-13.75,59.58,27.0,63.0,63.0,1063.6
20200214,上海,8.0,28.0,0,326.0,90.0,1.0,1.9243656,0.6744384,13.67,96.12,28.67,115.0,115.0,2301.91
20200214,南京,0,1.0,0,91.0,27.0,0,0.6746328,0.3535812,12.62,100.0,23.46,50.0,50.0,800.47
20200214,杭州,1.0,4.0,0,178.0,73.0,0,0.938952,0.3160944,14.33,94.25,23.37,48.0,46.0,870.04
20200214,合肥,2.0,3.0,0,168.0,38.0,1.0,0.6717816,0.4770576,12.87,94.71,26.88,29.0,28.0,570.2
20200214,福州,0,1.0,0,66.0,18.0,0,0.3822552,0.2307528,16.17,97.13,26.91,202.0,199.0,711.54
20200214,南昌,5.0,5.0,0,223.0,73.0,0,0.2744604,0.2504196,16.04,89.39,27.96,26.0,25.0,504.26
20200214,济南,0,0,0,47.0,11.0,0,0.5552388,0.3973536,7.29,83.46,55.88,55.0,55.0,681.4
20200214,郑州,2.0,3.0,0,144.0,36.0,0,0.9824328,0.431568,8.92,72.37,79.79,62.0,60.0,862.65
20200214,长沙,3.0,3.0,0,241.0,66.0,0,1.2474972,1.0203732,18.29,79.79,36.5,46.0,46.0,704.41
20200214,广州,7.0,13.0,0,335.0,106.0,0,2.543238,1.3886316,19.5,97.33,17.58,115.0,113.0,1270.08
20200214,南宁,2.0,1.0,0,49.0,11.0,0,0.5221908,0.4421952,20.7,98.26,32.22,13.0,13.0,666.16
20200214,海口,4.0,2.0,0,34.0,8.0,0,0.3109104,0.2644488,23.79,82.67,21.17,27.0,27.0,204.62
20200214,重庆,8.0,24.0,1.0,537.0,152.0,5.0,0.6957252,0.8854272,14.62,68.29,103.54,141.0,129.0,2884.62
20200214,成都,4.0,1.0,0,139.0,44.0,1.0,1.3512096,0.8306712,13.08,60.12,87.58,313.0,309.0,1404.76
20200214,贵阳,0,0,0,34.0,4.0,0,0.4455324,0.3146364,16.38,70.92,48.79,35.0,29.0,432.46
20200214,昆明,0,0,0,48.0,8.0,0,0.9939672,0.5735772,11.46,51.83,41.42,49.0,48.0,643.2
20200214,拉萨,0,0,0,1.0,1.0,0,0.0765288,0.0647352,3.92,16.58,24.04,2.0,0,55.94
20200214,西安,0,3.0,0,115.0,23.0,0,0.4027968,0.439182,7.46,32.33,127.67,86.0,82.0,846.78
20200214,兰州,0,0,0,36.0,17.0,2.0,0.3238056,0.1782324,-4.0,32.04,104.71,12.0,0,361.62
20200214,西宁,0,0,0,15.0,9.0,0,0.1853604,0.1442124,-7.83,49.67,97.96,12.0,11.0,220.87
20200214,银川,1.0,3.0,0,34.0,15.0,0,0.2095956,0.1469016,-5.79,40.33,70.46,23.0,23.0,199.31
20200214,乌鲁木齐,0,0,0,23.0,2.0,0,0.086022,0.0966492,-8.5,64.88,54.38,41.0,41.0,311.03
20200215,北京,5.0,8.0,0,386.0,105.0,4.0,1.539648,0.8263944,-2.17,31.67,20.42,106.0,101.0,1961.2
20200215,天津,2.0,5.0,0,122.0,37.0,3.0,0.5415012,0.359802,-2.08,46.5,21.04,47.0,47.0,1293.82
20200215,石家庄,1.0,0,0,28.0,7.0,0,0.3659256,0.3948264,0.46,41.25,35.42,55.0,55.0,1016.38
20200215,太原,0,3.0,0,19.0,6.0,0,0.3736368,0.2864484,-4.25,29.83,38.38,34.0,34.0,420.16
20200215,呼和浩特,0,0,0,7.0,0,0,0.2075544,0.1302804,-11.83,45.71,23.0,18.0,17.0,286.66
20200215,沈阳,0,0,0,28.0,9.0,0,0.5448384,0.3910032,-6.58,72.54,59.29,22.0,21.0,810.62
20200215,长春,1.0,1.0,0,45.0,14.0,0,0.4270644,0.3574044,-9.17,49.29,34.33,22.0,14.0,767.71
20200215,哈尔滨,15.0,11.0,0,183.0,30.0,3.0,0.2555712,0.2326644,-13.33,66.79,82.25,63.0,63.0,1063.6
20200215,上海,2.0,34.0,0,328.0,124.0,1.0,1.6889148,0.6454728,9.38,95.33,19.67,115.0,115.0,2301.91
20200215,南京,1.0,2.0,0,92.0,29.0,0,0.6504624,0.3454812,4.58,100.0,19.5,50.0,50.0,800.47
20200215,杭州,0,2.0,0,178.0,75.0,0,1.1470248,0.3483,8.96,90.87,15.67,48.0,46.0,870.04
20200215,合肥,1.0,5.0,0,169.0,43.0,1.0,0.635202,0.4285872,1.42,97.5,22.08,29.0,28.0,570.2
20200215,福州,2.0,2.0,0,68.0,20.0,0,0.422982,0.2518776,17.29,94.54,19.54,202.0,199.0,711.54
20200215,南昌,5.0,3.0,0,228.0,76.0,0,0.3101652,0.26487,8.62,91.21,19.5,26.0,25.0,504.26
20200215,济南,0,0,0,47.0,11.0,0,0.4350672,0.3288924,-2.46,74.0,28.63,55.0,55.0,681.4
20200215,郑州,4.0,0,0,148.0,36.0,0,0.9226548,0.3897072,3.5,39.63,36.08,62.0,60.0,862.65
20200215,长沙,0,7.0,1.0,241.0,73.0,1.0,1.130598,0.991116,4.96,87.04,29.12,46.0,46.0,704.41
20200215,广州,3.0,15.0,0,338.0,121.0,0,2.6844048,1.4092056,18.58,97.92,20.62,115.0,113.0,1270.08
20200215,南宁,1.0,0,0,50.0,11.0,0,0.543186,0.4561596,20.83,86.43,30.0,13.0,13.0,666.16
20200215,海口,0,0,0,34.0,8.0,0,0.32481,0.3037176,25.88,75.5,22.29,27.0,27.0,204.62
20200215,重庆,7.0,32.0,0,544.0,184.0,5.0,0.7120548,0.77436,6.79,71.0,46.29,141.0,129.0,2884.62
20200215,成都,1.0,5.0,2.0,140.0,49.0,3.0,1.41588,0.8166096,7.12,35.42,74.88,313.0,309.0,1404.76
20200215,贵阳,0,2.0,0,34.0,6.0,0,0.4645512,0.3095496,6.5,86.62,35.25,35.0,29.0,432.46
20200215,昆明,1.0,0,0,49.0,8.0,0,1.025946,0.61074,10.96,55.63,44.79,49.0,48.0,643.2
20200215,拉萨,0,0,0,1.0,1.0,0,0.0780192,0.0655776,3.42,15.46,32.37,2.0,0,55.94
20200215,西安,0,7.0,0,115.0,30.0,0,0.4031856,0.4096332,1.25,32.5,60.21,86.0,82.0,846.78
20200215,兰州,0,0,0,36.0,17.0,2.0,0.3581172,0.1901556,-7.08,37.54,53.71,12.0,0,361.62
20200215,西宁,0,2.0,0,15.0,11.0,0,0.1739556,0.1450548,-10.54,47.83,59.17,12.0,11.0,220.87
20200215,银川,0,5.0,0,34.0,20.0,0,0.2137752,0.1340388,-8.04,38.29,42.58,23.0,23.0,199.31
20200215,乌鲁木齐,0,1.0,0,23.0,3.0,0,0.0828792,0.0818748,-8.12,65.38,97.96,41.0,41.0,311.03
20200216,北京,1.0,9.0,0,387.0,114.0,4.0,2.0478096,0.8073108,-0.22,28.61,21.74,106.0,101.0,1961.2
20200216,天津,2.0,8.0,0,124.0,45.0,3.0,0.67878,0.5172984,-0.65,36.78,22.61,47.0,47.0,1293.82
20200216,石家庄,0,0,0,28.0,7.0,0,0.3963492,0.4536972,2.26,27.13,28.83,55.0,55.0,1016.38
20200216,太原,0,0,0,19.0,6.0,0,0.411966,0.2600424,-2.0,25.35,31.43,34.0,34.0,420.16
20200216,呼和浩特,0,0,0,7.0,0,0,0.1899612,0.1344276,-7.96,46.13,25.39,18.0,17.0,286.66
20200216,沈阳,0,2.0,0,28.0,11.0,0,0.572022,0.356076,-7.43,54.17,81.22,22.0,21.0,810.62
20200216,长春,0,2.0,0,45.0,16.0,0,0.4270644,0.3403944,-10.91,52.91,34.43,22.0,14.0,767.71
20200216,哈尔滨,6.0,2.0,0,189.0,32.0,3.0,0.2574828,0.2445228,-13.39,54.96,31.13,63.0,63.0,1063.6
20200216,上海,3.0,16.0,0,331.0,140.0,1.0,1.5252624,0.6142392,2.48,54.61,40.74,115.0,115.0,2301.91
20200216,南京,0,3.0,0,92.0,32.0,0,0.6078564,0.316872,1.7,63.52,38.74,50.0,50.0,800.47
20200216,杭州,2.0,6.0,0,180.0,81.0,0,1.3279464,0.364986,2.96,54.26,28.22,48.0,46.0,870.04
20200216,合肥,2.0,6.0,0,171.0,49.0,1.0,0.6406776,0.3969648,0.22,78.13,33.22,29.0,28.0,570.2
20200216,福州,1.0,3.0,0,69.0,23.0,0,0.4760208,0.2418336,9.43,80.22,14.22,202.0,199.0,711.54
20200216,南昌,1.0,14.0,0,229.0,90.0,0,0.3332016,0.2638656,4.7,56.78,25.65,26.0,25.0,504.26
20200216,济南,0,0,0,47.0,11.0,0,0.5610384,0.3471984,-1.57,46.48,28.3,55.0,55.0,681.4
20200216,郑州,3.0,0,0,151.0,36.0,0,1.0996236,0.4048056,4.3,19.09,28.0,62.0,60.0,862.65
20200216,长沙,0,15.0,0,241.0,88.0,1.0,1.245294,0.8134668,4.75,55.62,24.0,46.0,46.0,704.41
20200216,广州,1.0,10.0,0,339.0,131.0,0,3.0782916,1.1997072,9.54,76.38,14.0,115.0,113.0,1270.08
20200216,南宁,1.0,3.0,0,51.0,14.0,0,0.5509944,0.4481244,12.33,55.67,19.88,13.0,13.0,666.16
20200216,海口,0,3.0,0,34.0,11.0,0,0.3365712,0.2517804,14.96,83.7,18.48,27.0,27.0,204.62
20200216,重庆,7.0,23.0,0,551.0,207.0,5.0,0.6652044,0.8893476,8.09,51.55,45.73,141.0,129.0,2884.62
20200216,成都,0,4.0,0,140.0,53.0,3.0,1.6284564,0.7917588,6.54,53.58,60.08,313.0,309.0,1404.76
20200216,贵阳,2.0,4.0,0,36.0,10.0,0,0.6202656,0.4744656,1.43,79.0,28.48,35.0,29.0,432.46
20200216,昆明,2.0,0,0,51.0,8.0,0,1.0087416,0.5306796,5.74,69.78,50.39,49.0,48.0,643.2
20200216,拉萨,0,0,0,1.0,1.0,0,0.0786024,0.0613656,2.91,14.7,21.91,2.0,0,55.94
20200216,西安,3.0,5.0,0,118.0,35.0,0,0.399006,0.434322,1.46,33.58,37.12,86.0,82.0,846.78
20200216,兰州,0,3.0,0,36.0,20.0,2.0,0.4109292,0.2008476,-3.65,25.52,58.74,12.0,0,361.62
20200216,西宁,0,0,0,15.0,11.0,0,0.1518264,0.1577232,-6.22,32.17,54.35,12.0,11.0,220.87
20200216,银川,0,0,0,34.0,20.0,0,0.2056752,0.1421388,-5.61,33.74,38.39,23.0,23.0,199.31
20200216,乌鲁木齐,0,1.0,0,23.0,4.0,0,0.0879012,0.0861192,-7.91,65.61,83.48,41.0,41.0,311.03
20200217,北京,6.0,8.0,0,393.0,122.0,4.0,2.6313336,0.9084312,0.96,37.83,21.58,106.0,101.0,1961.2
20200217,天津,1.0,1.0,0,125.0,46.0,3.0,0.846936,0.6372432,2.29,35.96,21.92,47.0,47.0,1293.82
20200217,石家庄,0,4.0,0,28.0,11.0,0,0.4938408,0.5748732,4.75,30.0,26.58,55.0,55.0,1016.38
20200217,太原,0,0,0,19.0,6.0,0,0.5418576,0.3567564,-0.83,34.26,44.39,34.0,34.0,420.16
20200217,呼和浩特,0,0,0,7.0,0,0,0.2411208,0.1602504,-7.21,56.04,31.62,18.0,17.0,286.66
20200217,沈阳,0,0,0,28.0,11.0,0,0.8069544,0.551124,-10.42,50.42,37.04,22.0,21.0,810.62
20200217,长春,0,3.0,0,45.0,19.0,0,0.5091012,0.3885408,-13.33,63.88,33.5,22.0,14.0,767.71
20200217,哈尔滨,2.0,0,0,191.0,32.0,3.0,0.2763072,0.2492208,-15.21,60.29,34.38,63.0,63.0,1063.6
20200217,上海,2.0,21.0,0,333.0,161.0,1.0,1.8123588,0.7798032,4.29,39.33,29.42,115.0,115.0,2301.91
20200217,南京,0,0,0,92.0,32.0,0,0.8472276,0.40014,3.92,45.0,27.62,50.0,50.0,800.47
20200217,杭州,0,13.0,0,180.0,94.0,0,1.758024,0.5283792,5.17,38.54,33.5,48.0,46.0,870.04
20200217,合肥,2.0,1.0,0,173.0,50.0,1.0,0.8653068,0.5392656,2.12,69.46,31.67,29.0,28.0,570.2
20200217,福州,2.0,3.0,0,71.0,26.0,0,0.58806,0.3185892,8.0,58.21,22.17,202.0,199.0,711.54
20200217,南昌,1.0,6.0,0,230.0,96.0,0,0.4682448,0.3472308,6.54,43.83,29.04,26.0,25.0,504.26
20200217,济南,0,2.0,0,47.0,13.0,0,0.7376832,0.4587192,0.21,42.46,26.58,55.0,55.0,681.4
20200217,郑州,3.0,0,0,154.0,36.0,0,1.4950008,0.4871016,5.79,25.71,28.62,62.0,60.0,862.65
20200217,长沙,0,4.0,1.0,241.0,92.0,2.0,1.7158716,1.0853028,6.48,59.43,30.52,46.0,46.0,704.41
20200217,广州,0,11.0,0,339.0,142.0,0,3.762288,1.7412408,11.12,43.96,21.79,115.0,113.0,1270.08
20200217,南宁,3.0,2.0,0,54.0,16.0,0,0.6189048,0.5329476,13.21,41.04,28.79,13.0,13.0,666.16
20200217,海口,1.0,4.0,0,35.0,15.0,0,0.400626,0.3024864,14.67,65.88,24.08,27.0,27.0,204.62
20200217,重庆,2.0,18.0,0,553.0,225.0,5.0,0.7534944,0.8586324,9.33,54.21,50.96,141.0,129.0,2884.62
20200217,成都,0,3.0,0,140.0,56.0,3.0,1.9340856,0.9552816,8.33,60.33,60.21,313.0,309.0,1404.76
20200217,贵阳,0,3.0,0,36.0,13.0,0,1.1944908,0.8854596,3.67,72.96,36.04,35.0,29.0,432.46
20200217,昆明,1.0,3.0,0,52.0,11.0,0,1.1077236,0.6106752,5.25,78.75,61.67,49.0,48.0,643.2
