日期,城市,温度,湿度,aqi
2020-03-18,Edinburgh,4.636363636363637,75.1818181818182,-0.9999999999999997
2020-03-18,Manchester,6.0476190476190474,82.38095238095237,-1.0000000000000004
2020-03-18,Nottingham,7.272727272727274,84.40909090909088,-0.9999999999999997
2020-03-19,London,7.454545454545454,84.31818181818184,-0.9999999999999997
2020-03-19,Glasgow,4.090909090909091,73.0,-0.9999999999999997
2020-03-19,Edinburgh,4.636363636363638,69.59090909090908,-0.9999999999999997
2020-03-19,Manchester,4.636363636363637,77.13636363636364,-0.9999999999999997
2020-03-19,Nottingham,4.499999999999999,83.0909090909091,-0.9999999999999997
2020-03-20,London,6.272727272727273,72.0,-0.9999999999999997
2020-03-20,Glasgow,3.136363636363636,74.50000000000001,-0.9999999999999997
2020-03-20,Edinburgh,3.6363636363636354,80.54545454545458,-0.9999999999999997
2020-03-20,Manchester,4.454545454545456,70.45454545454545,-0.9999999999999997
2020-03-20,Nottingham,4.636363636363638,77.8181818181818,-0.9999999999999997
2020-03-21,London,6.000000000000002,68.63636363636363,-0.9999999999999997
2020-03-21,Glasgow,4.095238095238095,70.71428571428571,-1.0000000000000004
2020-03-21,Edinburgh,4.449999999999999,69.99999999999999,-1.0000000000000002
2020-03-21,Manchester,4.181818181818182,67.0,-0.9999999999999997
2020-03-21,Nottingham,4.571428571428573,69.8095238095238,-1.0000000000000004
2020-03-22,London,5.571428571428571,67.04761904761905,-1.0000000000000004
2020-03-22,Glasgow,3.454545454545454,69.9090909090909,-0.9999999999999997
2020-03-22,Edinburgh,4.136363636363637,69.54545454545455,-0.9999999999999997
2020-03-22,Manchester,4.2727272727272725,67.54545454545453,-0.9999999999999997
2020-03-22,Nottingham,4.136363636363636,71.54545454545453,-0.9999999999999997
2020-03-23,London,5.8181818181818175,65.18181818181817,-0.9999999999999997
2020-03-23,Glasgow,5.6818181818181825,70.72727272727272,-0.9999999999999997
2020-03-23,Edinburgh,6.090909090909091,60.86363636363635,-0.9999999999999997
2020-03-23,Manchester,5.136363636363637,63.68181818181818,-0.9999999999999997
2020-03-23,Nottingham,4.772727272727273,70.81818181818181,-0.9999999999999997
2020-03-24,London,6.681818181818181,70.18181818181817,-0.9999999999999997
2020-03-24,Glasgow,8.045454545454543,75.59090909090908,-0.9999999999999997
2020-03-24,Edinburgh,8.499999999999998,71.95454545454544,-0.9999999999999997
2020-03-24,Manchester,8.045454545454545,71.95454545454545,-0.9999999999999997
2020-03-24,Nottingham,7.227272727272726,74.50000000000001,-0.9999999999999997
2020-03-25,London,6.227272727272727,70.27272727272727,-0.9999999999999997
2020-03-25,Glasgow,8.318181818181817,79.54545454545455,-0.9999999999999997
2020-03-25,Edinburgh,8.772727272727272,76.13636363636361,-0.9999999999999997
2020-03-25,Manchester,8.954545454545453,72.18181818181817,-0.9999999999999997
2020-03-25,Nottingham,7.619047619047619,73.0952380952381,-1.0000000000000004
2020-03-26,London,5.800000000000001,67.5,-1.0000000000000002
2020-03-26,Glasgow,7.750000000000001,90.75,-1.0000000000000002
2020-03-26,Edinburgh,8.350000000000001,93.7,-1.0000000000000002
2020-03-26,Manchester,7.1,66.35000000000001,-1.0000000000000002
2020-03-26,Nottingham,6.476190476190476,68.42857142857143,-1.0000000000000004
2020-03-27,London,6.40909090909091,67.59090909090907,-0.9999999999999997
2020-03-27,Glasgow,7.0476190476190474,83.57142857142857,-1.0000000000000004
2020-03-27,Edinburgh,6.285714285714285,92.7142857142857,-1.0000000000000004
2020-03-27,Manchester,4.636363636363638,66.0,-0.9999999999999997
2020-03-27,Nottingham,4.714285714285715,73.52380952380952,-1.0000000000000004
2020-03-28,London,6.826086956521739,64.78260869565217,-0.9999999999999996
2020-03-28,Glasgow,4.82608695652174,62.739130434782616,-0.9999999999999996
2020-03-28,Edinburgh,4.521739130434783,67.04347826086956,-0.9999999999999996
2020-03-28,Manchester,5.086956521739131,66.56521739130434,-0.9999999999999996
2020-03-28,Nottingham,5.478260869565217,69.2608695652174,-0.9999999999999996
2020-03-29,London,4.428571428571428,52.42857142857142,-1.0000000000000004
2020-03-29,Glasgow,3.0952380952380953,59.57142857142858,-1.0000000000000004
2020-03-29,Edinburgh,3.666666666666666,59.52380952380953,-1.0000000000000004
2020-03-29,Manchester,2.904761904761904,55.28571428571428,-1.0000000000000004
2020-03-29,Nottingham,3.045454545454545,57.36363636363637,-0.9999999999999997
2020-03-30,London,5.173913043478262,70.34782608695652,-0.9999999999999996
2020-03-30,Glasgow,6.363636363636363,73.63636363636361,-0.9999999999999997
2020-03-30,Edinburgh,5.913043478260871,78.21739130434783,-0.9999999999999996
2020-03-30,Manchester,4.652173913043477,67.5217391304348,-0.9999999999999996
2020-03-30,Nottingham,4.521739130434782,70.43478260869566,-0.9999999999999996
2020-03-31,London,5.7727272727272725,69.04545454545456,-0.9999999999999997
2020-03-31,Glasgow,5.9565217391304355,74.34782608695654,-0.9999999999999996
2020-03-31,Edinburgh,6.782608695652174,74.52173913043478,-0.9999999999999996
2020-03-31,Manchester,5.590909090909092,77.72727272727273,-0.9999999999999997
2020-03-31,Nottingham,5.565217391304348,74.1304347826087,-0.9999999999999996
2020-04-01,London,5.1818181818181825,73.27272727272727,-0.9999999999999997
2020-04-01,Glasgow,6.272727272727272,85.13636363636364,-0.9999999999999997
2020-04-01,Edinburgh,6.7727272727272725,80.40909090909092,-0.9999999999999997
2020-04-01,Manchester,5.636363636363637,79.00000000000001,-0.9999999999999997
2020-04-01,Nottingham,6.000000000000001,72.47826086956522,-0.9999999999999996
2020-04-02,London,7.82608695652174,73.56521739130436,-0.9999999999999996
2020-04-02,Glasgow,5.739130434782611,70.91304347826087,-0.9999999999999996
2020-04-02,Edinburgh,6.26086956521739,67.34782608695652,-0.9999999999999996
2020-04-02,Manchester,6.782608695652174,78.2608695652174,-0.9999999999999996
2020-04-02,Nottingham,7.173913043478261,74.39130434782608,-0.9999999999999996
2020-04-03,London,7.826086956521741,75.8695652173913,-0.9999999999999996
2020-04-03,Glasgow,4.565217391304349,83.43478260869563,-0.9999999999999996
2020-04-03,Edinburgh,5.043478260869565,77.5217391304348,-0.9999999999999996
2020-04-03,Manchester,5.727272727272728,78.31818181818181,-0.9999999999999997
2020-04-03,Nottingham,5.954545454545454,72.95454545454545,-0.9999999999999997
2020-04-04,London,8.59090909090909,78.0909090909091,-0.9999999999999997
2020-04-04,Glasgow,7.181818181818181,81.50000000000001,-0.9999999999999997
2020-04-04,Edinburgh,7.363636363636362,77.13636363636365,-0.9999999999999997
2020-04-04,Manchester,7.772727272727272,73.09090909090908,-0.9999999999999997
2020-04-04,Nottingham,7.863636363636363,73.5,-0.9999999999999997
2020-04-05,London,12.60869565217391,63.95652173913041,-0.9999999999999996
2020-04-05,Glasgow,10.869565217391306,71.17391304347825,-0.9999999999999996
2020-04-05,Edinburgh,11.869565217391305,64.65217391304347,-0.9999999999999996
2020-04-05,Manchester,11.608695652173914,61.21739130434783,-0.9999999999999996
2020-04-05,Nottingham,11.869565217391301,62.826086956521735,-0.9999999999999996
2020-04-06,London,12.545454545454545,71.22727272727272,-0.9999999999999997
2020-04-06,Glasgow,8.636363636363633,75.18181818181817,-0.9999999999999997
2020-04-06,Edinburgh,9.727272727272727,69.36363636363636,-0.9999999999999997
2020-04-06,Manchester,9.999999999999998,68.95652173913045,-0.9999999999999996
2020-04-06,Nottingham,11.136363636363637,67.27272727272728,-0.9999999999999997
2020-04-07,London,11.217391304347826,71.13043478260869,-0.9999999999999996
2020-04-07,Glasgow,8.000000000000002,71.65217391304348,-0.9999999999999996
2020-04-07,Edinburgh,8.73913043478261,66.8695652173913,-0.9999999999999996
2020-04-07,Manchester,9.08695652173913,72.08695652173913,-0.9999999999999996
2020-04-07,Nottingham,9.869565217391305,71.1304347826087,-0.9999999999999996
2020-04-08,London,13.499999999999998,73.86363636363636,-0.9999999999999997
2020-04-08,Glasgow,8.818181818181817,80.86363636363636,-0.9999999999999997
2020-04-08,Edinburgh,9.681818181818182,71.5909090909091,-0.9999999999999997
2020-04-08,Manchester,11.22727272727273,69.5,-0.9999999999999997
2020-04-08,Nottingham,11.909090909090908,71.04545454545455,-0.9999999999999997
2020-04-09,London,13.82608695652174,68.17391304347827,-0.9999999999999996
2020-04-09,Glasgow,8.91304347826087,83.3478260869565,-0.9999999999999996
2020-04-09,Edinburgh,8.043478260869568,84.60869565217394,-0.9999999999999996
2020-04-09,Manchester,11.130434782608695,73.99999999999999,-0.9999999999999996
2020-04-09,Nottingham,11.272727272727272,74.04545454545455,-0.9999999999999997
2020-04-10,London,14.17391304347826,68.26086956521739,-0.9999999999999996
2020-04-10,Glasgow,11.545454545454547,86.0,-0.9999999999999997
2020-04-10,Edinburgh,11.333333333333332,85.09523809523807,-1.0000000000000004
2020-04-10,Manchester,13.272727272727275,68.04545454545455,-0.9999999999999997
2020-04-10,Nottingham,13.19047619047619,71.90476190476191,-1.0000000000000004
2020-04-11,London,15.73913043478261,68.0,-0.9999999999999996
2020-04-11,Glasgow,10.043478260869568,82.43478260869564,-0.9999999999999996
2020-04-11,Edinburgh,11.304347826086959,75.91304347826087,-0.9999999999999996
2020-04-11,Manchester,13.409090909090912,74.36363636363636,-0.9999999999999997
2020-04-11,Nottingham,13.999999999999998,67.82608695652173,-0.9999999999999996
2020-04-12,London,15.173913043478262,67.56521739130434,-0.9999999999999996
2020-04-12,Glasgow,7.9565217391304355,69.0,-0.9999999999999996
2020-04-12,Edinburgh,7.913043478260872,71.17391304347827,-0.9999999999999996
2020-04-12,Manchester,10.869565217391306,75.52173913043478,-0.9999999999999996
2020-04-12,Nottingham,11.695652173913047,73.04347826086956,-0.9999999999999996
2020-04-13,London,8.714285714285712,53.42857142857142,-1.0000000000000004
2020-04-13,Glasgow,5.409090909090909,58.31818181818183,-0.9999999999999997
2020-04-13,Edinburgh,5.272727272727273,57.00000000000001,-0.9999999999999997
2020-04-13,Manchester,6.318181818181819,56.86363636363637,-0.9999999999999997
2020-04-13,Nottingham,6.608695652173911,54.43478260869565,-0.9999999999999996
2020-04-14,London,7.045454545454545,55.54545454545455,-0.9999999999999997
2020-04-14,Glasgow,6.181818181818182,74.5,-0.9999999999999997
2020-04-14,Edinburgh,6.909090909090907,67.13636363636363,-0.9999999999999997
2020-04-14,Manchester,5.318181818181818,67.27272727272728,-0.9999999999999997
2020-04-14,Nottingham,6.409090909090909,57.81818181818182,-0.9999999999999997
2020-04-15,London,8.954545454545455,64.86363636363636,-0.9999999999999997
2020-04-15,Glasgow,7.7727272727272725,82.77272727272728,-0.9999999999999997
2020-04-15,Edinburgh,8.954545454545455,79.27272727272728,-0.9999999999999997
2020-04-15,Manchester,8.318181818181818,67.68181818181819,-0.9999999999999997
2020-04-15,Nottingham,9.363636363636363,64.13636363636363,-0.9999999999999997
2020-04-16,London,12.0,67.36363636363636,-0.9999999999999997
2020-04-16,Glasgow,8.227272727272725,79.0909090909091,-0.9999999999999997
2020-04-16,Edinburgh,7.954545454545452,81.63636363636363,-0.9999999999999997
2020-04-16,Manchester,10.863636363636363,61.31818181818181,-0.9999999999999997
2020-04-16,Nottingham,10.5,61.45454545454547,-0.9999999999999997
2020-04-17,London,10.272727272727272,80.63636363636364,-0.9999999999999997
2020-04-17,Glasgow,7.391304347826087,73.30434782608695,-0.9999999999999996
2020-04-17,Edinburgh,6.909090909090908,75.13636363636363,-0.9999999999999997
2020-04-17,Manchester,8.521739130434781,64.69565217391305,-0.9999999999999996
2020-04-17,Nottingham,8.5,69.13636363636363,-0.9999999999999997
2020-04-18,London,9.999999999999998,79.72727272727273,-0.9999999999999997
2020-04-18,Glasgow,6.590909090909091,70.72727272727273,-0.9999999999999997
2020-04-18,Edinburgh,6.318181818181819,75.27272727272727,-0.9999999999999997
2020-04-18,Manchester,7.136363636363636,68.18181818181819,-0.9999999999999997
2020-04-18,Nottingham,6.909090909090908,71.22727272727272,-0.9999999999999997
2020-04-19,London,10.913043478260867,74.56521739130434,-0.9999999999999996
2020-04-19,Glasgow,8.08695652173913,73.26086956521739,-0.9999999999999996
2020-04-19,Edinburgh,7.391304347826088,76.0,-0.9999999999999996
2020-04-19,Manchester,8.434782608695652,70.91304347826087,-0.9999999999999996
2020-04-19,Nottingham,8.565217391304348,73.17391304347827,-0.9999999999999996
2020-04-20,London,11.409090909090912,54.81818181818181,-0.9999999999999997
2020-04-20,Glasgow,7.545454545454547,68.18181818181819,-0.9999999999999997
2020-04-20,Edinburgh,7.136363636363637,76.13636363636363,-0.9999999999999997
2020-04-20,Manchester,8.227272727272727,62.27272727272727,-0.9999999999999997
2020-04-20,Nottingham,8.571428571428571,64.71428571428571,-1.0000000000000004
2020-04-21,London,12.500000000000002,51.63636363636363,-0.9999999999999997
2020-04-21,Glasgow,8.5,70.4090909090909,-0.9999999999999997
2020-04-21,Edinburgh,7.909090909090907,77.40909090909092,-0.9999999999999997
2020-04-21,Manchester,9.85714285714286,61.00000000000001,-1.0000000000000004
2020-04-21,Nottingham,9.90909090909091,61.0909090909091,-0.9999999999999997
2020-04-22,London,13.181818181818183,54.63636363636363,-0.9999999999999997
2020-04-22,Glasgow,9.80952380952381,71.33333333333333,-1.0000000000000004
2020-04-22,Edinburgh,9.15,82.49999999999999,-1.0000000000000002
2020-04-22,Manchester,10.59090909090909,64.45454545454545,-0.9999999999999997
2020-04-22,Nottingham,10.818181818181817,64.04545454545455,-0.9999999999999997
2020-04-23,London,14.318181818181818,58.13636363636364,-0.9999999999999997
2020-04-23,Glasgow,10.227272727272727,69.4090909090909,-0.9999999999999997
2020-04-23,Edinburgh,9.090909090909092,80.68181818181819,-0.9999999999999997
2020-04-23,Manchester,11.454545454545453,63.00000000000001,-0.9999999999999997
2020-04-23,Nottingham,11.27272727272727,67.31818181818181,-0.9999999999999997
2020-04-24,London,13.272727272727272,62.681818181818194,-0.9999999999999997
2020-04-24,Glasgow,11.318181818181817,64.31818181818181,-0.9999999999999997
2020-04-24,Edinburgh,9.545454545454545,72.45454545454547,-0.9999999999999997
2020-04-24,Manchester,11.09090909090909,59.81818181818182,-0.9999999999999997
2020-04-24,Nottingham,10.636363636363635,61.95454545454545,-0.9999999999999997
2020-04-25,London,10.90909090909091,69.54545454545453,-0.9999999999999997
2020-04-25,Glasgow,10.999999999999998,72.72727272727272,-0.9999999999999997
2020-04-25,Edinburgh,10.954545454545457,75.0909090909091,-0.9999999999999997
2020-04-25,Manchester,11.454545454545455,56.81818181818183,-0.9999999999999997
2020-04-25,Nottingham,10.272727272727273,63.27272727272727,-0.9999999999999997
2020-04-26,London,11.999999999999996,60.52380952380951,-1.0000000000000004
2020-04-26,Glasgow,8.380952380952378,71.47619047619048,-1.0000000000000004
2020-04-26,Edinburgh,9.523809523809526,67.1904761904762,-1.0000000000000004
2020-04-26,Manchester,11.428571428571429,69.42857142857142,-1.0000000000000004
2020-04-26,Nottingham,11.90909090909091,68.18181818181819,-0.9999999999999997
2020-04-27,London,12.523809523809522,66.61904761904762,-1.0000000000000004
2020-04-27,Glasgow,7.619047619047618,69.57142857142856,-1.0000000000000004
2020-04-27,Edinburgh,7.190476190476189,73.90476190476188,-1.0000000000000004
2020-04-27,Manchester,9.190476190476192,61.80952380952381,-1.0000000000000004
2020-04-27,Nottingham,9.809523809523808,63.80952380952382,-1.0000000000000004
2020-04-28,London,8.608695652173914,88.82608695652173,-0.9999999999999996
2020-04-28,Glasgow,7.863636363636362,72.5,-0.9999999999999997
2020-04-28,Edinburgh,7.636363636363636,69.04545454545455,-0.9999999999999997
2020-04-28,Manchester,7.478260869565219,75.82608695652172,-0.9999999999999996
2020-04-28,Nottingham,7.09090909090909,83.09090909090911,-0.9999999999999997
2020-04-29,London,9.909090909090907,77.31818181818181,-0.9999999999999997
2020-04-29,Glasgow,7.045454545454545,80.86363636363636,-0.9999999999999997
2020-04-29,Edinburgh,7.363636363636363,75.13636363636364,-0.9999999999999997
2020-04-29,Manchester,7.409090909090908,82.90909090909092,-0.9999999999999997
2020-04-29,Nottingham,7.59090909090909,86.40909090909092,-0.9999999999999997
2020-04-30,London,9.43478260869565,77.95652173913042,-0.9999999999999996
2020-04-30,Glasgow,7.772727272727272,85.54545454545453,-0.9999999999999997
2020-04-30,Edinburgh,7.909090909090907,87.13636363636363,-0.9999999999999997
2020-04-30,Manchester,7.545454545454544,76.86363636363637,-0.9999999999999997
2020-04-30,Nottingham,8.09090909090909,74.2727272727273,-0.9999999999999997
2020-05-01,London,10.09090909090909,70.68181818181817,-0.9999999999999997
2020-05-01,Glasgow,8.285714285714285,80.38095238095237,-1.0000000000000004
2020-05-01,Edinburgh,8.80952380952381,80.38095238095238,-1.0000000000000004
2020-05-01,Manchester,8.18181818181818,76.18181818181817,-0.9999999999999997
2020-05-01,Nottingham,8.954545454545453,68.99999999999999,-0.9999999999999997
2020-05-02,London,10.909090909090908,61.95454545454545,-0.9999999999999997
2020-05-02,Glasgow,9.045454545454545,73.36363636363636,-0.9999999999999997
2020-05-02,Edinburgh,9.428571428571427,75.00000000000001,-1.0000000000000004
2020-05-02,Manchester,8.636363636363635,74.36363636363636,-0.9999999999999997
2020-05-02,Nottingham,9.318181818181818,68.90909090909092,-0.9999999999999997
2020-05-03,London,10.954545454545457,72.04545454545455,-0.9999999999999997
2020-05-03,Glasgow,8.590909090909092,72.13636363636363,-0.9999999999999997
2020-05-03,Edinburgh,8.863636363636362,82.90909090909089,-0.9999999999999997
2020-05-03,Manchester,9.454545454545453,71.72727272727273,-0.9999999999999997
2020-05-03,Nottingham,10.136363636363635,71.77272727272725,-0.9999999999999997
2020-05-04,London,11.409090909090908,73.27272727272727,-0.9999999999999997
2020-05-04,Glasgow,8.499999999999998,72.36363636363637,-0.9999999999999997
2020-05-04,Edinburgh,7.818181818181818,81.0909090909091,-0.9999999999999997
2020-05-04,Manchester,9.636363636363637,71.95454545454547,-0.9999999999999997
2020-05-04,Nottingham,9.863636363636365,77.95454545454544,-0.9999999999999997
2020-05-05,London,9.952380952380956,64.42857142857144,-1.0000000000000004
2020-05-05,Glasgow,9.000000000000002,68.99999999999999,-1.0000000000000004
2020-05-05,Edinburgh,8.19047619047619,76.09523809523807,-1.0000000000000004
2020-05-05,Manchester,8.428571428571427,61.61904761904763,-1.0000000000000004
2020-05-05,Nottingham,8.285714285714283,63.1904761904762,-1.0000000000000004
